ARIMA,AIC 2014-10-03 00:00:00,AIC 2017-03-11 00:00:00,AIC 2018-10-02 00:00:00,AIC 2018-07-02 00:00:00,AIC 2018-04-14 00:00:00,AIC 2014-05-10 00:00:00,AIC 2015-06-07 00:00:00,AIC 2014-08-30 00:00:00,AIC 2016-10-11 00:00:00,AIC 2018-04-08 00:00:00,AIC 2016-07-09 00:00:00,AIC 2016-08-25 00:00:00,Median AIC
"(4, 0, 4)",3701.6089831987683,3636.692599014668,3772.0100261847374,3707.6819911724356,3544.7973509724948,3458.3018904027604,3557.3634413982063,3658.7331980454846,3730.2384234997194,3563.818604340786,3677.512796424443,3708.017183321377,3668.122997234964
"(4, 1, 0)",3965.0014580755455,3724.445970966227,3943.9195977294157,3914.5385854414144,3618.584704788996,3643.0584674911247,3708.975286279703,3975.8553989616125,4057.948547222384,3638.809285772135,4027.9940980719375,4056.6382830309817,3929.229091585415
"(4, 1, 1)",3969.671108624709,3725.5270309469465,3944.6694029480177,3915.2914650151624,3613.567608064406,3626.881073547643,3709.452657152525,3976.0138253102646,4058.24637907472,3599.0601343827448,4028.11811267379,4056.50471871094,3929.98043398159
"(4, 1, 2)",3969.0105098858603,3729.3267873044733,3963.8957466933557,3925.0972052864972,3615.3158668973438,3632.5474543218634,3717.3608256130406,3973.5805649685317,4093.378954655966,3602.308285460018,4117.141436098207,4103.347000784803,3944.4964759899267
"(4, 1, 3)",3972.24772469662,3766.059931582797,3942.8837348883626,3923.6923273793473,3628.0245994090583,3647.6056775296606,3715.2015546068683,3902.223830265186,4071.342840425639,3618.586849257399,4002.197525840765,3967.452016099725,3912.9580788222665
"(4, 1, 4)",3959.2847891795573,3734.4768162426612,3946.0553687892543,3904.3453431160224,3632.4425749753527,3637.3302521946016,3720.003494768637,3890.70957180967,3996.7151966581823,3610.076747630485,4027.0365530864638,3974.6789961428008,3897.527457462846
"(4, 2, 0)",3704.0241476489336,3649.0617659391683,3767.6732737032758,3687.177818354675,3575.170137612326,3460.938078775489,3548.0970863088774,3689.128226125893,3754.2783324046654,3564.022649445108,3683.75207052997,3726.208619008787,3685.464944442322
"(4, 2, 1)",3705.604242758814,3650.8534039295746,3768.028183653319,3689.154820645472,3576.9646542866776,3462.9212462034857,3550.0565131106123,3691.054747704356,3756.2398949434905,3565.904167819412,3685.7004790581045,3728.16439431498,3687.4276498517884
"(4, 2, 2)",3701.2423177955893,3653.4595425610664,3770.7493189113175,3683.493998130517,3582.4026214151863,3464.7476092736392,3552.152391062579,3696.265340253288,3758.4317571376023,3569.8097603814676,3689.3920663608005,3730.843773576911,3686.4430322456587
"(4, 2, 3)",3711.455824036043,3655.768186190533,3767.0574895236996,3687.5324593080054,3586.3752018704827,3472.773009456152,3555.042598314316,3695.9496237171547,3762.6598310984955,3565.147110334591,3695.561916262599,3725.6927059210884,3691.5471877853024
"(4, 2, 4)",3708.1813055433977,3653.421105814794,3775.691142656674,3693.100677286451,3584.150472245994,3468.436045527584,3554.9462871220985,3691.044963514436,3762.293485665082,3571.8660130768376,3688.919676309346,3733.582961139168,3689.982319911891
"(4, 3, 0)",3759.867207957346,3787.2823293743763,3869.931614647886,3791.515942980728,3746.130688373143,3600.3472565677757,3695.1010813309404,3736.146240567889,3843.5263135145938,3731.9627287244275,3808.5899989717727,3812.0668134660873,3773.5747686658615
"(4, 3, 1)",3689.9255808897797,3647.314937062297,3753.1551397209705,3677.732465015788,3573.908395100616,3482.2163387925407,3543.936338696923,3671.4260423623655,3740.973873888274,3562.1239085982097,3670.9729381400075,3711.9633916798803,3671.1994902511865
"(4, 3, 2)",3692.818219568262,3648.6319709913423,3753.234342344608,3679.009199874227,3583.334941111114,3488.411140201357,3545.941722593723,3673.339618421214,3744.0139125479027,3570.275031011475,3678.313438294539,3714.280483797611,3675.8265283578767
"(4, 3, 3)",3688.130232438169,3655.426280134931,3753.550154099931,3680.8491763539478,3581.5829025270887,3494.745946318191,3549.3432977243733,3671.1916262067025,3744.3140851913963,3565.9371107646216,3678.5654660473274,3716.2853328595293,3674.878546127015
"(4, 3, 4)",3691.363543962453,3655.818050698652,3747.2165216511557,3684.6202508116235,3589.36373486533,3492.225629467447,3550.122041136601,3673.3054165848107,3744.014751752898,3567.7817815672524,3678.2541285979164,3716.918019377484,3675.7797725913633
"(4, 4, 0)",3829.5184747598687,3878.9835484714613,3934.7237798490496,3863.701417045386,3813.564104661128,3698.515080714362,3772.3316709050987,3813.521878506345,3920.8653707739404,3809.981710068558,3879.7273822780116,3898.7922838889663,3846.6099459026273
"(4, 4, 1)",3738.966140490523,3717.9191045340167,3832.0905337584904,3749.161533978574,3653.8119785551207,3534.5473810514336,3613.0609236155683,3718.4267108705344,3803.433880850069,3641.432381822776,3748.415008220487,3774.991852690474,3728.6964256805286
"(4, 4, 2)",3741.0305497727836,3729.926452599061,3842.5092258945106,3754.9082820095236,3669.0845282607297,3541.471667955899,3617.6838440259953,3718.4667525594673,3813.6886579057063,3653.0153838830684,3795.205767218007,3788.379888341844,3735.478501185922
"(4, 4, 3)",3748.3323763212925,3720.604663143648,3836.8105148177665,3757.456737839979,3655.906745244036,3536.651480860593,3614.205215221215,3724.255663279593,3808.9902251197927,3641.4626492645793,3757.0254898534295,3782.1566486262745,3736.2940198004426
"(4, 4, 4)",3746.2069961462594,3719.5669725560597,3825.6094289483,3759.5900170465525,3657.788310369206,3536.122450706671,3621.038105905929,3723.4339650389356,3810.027549622838,3642.5935341008717,3760.0538597700033,3784.17133907847,3734.8204805925975
