Date,SE1,SE2,SE3,SE4,DK1,DK2,EE,LV,LT
28-02-2016,2207,12359,5848,1507,2568,77,1699,135,245
29-02-2016,4489,13856,3475,1240,1773,1209,189,40,902
01-03-2016,2943,22123,10789,6044,41810,5188,968,278,3203
02-03-2016,5841,23201,17582,12729,25255,11343,1470,130,711
03-03-2016,1795,5589,9088,2961,10185,2844,587,113,1425
04-03-2016,1184,3390,5309,2373,13060,3742,662,189,1079
05-03-2016,340,2540,7819,15095,32213,8845,142,75,987
06-03-2016,484,1667,12321,10552,7679,1422,512,360,2992
07-03-2016,399,513,8613,8277,3282,4616,1137,187,932
08-03-2016,1246,836,2585,3575,3763,2585,230,29,642
09-03-2016,365,1427,2887,3211,20426,4049,510,38,334
10-03-2016,1983,4874,2869,4535,7668,4712,101,107,865
11-03-2016,2997,6227,3119,1299,946,2102,121,121,789
12-03-2016,1968,5419,4824,1257,1472,138,415,88,767
13-03-2016,5697,16629,9576,922,6131,100,689,64,813
14-03-2016,4688,21075,9569,3239,6893,801,1054,295,2292
15-03-2016,8525,31940,10349,5136,12078,3362,449,91,1100
16-03-2016,8254,31773,10631,3888,4128,681,2313,155,1606
17-03-2016,7761,35031,12623,7631,16219,3495,3558,218,1645
18-03-2016,8007,24724,14168,6516,7528,1451,3761,800,3798
19-03-2016,4362,6776,14233,5971,20477,4229,1137,180,2984
20-03-2016,1185,4326,10280,4754,33954,3775,614,12,139
21-03-2016,956,3563,6170,6779,46323,10855,198,99,1534
22-03-2016,1979,7862,2180,2689,21891,2549,450,97,943
23-03-2016,2157,5342,5980,3848,18823,3521,1221,160,1049
24-03-2016,2072,9816,10976,3793,11277,1902,1147,137,442
25-03-2016,1527,5196,10739,6960,22360,3556,1792,234,853
26-03-2016,4333,18955,17426,8201,39191,5508,1020,36,248
27-03-2016,7634,33486,28940,20522,46653,10886,2514,279,1795
28-03-2016,7177,28471,22813,14807,60032,13887,2330,407,3037
29-03-2016,7450,24159,20688,8944,47398,7153,2202,364,2841
30-03-2016,2762,6700,9488,6865,15025,8367,444,105,1432
31-03-2016,886,3820,8312,9162,27778,4997,231,133,3428
01-04-2016,1029,8992,14902,12034,10867,2497,439,259,3073
02-04-2016,1104,7835,16182,9935,19475,3464,1419,149,1149
03-04-2016,1502,3340,4216,4214,10525,1610,470,154,1180
04-04-2016,3044,9361,7379,5815,15500,1784,469,191,543
05-04-2016,355,2777,4512,2102,4807,1626,1137,261,2247
06-04-2016,1430,5805,18750,18742,34393,10820,3083,883,3919
07-04-2016,2318,10577,17471,23608,39052,16028,2799,534,1795
08-04-2016,3273,16501,10452,14289,28606,8528,2526,576,507
09-04-2016,2026,11803,6590,4429,6536,823,459,159,688
10-04-2016,1048,5829,2558,2787,19482,3366,424,234,2974
11-04-2016,1082,3970,3394,8826,21986,8816,754,370,2857
12-04-2016,3031,6879,4238,8988,19073,7050,547,217,1284
13-04-2016,2572,5830,6027,5595,5010,2185,1136,342,717
14-04-2016,3318,11655,7624,5473,2997,1044,2034,480,1829
15-04-2016,3753,7660,17094,10133,10848,3636,494,51,809
16-04-2016,2537,8736,6746,6308,24239,7543,1996,419,2426
17-04-2016,695,2051,11782,25813,62178,17933,1482,423,1775
18-04-2016,435,3932,31537,25694,61664,14641,2228,1069,5515
19-04-2016,7240,18352,25675,27528,72996,19460,1943,954,5476
20-04-2016,5694,23140,18037,12082,39609,10830,2119,753,4828
21-04-2016,1043,8736,16234,18917,46213,9243,1307,330,3306
22-04-2016,426,13307,20721,13659,36444,8567,403,244,4241
23-04-2016,1257,5253,5673,3275,17530,3123,182,60,636
24-04-2016,689,2245,4499,2689,11661,1824,1152,207,1335
25-04-2016,5744,19897,4930,4444,11862,5283,1301,59,82
26-04-2016,3134,4505,12271,19432,37833,7214,1297,126,424
27-04-2016,6757,16971,9967,14606,39565,2321,952,108,1122
28-04-2016,2905,18029,11145,5538,11951,3448,1814,225,887
29-04-2016,4370,29292,23960,17145,35274,8047,543,192,640
30-04-2016,1130,12307,19577,12875,25396,2749,367,144,552
01-05-2016,1416,8009,5283,2244,2058,1513,325,196,720
02-05-2016,2217,11502,9505,3996,20752,2422,127,65,536
03-05-2016,968,12883,10338,8348,22180,6967,261,97,527
04-05-2016,1991,6171,5401,6950,6195,3005,599,168,824
05-05-2016,1507,9371,8499,3382,4641,334,560,129,1717
06-05-2016,1257,4819,4696,4993,21129,6079,339,141,1396
07-05-2016,1520,5969,5318,6695,35714,9092,263,162,1337
08-05-2016,2672,5644,3897,5241,30868,8119,324,188,1278
09-05-2016,2119,4138,2705,4158,23746,7217,298,97,1247
10-05-2016,2144,14219,5314,2794,14565,4570,444,40,383
11-05-2016,2398,8326,13973,10478,21083,8617,1240,225,953
12-05-2016,5598,19524,10288,7263,13223,10999,726,314,1627
13-05-2016,1817,7907,12349,2715,19061,1816,1184,203,1425
14-05-2016,1046,7104,13911,5079,30098,6696,863,27,602
15-05-2016,2220,19197,17065,8373,36629,8796,1408,183,2340
16-05-2016,1648,10441,19788,18082,41626,15537,1017,571,4842
17-05-2016,3755,12690,4114,7167,41759,8427,988,158,1519
18-05-2016,2121,1675,9850,4243,13961,1910,356,87,321
19-05-2016,1114,4281,7275,3349,2682,599,362,68,289
20-05-2016,1709,10048,10149,5784,22439,4790,262,22,506
21-05-2016,1757,5510,9596,4492,17161,2350,821,68,1192
22-05-2016,1309,8043,10578,13096,19223,8042,311,42,114
23-05-2016,3727,13770,12537,7914,5782,1908,224,253,1664
24-05-2016,3086,15945,13828,4549,16366,4871,645,187,1281
25-05-2016,4604,17969,16914,7284,28305,1124,455,258,1016
26-05-2016,4122,24478,15522,4480,7949,1296,791,203,707
27-05-2016,888,11656,10657,1218,4255,388,439,76,274
28-05-2016,633,4599,6762,3729,7557,2327,984,240,1672
29-05-2016,712,2612,16442,8840,16314,6871,859,268,2350
30-05-2016,1179,1261,19514,21881,38315,16108,925,401,2490
31-05-2016,518,1138,13408,14665,27450,10527,1156,300,2842
01-06-2016,1275,2294,8690,10550,17562,9176,633,298,2331
02-06-2016,2047,4217,8110,10448,17236,7826,311,136,408
03-06-2016,7941,23967,4708,4855,7550,3687,709,141,425
04-06-2016,6431,18231,9608,2706,3256,435,1527,285,1278
05-06-2016,3335,7456,7870,4722,5017,1396,1289,372,1996
06-06-2016,1237,4718,7968,5093,12341,6062,1027,227,1367
07-06-2016,3636,15173,13071,6316,10135,2516,720,306,539
08-06-2016,8164,40312,17747,7056,27075,6604,2376,346,2319
09-06-2016,8811,35115,9684,4650,17644,2262,3263,233,2028
10-06-2016,5066,20379,14916,9153,27530,9270,739,306,2047
11-06-2016,610,2546,6759,4775,6520,1153,2419,682,4927
12-06-2016,822,2694,2197,2517,8050,2862,1904,245,2057
13-06-2016,2106,9698,3211,8908,27790,8574,930,45,474
14-06-2016,2285,4442,7530,13262,26635,3239,374,223,2257
15-06-2016,1655,7129,11458,5360,4096,709,1519,352,1101
16-06-2016,4218,11717,8525,1987,733,332,1236,410,1126
17-06-2016,4184,10757,5927,3798,8628,2406,1725,409,3647
18-06-2016,4585,24515,16886,20344,39499,8766,3644,1110,6073
19-06-2016,4189,21873,13908,15296,47466,7519,2677,661,1199
20-06-2016,3221,13953,12743,8772,39932,4495,1102,98,464
21-06-2016,3145,10887,11381,7568,10365,3240,278,32,894
22-06-2016,3056,5310,9330,5317,7751,1598,561,81,827
23-06-2016,607,1872,4940,5279,8698,3009,545,127,403
24-06-2016,968,2573,4823,5426,10234,1947,557,438,1688
25-06-2016,497,3322,4479,4532,7954,3696,172,82,1303
26-06-2016,1342,6194,15089,9994,27499,6758,380,197,1496
27-06-2016,4518,16812,16754,9596,34764,4449,623,193,1296
28-06-2016,1209,6072,13799,4630,8750,1081,197,77,242
29-06-2016,1429,3009,4437,3981,16781,3342,151,28,463
30-06-2016,1952,9037,9754,5858,23786,3246,693,144,452
01-07-2016,3610,12290,12261,11178,27119,8347,191,90,368
02-07-2016,6841,20022,18538,9697,39233,6193,1009,381,2272
03-07-2016,5074,15330,14658,9530,33474,7981,880,71,623
04-07-2016,1403,6390,9364,9266,18481,5257,1557,341,2801
05-07-2016,7683,17679,6926,3549,11350,2973,3154,453,2563
06-07-2016,8058,33582,10409,16529,54695,16485,2122,80,1749
07-07-2016,7367,28822,13804,17427,36250,8246,3058,473,4342
08-07-2016,4205,12868,7293,7224,12334,4320,2457,429,3239
09-07-2016,1372,5092,11402,9075,25187,8371,451,73,859
10-07-2016,631,5877,8714,7088,22373,4036,635,360,2495
11-07-2016,635,5681,12440,13474,36501,7399,625,323,1583
12-07-2016,355,2480,17065,16900,30109,8800,2307,740,2492
13-07-2016,1011,2964,15362,7957,25166,1121,1544,263,625
14-07-2016,739,6138,5320,2613,27271,4632,542,122,2103
15-07-2016,924,8895,6975,10044,41728,12838,1642,367,3269
16-07-2016,1891,7810,21240,12073,30587,6565,2529,378,2229
17-07-2016,1722,4986,20132,9037,17967,3303,1706,267,1471
18-07-2016,2263,10677,6716,6015,15409,3735,349,127,1703
19-07-2016,1278,4148,3224,2701,3775,1266,1223,200,1516
20-07-2016,932,1728,1248,1109,7503,1557,1353,206,2703
21-07-2016,1166,3119,3239,1986,12635,5098,1473,299,2434
22-07-2016,850,2601,1862,1500,4385,2857,527,65,737
23-07-2016,332,2332,1452,936,1994,690,97,10,330
24-07-2016,488,1381,1408,1128,2246,1096,30,22,170
25-07-2016,627,3088,2640,1626,8682,870,0,28,335
26-07-2016,1065,8381,12031,4330,11002,1885,44,40,454
27-07-2016,1761,7002,8439,3088,14952,1432,85,39,312
28-07-2016,1014,7799,11480,3721,6441,1359,265,67,1067
29-07-2016,1312,2876,3390,2290,4041,1620,92,50,122
30-07-2016,381,3505,8878,4535,12166,3609,223,196,712
31-07-2016,1228,5480,20012,6320,10935,856,1182,187,1093
01-08-2016,1314,5233,15907,6861,26381,4588,384,65,1288
02-08-2016,810,3634,19533,7487,8120,2048,1254,269,1407
03-08-2016,777,4249,9854,9032,28666,7514,548,155,568
04-08-2016,619,2207,13278,11158,41792,7929,2216,521,1895
05-08-2016,625,1098,9292,5561,21604,4138,551,85,846
06-08-2016,407,5286,9555,14759,47161,9180,302,139,1024
07-08-2016,1017,10819,15456,15780,39408,8302,577,211,3296
08-08-2016,6876,25951,35504,22511,59490,14098,2598,719,3244
09-08-2016,4088,15025,35155,24443,57579,13317,3927,945,2883
10-08-2016,2562,11892,21389,19933,45567,11585,2088,282,1520
11-08-2016,1723,10397,7392,10519,18931,7439,2090,341,1808
12-08-2016,2480,12672,16506,8758,27273,5187,852,215,1396
13-08-2016,2756,7960,22800,20498,50557,11286,3193,751,3547
14-08-2016,3689,15197,10879,14611,31721,6455,999,364,3492
15-08-2016,3245,22306,14072,6129,15339,3210,882,504,2341
16-08-2016,7775,25588,16191,5822,5919,1586,2361,585,3887
17-08-2016,4438,20000,18934,8475,5584,2033,2361,148,2303
18-08-2016,1066,9120,21578,11736,16189,3000,1028,111,2238
19-08-2016,2119,7211,5078,1452,2447,617,1122,272,1590
20-08-2016,1750,4449,4146,4289,15340,2084,119,57,950
21-08-2016,1469,3416,2502,1156,17327,1393,1562,203,2102
22-08-2016,1616,2373,4664,4458,14974,4686,1069,37,296
23-08-2016,4153,11414,3637,3423,4859,2989,263,83,426
24-08-2016,2314,8371,5252,1864,9604,1806,491,31,443
25-08-2016,4282,14931,9064,9207,13923,6197,1032,221,413
26-08-2016,2164,13348,20383,13319,27261,6249,1277,640,3963
27-08-2016,8298,31494,28076,7689,8771,944,3609,364,3079
28-08-2016,2401,6036,7318,7189,20793,5788,485,135,1407
29-08-2016,1953,2633,17359,16456,45879,13766,1335,701,4608
30-08-2016,2673,10388,18799,13795,25782,6203,1728,629,5531
31-08-2016,5218,16822,16894,6093,17534,1156,630,151,1221
01-09-2016,7008,17011,23406,8925,18413,2021,1787,356,1936
02-09-2016,4227,12365,17979,10477,26242,3343,1608,364,2511
03-09-2016,1530,6509,16571,12295,23232,4792,933,375,2289
04-09-2016,1976,14582,10986,3323,9968,2086,1282,170,1142
05-09-2016,3953,8555,7458,5494,6826,3789,406,125,1055
06-09-2016,2841,15373,25704,6532,23067,2003,1321,127,782
07-09-2016,8245,32216,23512,9237,11028,1552,3168,780,4846
08-09-2016,3025,11184,4204,2690,10830,1905,1115,78,1046
09-09-2016,3995,13796,8993,3562,9371,2042,30,64,459
10-09-2016,652,4103,11328,1926,18583,2108,503,7,147
11-09-2016,3984,20269,23296,9207,22398,3392,591,127,119
12-09-2016,7554,10542,5817,1953,10224,3316,939,47,528
13-09-2016,610,2824,3606,3565,13567,3754,605,45,844
14-09-2016,3372,9611,1922,1672,13255,4368,355,37,544
15-09-2016,3875,7762,3603,1174,12586,2483,676,30,272
16-09-2016,1426,6467,11554,8720,19520,7608,1399,120,923
17-09-2016,2529,4145,4946,9903,15190,11295,261,102,2152
18-09-2016,1603,2304,655,6378,6606,7130,187,46,877
19-09-2016,697,2512,1495,2143,1273,1529,313,40,235
20-09-2016,298,2875,3102,4512,2852,1585,888,81,1213
21-09-2016,71,431,945,2281,2912,1432,768,210,2176
22-09-2016,242,1048,749,450,7433,1249,878,112,1255
23-09-2016,325,3352,5589,4904,16379,2196,1148,75,971
24-09-2016,586,4109,9073,7279,13813,1974,557,10,1153
25-09-2016,2424,9044,14128,6755,29346,5039,607,16,217
26-09-2016,1623,10270,9065,6878,5141,1748,275,57,627
27-09-2016,2786,15868,11792,5541,24287,1410,164,101,454
28-09-2016,7972,27736,33767,25310,60431,16489,2823,650,5998
29-09-2016,5287,22859,36472,25702,65854,15516,2694,826,5422
30-09-2016,9139,32668,40149,24948,44732,12731,4599,1153,7536
01-10-2016,8514,31672,18086,8575,8033,2888,3372,635,2952
02-10-2016,6943,17844,10772,5564,11209,988,327,123,1882
03-10-2016,4531,11733,15146,18487,33935,7420,1511,422,2076
04-10-2016,2545,5787,19926,17315,25324,10534,3912,784,5683
05-10-2016,5628,8123,23281,22819,35195,11920,4648,1136,7494
06-10-2016,3757,12898,29232,26369,42491,13624,3826,878,6179
07-10-2016,1033,11164,28925,18800,32362,9724,4006,613,2580
08-10-2016,816,13966,28096,18554,30755,9061,3996,477,2357
09-10-2016,536,11242,29146,16341,29980,3422,2877,323,2814
10-10-2016,492,3223,26593,16837,28843,5571,2977,399,2966
11-10-2016,445,759,14252,17772,37702,14202,734,334,4330
12-10-2016,1303,1032,6744,14772,33893,10808,111,205,3730
13-10-2016,728,248,4927,14948,36608,10498,125,101,2169
14-10-2016,256,1052,14294,22830,58236,15729,70,131,1624
15-10-2016,4176,8212,26226,29325,62062,14901,442,529,5748
16-10-2016,2561,13734,17569,16976,29166,3622,265,366,5263
17-10-2016,1925,14578,11389,12399,31428,5423,655,440,5253
18-10-2016,4747,14555,5705,3102,17403,2442,1331,301,4362
19-10-2016,1793,3628,8086,7640,20151,2551,1313,282,3529
20-10-2016,49,3322,17323,10539,29947,4139,1323,299,4280
21-10-2016,595,5175,24181,19397,41787,5521,1692,474,6079
22-10-2016,1547,8054,31949,18251,40698,3685,3056,662,6519
23-10-2016,1715,9392,26594,7413,23042,1211,3062,512,3645
24-10-2016,2609,5289,15865,7243,11851,1465,1904,522,5972
25-10-2016,1082,899,5221,4580,3577,783,953,57,1217
26-10-2016,915,3502,12490,4928,21081,2003,656,95,1309
27-10-2016,4572,14766,29387,14194,31677,7394,3471,764,3708
28-10-2016,3835,22318,37368,30696,60679,16968,4447,1152,8621
29-10-2016,4022,33756,34111,25680,53800,17305,4074,891,7424
30-10-2016,6285,21557,18598,11751,7010,3862,2331,659,5700
31-10-2016,1999,4332,5473,2302,9844,1177,962,145,1540
01-11-2016,353,6598,21593,21323,52675,13769,1130,478,3911
02-11-2016,2027,11641,32324,22938,32806,14526,3127,199,3279
03-11-2016,2476,6616,7344,7830,9352,2473,1395,261,2254
04-11-2016,3115,7041,12305,8766,10665,8718,538,44,640
05-11-2016,2933,11329,36409,19134,27585,4117,338,551,5537
06-11-2016,3267,13575,38931,25442,57265,6965,3435,659,3603
07-11-2016,3846,20599,25302,15355,32012,7951,2796,105,123
08-11-2016,3990,24487,17869,4543,9622,5944,472,37,1116
09-11-2016,2741,16852,10103,7655,20353,4998,774,165,2252
10-11-2016,1128,10051,5535,5156,12238,3012,926,131,623
11-11-2016,2657,6897,4480,4674,8163,2535,751,8,387
12-11-2016,1618,10141,16767,3067,22446,1796,478,129,671
13-11-2016,3196,4183,16239,7828,27411,5967,298,139,1027
14-11-2016,7594,19093,17986,12895,45228,12396,131,168,4279
15-11-2016,7569,16183,18577,17641,38026,13744,1931,602,5415
16-11-2016,4740,21030,20165,10997,36013,8748,1237,197,3088
17-11-2016,4963,23845,27231,14592,39908,10123,2830,467,4981
18-11-2016,5197,13628,27184,23080,51096,15812,3338,844,7837
19-11-2016,3649,18966,30044,17313,41892,12363,3294,594,3891
20-11-2016,3630,15755,20411,21466,50261,16174,1855,424,4701
21-11-2016,3576,17819,22755,16044,25689,9210,4905,698,7468
22-11-2016,3006,17047,18074,8905,32841,5290,3584,612,6674
23-11-2016,1534,14562,23452,7156,28611,940,3077,329,2647
24-11-2016,2714,24725,21012,10623,17330,1869,4251,700,3268
25-11-2016,4099,22505,25169,12944,23447,1324,1924,279,3041
26-11-2016,4822,39159,38016,28254,59881,13365,3209,1006,8650
27-11-2016,10156,40756,40195,26348,35423,11296,3358,719,4884
28-11-2016,4571,28645,26813,18301,19022,5726,3011,849,6230
29-11-2016,7487,26872,25013,21478,45868,13015,1901,351,3560
30-11-2016,8152,41637,29110,22836,53919,17240,2525,632,6258
01-12-2016,8018,37772,19457,14642,69339,18625,951,272,2279
02-12-2016,8352,21121,27991,18423,22842,8824,777,353,2371
03-12-2016,2783,6326,10294,8383,11896,2329,2844,201,2395
04-12-2016,7937,36541,21614,10207,24260,4391,2486,341,3332
05-12-2016,5146,38036,29605,21223,38059,9252,5170,938,8041
06-12-2016,6134,21474,13151,4744,7315,2000,1150,195,2728
07-12-2016,6586,21335,34225,21010,48971,11911,3690,814,4824
08-12-2016,3971,15388,38748,30609,51961,16582,1029,1078,8897
09-12-2016,9521,21353,28712,22055,39820,14001,2124,540,8057
10-12-2016,8040,5665,6758,18444,41810,15252,1442,72,2687
11-12-2016,5674,8202,8194,9457,33697,7866,552,315,1665
12-12-2016,5835,22872,16730,9199,11564,5083,2286,397,2248
13-12-2016,4008,30808,25298,10526,9069,2588,695,517,5561
14-12-2016,6515,26736,16942,8861,4821,577,812,316,2716
15-12-2016,5867,25125,16135,3219,17372,3112,1785,240,1044
16-12-2016,7380,13673,7656,3041,7159,3817,1108,419,4361
17-12-2016,6820,17964,15020,3814,16982,1983,1104,193,1574
18-12-2016,7687,28649,11265,3343,11600,3623,1124,135,1266
19-12-2016,7509,32127,23426,8873,11356,780,858,325,5322
20-12-2016,9162,28712,24499,5342,16128,3284,1804,252,1356
21-12-2016,7519,39062,31278,17500,52382,13054,3252,741,3249
22-12-2016,10436,40214,37429,16735,44402,9466,3074,706,2436
23-12-2016,7872,35379,35980,23968,50942,15841,3121,730,5557
24-12-2016,6325,31736,42444,30145,59782,18896,4605,1145,7940
25-12-2016,2567,20277,38272,24925,53352,15234,3478,688,5590
26-12-2016,5355,31039,43501,30059,49619,16667,4678,1085,8905
27-12-2016,10648,43296,36749,25998,49148,13955,2938,1121,9658
28-12-2016,8868,29904,19524,7294,22496,4091,2999,702,6884
29-12-2016,9756,32027,39728,17649,38739,6108,3135,561,3866
30-12-2016,10686,38789,43551,20064,49104,8845,3370,867,6380
31-12-2016,9243,37899,40948,27921,62075,15866,4047,1133,8037
