Date,SE1,SE2,SE3,SE4,FI,DK1,DK2,EE,LV,LT
03-02-2020,19465.0,29393.0,12344.0,6890.0,31774.0,23396,8321,3544,332,4670
04-02-2020,11015.0,19561.0,15423.0,11509.0,15692.0,40398,16501,1582,120,2450
05-02-2020,22272.0,51093.0,39419.0,17702.0,7134.0,43123,12362,3134,556,4537
06-02-2020,19357.0,19158.0,13306.0,14497.0,13182.0,47270,13785,4322,404,5407
07-02-2020,16213.0,36414.0,19508.0,4352.0,9709.0,14363,3165,1746,301,2701
08-02-2020,8726.0,41728.0,29390.0,12099.0,14516.0,43167,11377,1225,502,4350
09-02-2020,14820.0,59364.0,50662.0,27581.0,34200.0,76644,21342,4965,929,7101
10-02-2020,13790.0,57438.0,55391.0,32559.0,29047.0,72269,21256,5768,1301,11077
11-02-2020,17530.0,36196.0,39612.0,28143.0,34772.0,67690,20883,3440,689,8007
12-02-2020,4381.0,18004.0,38693.0,30027.0,19398.0,59383,21398,2217,880,10268
13-02-2020,2045.0,26856.0,23118.0,13804.0,4748.0,23284,11646,1731,716,8383
14-02-2020,14477.0,23608.0,11448.0,3025.0,11280.0,18947,2716,410,50,453
15-02-2020,8049.0,38975.0,37896.0,21726.0,23693.0,57561,17126,3833,784,5893
16-02-2020,13991.0,58869.0,56920.0,32422.0,39044.0,81642,21731,5522,1152,10285
17-02-2020,15316.0,53282.0,56602.0,33467.0,40669.0,67354,22960,5974,1203,10688
18-02-2020,14341.0,52400.0,53645.0,29708.0,30716.0,53408,19838,5276,1242,10138
19-02-2020,7520.0,14792.0,19036.0,13829.0,17601.0,30355,15055,2825,877,7069
20-02-2020,20029.0,52275.0,34528.0,19824.0,23089.0,57202,17218,1094,330,2839
21-02-2020,19660.0,49828.0,52455.0,30128.0,45843.0,54492,21522,5632,858,8173
22-02-2020,18726.0,52323.0,56908.0,33853.0,40073.0,77078,23853,6112,1226,10527
23-02-2020,23334.0,63183.0,46465.0,28934.0,31273.0,63972,19702,4530,1072,9894
24-02-2020,24909.0,44918.0,17051.0,11465.0,40211.0,30470,12121,4258,420,4824
25-02-2020,9285.0,13466.0,35497.0,21874.0,10053.0,44602,22394,1061,329,3739
26-02-2020,6607.0,11328.0,38842.0,15016.0,10746.0,19989,9108,3727,767,6546
27-02-2020,8819.0,11615.0,9410.0,5745.0,15633.0,9171,2568,3629,230,8067
28-02-2020,13551.0,19515.0,7469.0,6952.0,6255.0,34475,13182,956,18,3460
29-02-2020,7351.0,13384.0,19535.0,16351.0,7428.0,56939,18242,1891,260,3705
01-03-2020,7416.0,19992.0,37463.0,26905.0,10273.0,74158,19421,4020,828,6645
02-03-2020,9436.0,27072.0,18759.0,5595.0,7814.0,24934,2949,1919,205,2464
03-03-2020,8137.0,26435.0,18493.0,3563.0,17205.0,12970,3012,944,138,2819
04-03-2020,10260.0,31383.0,16918.0,10017.0,39356.0,13608,5277,3513,743,4535
05-03-2020,9023.0,17131.0,9101.0,4335.0,26230.0,5901,3912,1388,363,1670
06-03-2020,13417.0,20642.0,6690.0,13767.0,20784.0,28736,14951,875,138,3261
07-03-2020,15424.0,18918.0,6322.0,7106.0,18363.0,18944,5747,446,147,1576
08-03-2020,23719.0,62610.0,43899.0,17806.0,39104.0,80957,17357,831,155,1036
09-03-2020,23527.0,47169.0,21246.0,5388.0,42050.0,16101,5693,3072,360,4595
10-03-2020,12049.0,14914.0,18029.0,17784.0,18694.0,44559,15201,2354,467,4088
11-03-2020,3316.0,13113.0,40634.0,29267.0,10748.0,62114,18474,3661,1036,10991
12-03-2020,5821.0,23895.0,37590.0,30809.0,5520.0,62991,20255,3944,994,9118
13-03-2020,21259.0,59691.0,34631.0,20961.0,31332.0,40885,18626,4136,761,8215
14-03-2020,16110.0,42516.0,20968.0,7922.0,26530.0,25129,5317,3790,601,6210
15-03-2020,18629.0,61680.0,53425.0,27950.0,44635.0,69805,19304,4123,848,5699
16-03-2020,22217.0,38151.0,19479.0,12870.0,32984.0,24291,9802,3723,782,6528
17-03-2020,,,,,,50710,9491,2703,480,2032
18-03-2020,18065.0,38143.0,42917.0,23346.0,27196.0,40142,13920,4339,1053,8579
19-03-2020,14575.0,45397.0,34678.0,11607.0,21652.0,26577,2661,3216,489,5069
20-03-2020,12258.0,26825.0,17442.0,9567.0,15346.0,31651,7401,1370,332,2308
21-03-2020,11267.0,23607.0,14729.0,8627.0,13985.0,14197,6917,749,360,4600
22-03-2020,22699.0,38021.0,14767.0,4126.0,30823.0,22530,7316,309,150,4638
23-03-2020,,,,,,36526,5177,1648,57,482
24-03-2020,,,,,,47305,7430,4098,587,1133
25-03-2020,,,,,,36469,5549,5003,724,1647
26-03-2020,,,,,,9114,4614,2412,162,1450
27-03-2020,,,,,,6463,3968,708,79,1596
28-03-2020,,,,,,33866,6228,1605,107,1074
29-03-2020,,,,,,57492,16772,2230,778,7441
30-03-2020,,,,,,39562,9201,935,266,2154
31-03-2020,,,,,,35812,4900,2440,411,2117
01-04-2020,14984.0,32225.0,28877.0,23517.0,24007.0,62881,18695,3396,639,9518
02-04-2020,5568.0,32096.0,49933.0,31322.0,13534.0,62442,22720,4249,981,10505
03-04-2020,8098.0,56743.0,42811.0,29576.0,23395.0,54871,20646,5083,780,10694
04-04-2020,12766.0,46347.0,23437.0,11106.0,19861.0,21874,3987,2375,494,6380
05-04-2020,10362.0,18218.0,13913.0,8029.0,17749.0,29802,8735,1136,132,1755
06-04-2020,7304.0,33186.0,26007.0,13423.0,20133.0,33746,11531,942,294,2966
07-04-2020,14622.0,44243.0,29223.0,13448.0,27967.0,20225,6590,4220,613,6643
08-04-2020,8968.0,20755.0,11122.0,1548.0,14086.0,19128,4301,3135,381,1462
09-04-2020,,,,,,36762,7455,3298,269,5175
10-04-2020,,,,,,14857,2320,2176,134,2771
11-04-2020,,,,,,19822,1905,1670,167,1267
12-04-2020,,,,,,46699,10836,4456,1034,8163
13-04-2020,,,,,,55979,15454,3247,573,8292
14-04-2020,,,,,,40791,11336,3655,699,6992
15-04-2020,,,,,,55417,20883,2260,620,8396
16-04-2020,,,,,,41638,11935,3949,825,9236
17-04-2020,,,,,,9245,1564,4798,644,6605
18-04-2020,,,,,,11280,1923,3833,372,4047
19-04-2020,,,,,,11573,2158,1550,356,3784
20-04-2020,,,,,,7410,2031,651,183,1604
21-04-2020,8883.0,12079.0,5286.0,3482.0,15526.0,19314,11018,1192,212,1562
22-04-2020,4948.0,13477.0,6437.0,2041.0,12238.0,11815,5931,603,123,2198
23-04-2020,3869.0,24225.0,10967.0,4988.0,9540.0,6876,866,705,136,2306
24-04-2020,9759.0,32109.0,15864.0,5643.0,19965.0,28531,7958,1208,186,1713
25-04-2020,18906.0,42258.0,15453.0,5770.0,26856.0,11781,3496,1992,233,4166
26-04-2020,12086.0,16813.0,7410.0,3494.0,20486.0,8346,2200,583,171,2634
27-04-2020,4864.0,6249.0,10155.0,3429.0,11774.0,10701,1512,517,68,619
28-04-2020,4415.0,7466.0,14826.0,4120.0,11838.0,6155,2059,1151,149,2493
29-04-2020,2096.0,7777.0,7431.0,10764.0,10041.0,23102,7497,1146,178,1186
30-04-2020,490.0,3970.0,6072.0,8145.0,924.0,43390,7433,475,201,2400
01-05-2020,,,,,,12195,2001,2009,521,6141
02-05-2020,,,,,,6455,4685,1519,15,400
03-05-2020,,,,,,32703,6653,188,84,1067
04-05-2020,,,,,,29023,4883,201,117,987
05-05-2020,13538.0,23252.0,12143.0,9879.0,10062.0,17472,8112,745,192,2109
06-05-2020,17970.0,47293.0,15583.0,12302.0,19595.0,47200,11880,1557,280,5344
07-05-2020,16846.0,34822.0,10345.0,6074.0,17508.0,25386,8305,2496,202,3395
08-05-2020,1934.0,16304.0,21483.0,11717.0,6996.0,26030,5178,1262,380,1758
09-05-2020,4519.0,22178.0,10429.0,4279.0,11370.0,6396,1151,629,69,1319
10-05-2020,7882.0,24127.0,22800.0,8543.0,20646.0,32876,8086,1432,153,763
11-05-2020,11787.0,38829.0,23037.0,13932.0,12989.0,34876,15374,2717,439,5210
12-05-2020,5497.0,18615.0,18516.0,15179.0,9274.0,46671,11361,1163,376,3798
13-05-2020,2690.0,23836.0,20830.0,8065.0,5692.0,13644,1768,1289,884,5950
14-05-2020,4377.0,14752.0,13714.0,11114.0,12045.0,45347,7273,1330,290,2264
15-05-2020,7620.0,18097.0,18215.0,20604.0,11863.0,58333,14374,1266,581,6870
16-05-2020,2998.0,7659.0,34907.0,28702.0,5166.0,71663,19138,2769,943,10446
17-05-2020,2724.0,3646.0,31657.0,28357.0,6203.0,61390,19161,1383,871,10003
18-05-2020,1810.0,16843.0,11602.0,9928.0,6778.0,21624,12270,1902,220,4039
19-05-2020,4175.0,18665.0,7180.0,8711.0,6238.0,33136,11898,771,166,1446
20-05-2020,2595.0,10243.0,5350.0,2067.0,14748.0,4597,1006,2289,437,4122
21-05-2020,1539.0,6283.0,3321.0,1964.0,15440.0,2217,1239,3207,691,7014
22-05-2020,10228.0,27632.0,15243.0,12707.0,4075.0,44690,10422,718,190,2475
23-05-2020,15440.0,43973.0,25764.0,13130.0,10109.0,39791,8148,588,116,859
24-05-2020,8882.0,14632.0,14338.0,13597.0,9259.0,49265,15263,494,36,1557
25-05-2020,1087.0,2804.0,2845.0,3131.0,6643.0,23595,9262,604,94,576
26-05-2020,4477.0,15956.0,9684.0,1949.0,3997.0,3547,661,572,134,1358
27-05-2020,8804.0,30578.0,14353.0,8413.0,9812.0,35118,4640,691,106,1491
28-05-2020,13072.0,38120.0,8323.0,4514.0,8366.0,18490,4083,1882,369,2225
29-05-2020,14854.0,31702.0,4096.0,2333.0,10911.0,4364,635,1459,610,4494
30-05-2020,4727.0,10443.0,14653.0,7321.0,12953.0,15242,1550,2909,641,7145
31-05-2020,2380.0,3557.0,15166.0,13525.0,9262.0,13709,8481,2374,764,8970
01-06-2020,2977.0,3837.0,3316.0,3422.0,5288.0,4403,2833,877,301,4061
02-06-2020,5142.0,7807.0,7363.0,3779.0,11602.0,3601,1460,1644,159,3083
03-06-2020,2027.0,10376.0,9002.0,3151.0,5249.0,7742,4807,1515,211,2400
04-06-2020,2815.0,17307.0,18915.0,14836.0,9286.0,31424,10618,785,70,955
05-06-2020,9587.0,13800.0,25438.0,11884.0,12942.0,27775,8621,1041,271,3987
06-06-2020,4565.0,24587.0,22408.0,18120.0,24348.0,37296,13816,3349,637,4616
07-06-2020,16393.0,38425.0,31888.0,7892.0,41889.0,14832,4739,1196,126,687
08-06-2020,8417.0,11634.0,4811.0,1877.0,13670.0,6835,2057,737,171,1174
09-06-2020,3286.0,6516.0,3696.0,1421.0,5077.0,3485,1035,696,137,458
10-06-2020,1589.0,3371.0,8329.0,6398.0,9219.0,7598,3827,888,144,1211
11-06-2020,4774.0,5602.0,27961.0,20690.0,10945.0,38998,13361,2333,140,2164
12-06-2020,2096.0,8927.0,34338.0,20648.0,11489.0,38525,12111,3230,242,2306
13-06-2020,6021.0,9569.0,26549.0,21636.0,3966.0,32379,13713,2265,583,5494
14-06-2020,8225.0,15800.0,12498.0,14258.0,9433.0,35451,16189,1514,414,5156
15-06-2020,4491.0,9056.0,4505.0,4593.0,10034.0,5272,2684,711,51,253
16-06-2020,2529.0,12817.0,13966.0,3369.0,10198.0,5601,1860,106,39,390
17-06-2020,2398.0,10885.0,5359.0,1413.0,8107.0,3296,1029,274,91,945
18-06-2020,3879.0,4487.0,3303.0,2904.0,11442.0,3422,3979,486,198,2342
19-06-2020,7792.0,11221.0,11402.0,7068.0,10739.0,6830,3325,814,121,1883
20-06-2020,2918.0,13497.0,16930.0,3745.0,8642.0,20070,9557,2433,192,1525
21-06-2020,5796.0,8821.0,15136.0,4088.0,4532.0,6550,3600,1759,202,1742
22-06-2020,6709.0,6783.0,6576.0,5445.0,11304.0,23504,6338,817,91,1411
23-06-2020,3401.0,6650.0,4032.0,5577.0,10449.0,11313,2472,338,69,1235
24-06-2020,5667.0,7618.0,4393.0,1279.0,8967.0,2153,826,226,100,1733
25-06-2020,3991.0,9014.0,4211.0,2278.0,7870.0,10031,7183,244,30,588
26-06-2020,6095.0,8428.0,5528.0,5384.0,13522.0,17768,3506,107,87,1388
27-06-2020,5096.0,18175.0,6251.0,3835.0,12420.0,14086,1575,192,102,2113
28-06-2020,3131.0,22549.0,9228.0,3711.0,9989.0,28914,1878,803,14,240
29-06-2020,5300.0,19565.0,12370.0,6414.0,16973.0,39240,5295,694,23,858
30-06-2020,9491.0,15419.0,21600.0,22238.0,13999.0,40232,18208,2345,573,5249
01-07-2020,10777.0,28077.0,22462.0,18628.0,17022.0,26103,8680,3241,1048,5835
02-07-2020,7118.0,9091.0,21866.0,10073.0,12864.0,26284,5235,1173,373,3056
03-07-2020,11146.0,8566.0,24752.0,7887.0,24752.0,22993,3033,1471,155,582
04-07-2020,4569.0,12403.0,13778.0,21629.0,18045.0,35081,16685,2950,561,2957
05-07-2020,8229.0,18035.0,29007.0,23143.0,15635.0,43156,18378,2536,927,4535
06-07-2020,6105.0,35784.0,46756.0,29302.0,25672.0,46022,17740,4428,1026,4565
07-07-2020,1311.0,23108.0,27312.0,22970.0,13898.0,52646,13387,2436,658,5940
08-07-2020,1289.0,13557.0,14347.0,15413.0,4946.0,40656,8149,1019,443,3160
09-07-2020,1092.0,20813.0,7197.0,4764.0,4128.0,14088,997,1307,187,2527
10-07-2020,4652.0,11207.0,2398.0,2711.0,9534.0,25719,4325,427,52,2329
11-07-2020,669.0,4721.0,10470.0,17734.0,6601.0,53721,13475,2820,790,7550
12-07-2020,1459.0,10072.0,16720.0,16261.0,3985.0,49076,9125,520,201,3579
13-07-2020,2464.0,16019.0,9923.0,8397.0,3949.0,20313,2941,308,113,2029
14-07-2020,2236.0,4665.0,8086.0,3511.0,3756.0,20232,2111,176,54,413
15-07-2020,1997.0,5904.0,5279.0,1628.0,1524.0,6931,1318,172,28,160
16-07-2020,1983.0,5106.0,2747.0,3372.0,1554.0,4126,2560,595,126,1523
17-07-2020,5966.0,21070.0,13166.0,2855.0,7768.0,5953,1831,279,80,1082
18-07-2020,3217.0,19760.0,18537.0,2337.0,18542.0,16178,1119,173,25,805
19-07-2020,6960.0,25396.0,14792.0,3494.0,12480.0,8315,2621,70,44,516
20-07-2020,5199.0,12791.0,10574.0,7390.0,4464.0,35898,5723,217,115,1147
21-07-2020,1914.0,25704.0,10366.0,9316.0,2543.0,45041,9174,1393,327,6063
22-07-2020,,,,,,36184,5493,3246,371,6792
23-07-2020,,,,,,19814,2317,2732,426,4793
24-07-2020,,,,,,34705,11927,2370,443,3282
25-07-2020,,,,,,15345,2846,1097,89,1995
26-07-2020,,,,,,36039,6395,699,112,1160
27-07-2020,,,,,,27675,3937,826,90,719
28-07-2020,,,,,,41866,14129,201,103,825
29-07-2020,,,,,,53798,18826,1618,615,5133
30-07-2020,,,,,,60611,14443,2141,972,8845
31-07-2020,,,,,,12919,3026,896,446,5056
01-08-2020,,,,,,24018,5339,833,116,1667
02-08-2020,,,,,,17808,2735,608,71,511
03-08-2020,,,,,,17708,2960,1072,82,520
04-08-2020,,,,,,15139,2581,116,12,778
05-08-2020,4903.0,17291.0,22900.0,8224.0,12514.0,34256,6080,538,143,1244
06-08-2020,3213.0,6515.0,14585.0,5505.0,8534.0,14253,3648,746,204,823
07-08-2020,2853.0,10748.0,10383.0,3866.0,5369.0,6765,3625,37,40,1021
08-08-2020,2868.0,20476.0,9231.0,2196.0,10523.0,5785,1095,70,45,1134
09-08-2020,16531.0,29560.0,6705.0,1765.0,16818.0,4872,1541,403,46,664
10-08-2020,5498.0,5652.0,12703.0,3473.0,18655.0,8267,4499,1160,169,1446
11-08-2020,2156.0,8413.0,4659.0,4610.0,6258.0,11381,8401,1001,172,2516
12-08-2020,2522.0,8356.0,6250.0,2460.0,2634.0,15936,7404,191,57,1064
13-08-2020,2490.0,4866.0,5860.0,1699.0,3882.0,6895,5348,777,136,331
14-08-2020,5986.0,9900.0,5877.0,1477.0,16738.0,3954,2139,108,4,178
15-08-2020,14508.0,23811.0,4923.0,1175.0,16571.0,3405,1504,555,22,224
16-08-2020,17406.0,23760.0,3621.0,1782.0,22620.0,6109,4049,935,61,275
17-08-2020,9512.0,7250.0,3304.0,2197.0,11169.0,14591,6306,490,58,1166
18-08-2020,3247.0,4922.0,3416.0,2632.0,3252.0,6134,1375,11,121,2736
19-08-2020,6098.0,5941.0,4322.0,1162.0,9290.0,1885,735,173,149,2081
20-08-2020,2450.0,11710.0,5050.0,3578.0,14457.0,14077,3785,393,67,566
21-08-2020,10940.0,26076.0,18338.0,5987.0,14640.0,44726,4522,534,38,544
22-08-2020,20793.0,42873.0,34657.0,11269.0,35345.0,47141,8664,2986,307,3465
23-08-2020,10757.0,24219.0,36170.0,14911.0,30049.0,35538,13323,1882,368,2362
24-08-2020,8296.0,19361.0,18152.0,10489.0,13956.0,16528,3049,2350,477,4045
25-08-2020,7595.0,19100.0,12189.0,4972.0,12775.0,16840,3805,918,118,1846
26-08-2020,3489.0,14393.0,9950.0,7126.0,9472.0,23010,11232,454,126,2218
27-08-2020,6358.0,13191.0,6371.0,3869.0,7404.0,15910,8901,713,230,1449
28-08-2020,1658.0,2451.0,7529.0,5680.0,1877.0,17511,3229,342,24,653
29-08-2020,3845.0,6351.0,17221.0,4357.0,3218.0,10360,1295,760,413,4131
30-08-2020,3496.0,11767.0,5564.0,1954.0,3827.0,8703,1061,1209,342,1156
31-08-2020,5955.0,25927.0,16988.0,5780.0,8915.0,6389,3462,627,129,1501
01-09-2020,4111.0,9204.0,7874.0,6176.0,4615.0,5757,2939,1544,173,1379
02-09-2020,12146.0,23135.0,8903.0,8278.0,12856.0,5535,2820,1716,290,3906
03-09-2020,9478.0,15426.0,5874.0,5461.0,16435.0,25934,6446,967,143,2567
04-09-2020,5477.0,12008.0,27846.0,13076.0,23036.0,43994,9782,2270,414,3445
05-09-2020,7379.0,18532.0,34517.0,12620.0,28407.0,38002,10195,2127,215,2529
06-09-2020,6014.0,12163.0,21495.0,11560.0,19779.0,37758,8521,1371,195,2346
07-09-2020,5066.0,21843.0,17516.0,12219.0,8798.0,34008,6161,780,155,3113
08-09-2020,13387.0,27650.0,44053.0,22666.0,25009.0,41692,14826,2479,682,8065
09-09-2020,10495.0,19594.0,36796.0,21703.0,13160.0,57113,14813,2436,820,6771
10-09-2020,13622.0,55129.0,26135.0,18085.0,22731.0,39398,9220,4991,808,7737
11-09-2020,12695.0,24921.0,25387.0,8522.0,21848.0,32764,3844,1665,239,1915
12-09-2020,6348.0,28689.0,45979.0,18642.0,28493.0,45675,11807,4029,761,4765
13-09-2020,13061.0,47033.0,43085.0,20898.0,26945.0,49330,13201,4338,1054,7560
14-09-2020,20171.0,31036.0,30408.0,10748.0,28981.0,22611,2724,1467,504,5542
15-09-2020,6160.0,11504.0,9406.0,2199.0,8161.0,1198,449,253,90,1050
16-09-2020,15440.0,50780.0,34117.0,9646.0,30150.0,31559,5907,1997,365,3363
17-09-2020,13612.0,37088.0,26574.0,9889.0,35860.0,11566,5438,4627,1003,7972
18-09-2020,26519.0,52599.0,22376.0,7841.0,34441.0,14365,697,2847,426,5342
19-09-2020,20126.0,41366.0,6904.0,1721.0,34132.0,3192,462,2495,123,1775
20-09-2020,21285.0,38030.0,14462.0,1574.0,28494.0,1332,525,1729,102,983
21-09-2020,28352.0,58601.0,36145.0,4655.0,38741.0,6894,441,2501,380,1375
22-09-2020,21892.0,31055.0,27598.0,4690.0,28778.0,6363,447,2191,475,2938
23-09-2020,11869.0,36937.0,21403.0,4415.0,25908.0,21453,2290,1493,223,3773
24-09-2020,5248.0,18416.0,22626.0,9201.0,6547.0,48173,10633,2139,216,3035
25-09-2020,2232.0,7142.0,2195.0,979.0,358.0,26979,6038,1475,211,3552
26-09-2020,12992.0,44534.0,37640.0,9367.0,14717.0,32728,7087,2177,360,7787
27-09-2020,10080.0,20747.0,37726.0,17753.0,14894.0,53108,5705,2100,351,7519
28-09-2020,1801.0,4755.0,17871.0,7459.0,14219.0,18894,2773,1040,164,1029
29-09-2020,2282.0,5940.0,5322.0,2238.0,6476.0,11487,1622,77,93,1677
30-09-2020,2813.0,8128.0,6920.0,2864.0,6962.0,15409,2078,364,161,2739
01-10-2020,1320.0,10861.0,23049.0,10815.0,7439.0,50394,5363,1322,270,3602
02-10-2020,2727.0,20392.0,37209.0,19784.0,19480.0,52390,9074,1931,384,5467
03-10-2020,3271.0,24955.0,44157.0,27207.0,27019.0,72853,16928,2129,663,8480
04-10-2020,7737.0,47676.0,48994.0,13533.0,33523.0,37923,6552,3778,845,8947
05-10-2020,10570.0,28294.0,16842.0,7279.0,26760.0,34327,4563,1804,262,3633
06-10-2020,12562.0,26537.0,21085.0,9583.0,30449.0,19710,7812,2795,747,7316
07-10-2020,17362.0,40598.0,14941.0,7482.0,26633.0,12875,7891,1561,289,2460
08-10-2020,10634.0,11939.0,20331.0,11262.0,14521.0,20337,10799,1623,406,2533
09-10-2020,5049.0,14179.0,34365.0,12776.0,23756.0,32186,6759,2485,383,4570
10-10-2020,7265.0,9694.0,12417.0,6874.0,19806.0,20393,9639,1447,185,1972
11-10-2020,2571.0,17033.0,12998.0,5057.0,9790.0,10824,6165,393,77,348
12-10-2020,2461.0,15203.0,10372.0,1974.0,6039.0,9025,1007,983,153,869
13-10-2020,5607.0,16057.0,11815.0,4168.0,9980.0,8228,1873,416,143,2238
14-10-2020,9795.0,21534.0,31388.0,26507.0,8915.0,37490,17927,2773,1021,9341
15-10-2020,11823.0,37545.0,21925.0,15820.0,15756.0,27494,11596,2045,513,1382
16-10-2020,11045.0,26888.0,13384.0,6525.0,14242.0,10332,2570,644,78,1265
17-10-2020,18778.0,47832.0,17812.0,5345.0,22408.0,22895,3769,1675,103,659
18-10-2020,29835.0,60749.0,38908.0,13600.0,14170.0,32016,11908,2706,539,5234
19-10-2020,22420.0,43751.0,22544.0,7613.0,24292.0,16396,5943,3818,936,7169
20-10-2020,4199.0,14031.0,20009.0,11266.0,5592.0,41438,11560,910,237,2583
21-10-2020,7215.0,25688.0,16637.0,9940.0,21749.0,28509,9869,1739,289,3251
22-10-2020,7398.0,7056.0,23495.0,25682.0,10857.0,62968,17877,3128,1036,8547
23-10-2020,16306.0,28308.0,18729.0,16178.0,13610.0,33458,10692,3028,798,6930
24-10-2020,14773.0,9016.0,14082.0,11108.0,17530.0,31780,11000,735,320,3386
25-10-2020,10154.0,47833.0,38327.0,18201.0,19328.0,50523,15509,1354,281,4243
26-10-2020,8790.0,23260.0,13138.0,5910.0,31070.0,31198,5678,2863,363,5396
27-10-2020,6800.0,22941.0,25871.0,14328.0,29163.0,51411,15546,2783,282,3580
28-10-2020,8498.0,37148.0,37146.0,18319.0,29749.0,45991,14344,3389,463,4278
29-10-2020,9294.0,29692.0,15883.0,7056.0,31937.0,13972,11767,997,167,1675
30-10-2020,6476.0,12443.0,5609.0,4145.0,5995.0,21867,5901,41,63,2591
31-10-2020,9485.0,15934.0,16019.0,7101.0,14882.0,21748,5006,270,23,765
01-11-2020,20617.0,59430.0,39516.0,17207.0,36436.0,45421,12554,1949,470,4354
02-11-2020,29588.0,64697.0,56230.0,29080.0,44696.0,60685,19831,5209,744,5808
03-11-2020,23316.0,36527.0,40818.0,20870.0,28269.0,44829,15343,3935,775,3853
04-11-2020,24295.0,55716.0,33931.0,22120.0,35001.0,48749,16862,2485,663,5431
05-11-2020,30190.0,71657.0,50835.0,27125.0,44380.0,58036,17264,4553,992,9639
06-11-2020,24407.0,59658.0,28405.0,12138.0,41864.0,24883,7858,3266,194,3752
07-11-2020,,,,,39089.0,8455,1969,2362,454,3919
08-11-2020,,,,,24206.0,5914,1315,1367,171,1963
09-11-2020,23371.0,30179.0,3398.0,1980.0,32270.0,13119,3569,1609,119,412
10-11-2020,3967.0,5372.0,5493.0,4128.0,7404.0,11820,3495,275,0,51
11-11-2020,1623.0,7747.0,7379.0,2156.0,12023.0,9391,2220,511,52,695
12-11-2020,7060.0,22493.0,7138.0,4750.0,16458.0,27367,5290,747,100,1874
13-11-2020,11639.0,31967.0,9254.0,3157.0,23519.0,21232,4258,1164,188,2324
14-11-2020,18821.0,33110.0,16288.0,4086.0,32369.0,20162,3635,1266,128,854
15-11-2020,22388.0,48188.0,28418.0,12062.0,42611.0,38026,14426,1723,310,3384
16-11-2020,25031.0,60007.0,36704.0,16943.0,41716.0,32043,18609,3768,548,6060
17-11-2020,23346.0,47755.0,43116.0,18000.0,45906.0,34965,17624,4003,485,4232
18-11-2020,21102.0,39936.0,54437.0,25405.0,36294.0,50445,19769,4864,1161,9089
19-11-2020,21605.0,57901.0,55269.0,30760.0,32028.0,47951,23589,5558,1204,10179
20-11-2020,25385.0,57494.0,33727.0,13070.0,29487.0,24322,9549,3529,734,6065
21-11-2020,20269.0,58508.0,54353.0,26147.0,36047.0,45138,22419,3269,742,6357
22-11-2020,20864.0,70914.0,59049.0,28498.0,37379.0,43187,19846,3743,1104,9839
23-11-2020,17027.0,63502.0,44647.0,24915.0,21009.0,37049,17049,3743,1062,8908
24-11-2020,6739.0,13444.0,34975.0,19876.0,8990.0,44834,17813,1773,637,7813
25-11-2020,11698.0,37610.0,44640.0,10910.0,21929.0,32592,6463,1083,443,4138
26-11-2020,22848.0,43432.0,18359.0,10160.0,30506.0,22356,7106,1447,520,4034
27-11-2020,5910.0,13157.0,6876.0,2832.0,8522.0,2099,1193,2196,339,3938
28-11-2020,9576.0,10338.0,2609.0,3498.0,6280.0,5109,1184,1208,200,2691
