Date,SE1,SE2,SE3,SE4,FI,DK1,DK2,EE,LV,LT
22-02-2018,1996.0,864.0,1145.0,2456.0,6283.0,5641,1539,201,32,1370
23-02-2018,1248.0,2977.0,5423.0,5110.0,8092.0,2763,1349,1178,424,1574
24-02-2018,1110.0,6227.0,5378.0,9272.0,12374.0,17595,8375,1366,274,4798
25-02-2018,4544.0,6603.0,16259.0,12704.0,24461.0,25906,7931,1180,200,1889
26-02-2018,5783.0,19555.0,23303.0,16379.0,23330.0,36529,9958,1921,122,1137
27-02-2018,2168.0,24385.0,39215.0,26676.0,15869.0,69394,13841,3131,502,5628
28-02-2018,3626.0,3473.0,29520.0,24646.0,10795.0,72888,13394,2270,511,6638
01-03-2018,2582.0,4558.0,23084.0,21416.0,5572.0,69019,10722,1557,499,3130
02-03-2018,312.0,2220.0,19821.0,13150.0,1403.0,58527,9059,1719,153,2645
03-03-2018,653.0,701.0,6074.0,3678.0,3648.0,34190,7002,339,110,2957
04-03-2018,1316.0,1681.0,1988.0,5011.0,5691.0,46383,11754,445,48,1814
05-03-2018,996.0,5074.0,15180.0,16082.0,7155.0,52351,9432,481,138,2691
06-03-2018,1542.0,10335.0,9894.0,5080.0,14776.0,13302,3720,1243,113,2954
07-03-2018,1817.0,8114.0,11571.0,13521.0,16123.0,15518,3459,1138,302,4219
08-03-2018,766.0,5682.0,9979.0,2822.0,11391.0,4711,3251,1210,170,1556
09-03-2018,2035.0,5979.0,2657.0,5127.0,14270.0,4713,5560,1122,199,2221
10-03-2018,899.0,1354.0,789.0,2803.0,11758.0,33142,8350,350,41,606
11-03-2018,1346.0,1939.0,12394.0,15506.0,6851.0,40389,5861,471,157,3478
12-03-2018,1059.0,6596.0,9339.0,4258.0,7251.0,8645,1429,1715,332,6783
13-03-2018,5513.0,10791.0,10674.0,5085.0,12690.0,14936,3175,1962,356,7310
14-03-2018,6592.0,12912.0,6816.0,3090.0,27163.0,6513,3078,2661,499,2735
15-03-2018,3977.0,5734.0,18070.0,18308.0,20297.0,63863,19539,2201,285,2244
16-03-2018,2399.0,5891.0,26407.0,28217.0,21237.0,76745,23673,2307,578,6270
17-03-2018,7931.0,26337.0,16896.0,24333.0,16764.0,65722,22497,1090,252,6430
18-03-2018,9886.0,43480.0,17189.0,6516.0,31089.0,34128,16253,3330,338,1521
19-03-2018,9046.0,35578.0,28933.0,9954.0,21134.0,27524,3322,2832,860,4012
20-03-2018,4107.0,15145.0,17877.0,10422.0,16723.0,28991,9010,1400,397,3435
21-03-2018,6291.0,31529.0,20151.0,10245.0,27678.0,40110,7832,1794,299,3510
22-03-2018,5057.0,22426.0,8724.0,4726.0,19351.0,16931,7276,3465,447,4173
23-03-2018,2009.0,12640.0,6614.0,2444.0,8154.0,18295,1650,1221,36,536
24-03-2018,1732.0,21697.0,22385.0,6160.0,17099.0,13567,2475,2896,354,1453
25-03-2018,4035.0,18498.0,16121.0,4097.0,14274.0,2877,970,2551,544,2564
26-03-2018,6920.0,12896.0,11878.0,4734.0,15450.0,9337,1726,1932,182,2365
27-03-2018,5381.0,1402.0,332.0,305.0,10288.0,18465,1631,424,188,2162
28-03-2018,2601.0,5704.0,6032.0,19674.0,8225.0,74878,18813,617,37,1668
29-03-2018,5498.0,8056.0,18990.0,29299.0,16686.0,49423,13427,441,512,7968
30-03-2018,2307.0,2268.0,7705.0,7315.0,5368.0,17430,3905,1180,170,2413
31-03-2018,2144.0,1362.0,3730.0,9997.0,5127.0,35247,14456,293,65,2477
01-04-2018,496.0,1178.0,9697.0,16011.0,3763.0,22131,8159,2148,719,8232
02-04-2018,2217.0,7193.0,11339.0,8135.0,16811.0,8127,3997,3206,592,7188
03-04-2018,6493.0,7564.0,10125.0,8104.0,24311.0,40857,6846,1937,110,2522
04-04-2018,3685.0,20912.0,19125.0,8650.0,18142.0,22858,8861,2311,219,2721
05-04-2018,865.0,3266.0,14289.0,15026.0,8543.0,47055,13221,1775,192,2827
06-04-2018,7915.0,27179.0,32452.0,24735.0,17691.0,38134,10979,3340,1041,9339
07-04-2018,6334.0,18346.0,16074.0,13614.0,27053.0,38896,11899,2027,173,2564
08-04-2018,3459.0,4924.0,5934.0,9477.0,7350.0,6158,5011,1529,392,4354
09-04-2018,7593.0,15558.0,9227.0,4585.0,16065.0,9506,2390,1581,157,3426
10-04-2018,2739.0,5633.0,25114.0,25206.0,12684.0,60204,16055,1946,531,4183
11-04-2018,1685.0,8565.0,18767.0,27066.0,11839.0,65136,18794,1365,595,9305
12-04-2018,445.0,1627.0,25506.0,28477.0,2460.0,71062,19348,932,556,7208
13-04-2018,4561.0,12265.0,31903.0,30522.0,5314.0,59207,18897,1396,660,8170
14-04-2018,3933.0,16571.0,15439.0,10677.0,15843.0,15851,4891,1165,242,4146
15-04-2018,,,,,4393.0,1812,3119,338,129,1867
16-04-2018,,,,,1800.0,4096,639,551,115,1938
17-04-2018,875.0,2186.0,7382.0,4232.0,3808.0,14116,1473,823,133,2683
18-04-2018,2031.0,15239.0,22833.0,11698.0,2562.0,21811,4361,1680,190,3319
19-04-2018,3678.0,18716.0,8645.0,3540.0,7187.0,10603,1081,2496,282,5033
20-04-2018,3241.0,14328.0,25306.0,11727.0,8606.0,26589,9405,1960,295,2790
21-04-2018,1055.0,34658.0,25704.0,17895.0,11051.0,26084,4541,3788,412,6705
22-04-2018,726.0,13526.0,8703.0,3793.0,4574.0,11425,2492,1473,145,2608
23-04-2018,5219.0,25188.0,26270.0,17458.0,11259.0,50987,12744,739,160,2393
24-04-2018,3682.0,10214.0,27142.0,22459.0,27036.0,56981,15549,1637,463,4836
25-04-2018,3175.0,20328.0,17270.0,11086.0,10469.0,27973,7979,1140,407,5503
26-04-2018,1677.0,12113.0,17156.0,12464.0,5706.0,38053,10953,661,326,5639
27-04-2018,456.0,1886.0,13672.0,12573.0,2126.0,24136,7266,1044,318,4432
28-04-2018,1024.0,1685.0,3619.0,2607.0,3377.0,6542,1602,553,104,2373
29-04-2018,582.0,2624.0,1918.0,2640.0,4130.0,4511,2565,210,81,1502
30-04-2018,581.0,3580.0,24118.0,19786.0,3047.0,42989,12723,990,377,3460
01-05-2018,3302.0,15031.0,18145.0,16712.0,18685.0,21123,15663,1532,273,1716
02-05-2018,2851.0,4971.0,12041.0,8861.0,16877.0,40896,7266,1513,346,2460
03-05-2018,2199.0,15617.0,18214.0,10999.0,9743.0,37453,6435,942,268,4105
04-05-2018,2071.0,8765.0,13340.0,5393.0,20389.0,6705,584,1198,83,2130
05-05-2018,2822.0,11360.0,12385.0,4106.0,8409.0,6495,272,264,35,2149
06-05-2018,7337.0,20192.0,16919.0,3398.0,19996.0,6192,868,428,34,1129
07-05-2018,7177.0,26275.0,12544.0,2233.0,20190.0,16457,2316,694,59,773
08-05-2018,3702.0,14798.0,6706.0,4103.0,9203.0,28736,6794,725,98,1838
09-05-2018,9391.0,31495.0,17240.0,12235.0,21111.0,40502,8531,1787,373,4504
10-05-2018,7483.0,27029.0,18740.0,10678.0,16262.0,30140,5995,1651,357,4169
11-05-2018,6138.0,14962.0,6591.0,2528.0,10369.0,11577,2752,1198,332,3719
12-05-2018,2152.0,9449.0,2352.0,934.0,2604.0,5459,894,677,187,1890
13-05-2018,851.0,2898.0,6880.0,7312.0,2007.0,23457,9411,739,212,3390
14-05-2018,1318.0,4382.0,5766.0,6549.0,3738.0,17351,6507,696,141,1919
15-05-2018,751.0,3812.0,2465.0,3125.0,3785.0,4058,3298,606,141,1305
16-05-2018,3598.0,19016.0,4301.0,3866.0,4028.0,25994,3378,462,95,1236
17-05-2018,5047.0,18172.0,18463.0,5070.0,19358.0,26180,5622,463,136,2176
18-05-2018,3679.0,16454.0,12410.0,6071.0,14035.0,16090,1799,1105,439,1883
19-05-2018,4141.0,5446.0,4686.0,2335.0,8236.0,2817,1118,1816,247,3515
20-05-2018,4664.0,11378.0,12318.0,2174.0,13143.0,6240,2387,337,88,2005
21-05-2018,4653.0,8531.0,7491.0,4705.0,16008.0,19210,8545,144,106,2554
22-05-2018,4380.0,12354.0,3077.0,3527.0,10521.0,11625,2495,597,121,1732
23-05-2018,3042.0,9238.0,6158.0,2431.0,17816.0,3623,657,822,54,1267
24-05-2018,1036.0,6919.0,5486.0,4998.0,5924.0,18622,8037,1166,193,2476
25-05-2018,4560.0,9368.0,6208.0,5899.0,13940.0,19319,7718,793,221,3947
26-05-2018,5983.0,11080.0,4567.0,5369.0,13359.0,7804,2878,375,171,2323
27-05-2018,2437.0,4088.0,13940.0,12512.0,11027.0,22331,6934,895,197,674
28-05-2018,3442.0,11252.0,11554.0,10114.0,13715.0,19620,8537,706,196,2113
29-05-2018,8553.0,25306.0,5591.0,6679.0,27591.0,19515,8853,998,81,1164
30-05-2018,4917.0,7663.0,8695.0,9831.0,22615.0,32928,10914,1352,131,1210
31-05-2018,3592.0,15554.0,11011.0,12616.0,6016.0,26848,12967,1256,199,2459
01-06-2018,4222.0,16715.0,5724.0,3786.0,16855.0,11827,6732,487,177,2365
02-06-2018,3851.0,17023.0,3698.0,2297.0,7896.0,2944,1031,900,31,1473
03-06-2018,5444.0,22740.0,9905.0,5540.0,13672.0,13409,3753,1745,48,1378
04-06-2018,11310.0,44733.0,18431.0,9472.0,39217.0,29001,7464,3060,362,4527
05-06-2018,8353.0,36843.0,19680.0,7443.0,33051.0,13637,2300,4692,660,4565
06-06-2018,3388.0,15942.0,5909.0,6147.0,15309.0,9778,4075,1888,213,2592
07-06-2018,3892.0,26731.0,18831.0,6156.0,17423.0,7069,3640,1584,264,1537
08-06-2018,1783.0,7444.0,5312.0,3281.0,5207.0,1568,2186,450,187,2407
09-06-2018,1308.0,4267.0,3390.0,3170.0,2880.0,2432,1746,267,33,1522
10-06-2018,1179.0,5812.0,6033.0,3383.0,2099.0,7522,1808,190,103,1739
11-06-2018,4323.0,15081.0,8710.0,13011.0,9321.0,57682,12345,812,180,2516
12-06-2018,1341.0,15092.0,7444.0,5093.0,14917.0,29002,6936,847,126,3417
13-06-2018,672.0,4953.0,3744.0,2955.0,1960.0,44158,7812,585,61,463
14-06-2018,7074.0,28859.0,23657.0,9036.0,7357.0,56217,7612,369,72,675
15-06-2018,7866.0,32987.0,28100.0,5670.0,28674.0,17132,2342,1059,160,765
16-06-2018,3930.0,8456.0,6733.0,3637.0,12192.0,8325,2948,106,21,940
17-06-2018,1727.0,9479.0,12293.0,9942.0,3946.0,33302,5044,347,35,340
18-06-2018,3048.0,9824.0,27206.0,11630.0,25243.0,36725,5929,862,281,1691
19-06-2018,4023.0,25439.0,43830.0,23276.0,24503.0,48239,11651,3753,902,6384
20-06-2018,6965.0,29068.0,21110.0,18044.0,28707.0,50283,10584,3290,817,6382
21-06-2018,1134.0,12759.0,16328.0,19914.0,9353.0,61434,13154,813,569,4440
22-06-2018,4205.0,40500.0,29808.0,16174.0,24777.0,60607,15432,4503,789,6820
23-06-2018,2377.0,35115.0,10215.0,7070.0,17095.0,63004,15210,1272,90,1750
24-06-2018,1192.0,12313.0,4269.0,2840.0,5159.0,26712,3626,1241,188,1765
25-06-2018,1322.0,19042.0,4279.0,3010.0,5223.0,21807,4036,656,58,301
26-06-2018,6242.0,16648.0,3916.0,2398.0,11827.0,5044,1752,39,77,587
27-06-2018,6145.0,12796.0,6027.0,1657.0,15530.0,1721,1413,207,79,1928
28-06-2018,1850.0,17070.0,21455.0,4434.0,9135.0,7867,945,517,54,2401
29-06-2018,7247.0,35881.0,20819.0,9589.0,33147.0,28189,4609,2889,744,4083
30-06-2018,3059.0,9953.0,10020.0,4099.0,25285.0,13103,1509,2553,622,4898
01-07-2018,876.0,2801.0,8845.0,7193.0,12031.0,11245,1981,4061,596,5933
02-07-2018,1407.0,3244.0,8394.0,7750.0,12836.0,9985,4283,3260,322,2599
03-07-2018,2159.0,17463.0,6638.0,5094.0,4955.0,13442,2183,308,130,2160
04-07-2018,5274.0,17318.0,9673.0,5008.0,5783.0,7768,1545,173,47,1764
05-07-2018,2432.0,2705.0,3643.0,4396.0,19766.0,21659,5465,1048,83,775
06-07-2018,721.0,12617.0,3992.0,4217.0,12729.0,60055,14726,2320,138,2518
07-07-2018,5691.0,30013.0,9457.0,3667.0,16780.0,51303,13906,2185,197,2394
08-07-2018,1747.0,7196.0,6228.0,3024.0,11713.0,25259,5145,1081,342,3774
09-07-2018,909.0,7483.0,12403.0,5006.0,5219.0,57306,12766,348,59,947
10-07-2018,697.0,2603.0,10430.0,4251.0,4345.0,23246,2749,592,103,426
11-07-2018,806.0,3689.0,4094.0,5942.0,2650.0,11094,4214,342,121,1290
12-07-2018,1197.0,2196.0,3147.0,4959.0,2144.0,5037,1826,421,150,1719
13-07-2018,954.0,1384.0,1995.0,3017.0,1526.0,22952,6399,308,35,575
14-07-2018,610.0,2849.0,4574.0,4935.0,1966.0,26590,4945,314,121,1238
15-07-2018,1746.0,3165.0,3365.0,3269.0,4076.0,10625,1713,394,242,2302
16-07-2018,1085.0,5561.0,2994.0,2818.0,2929.0,4154,1057,770,311,2510
17-07-2018,944.0,5352.0,7798.0,4072.0,4401.0,3613,330,2119,379,4361
18-07-2018,2169.0,7941.0,5692.0,4309.0,10802.0,16352,6656,2044,351,3086
19-07-2018,2508.0,3783.0,3218.0,6848.0,11364.0,20691,5271,1474,148,1675
20-07-2018,1109.0,2612.0,4200.0,4959.0,7246.0,18597,3145,668,102,1624
21-07-2018,757.0,2415.0,12496.0,6837.0,6928.0,9801,542,262,128,1291
22-07-2018,384.0,4677.0,13789.0,5493.0,8767.0,13234,1125,315,37,956
23-07-2018,1711.0,5908.0,7966.0,4217.0,8227.0,16341,2615,134,41,2221
24-07-2018,2256.0,7261.0,5707.0,2686.0,2380.0,3660,300,238,74,1467
25-07-2018,4151.0,11349.0,5760.0,1938.0,5086.0,5657,423,462,86,1245
26-07-2018,1505.0,7402.0,4930.0,2950.0,7899.0,7216,1374,213,119,1562
27-07-2018,1569.0,8218.0,8359.0,7635.0,10212.0,20960,7302,958,217,2831
28-07-2018,2529.0,17142.0,18963.0,8965.0,14205.0,36174,8128,2215,278,2472
29-07-2018,3273.0,21551.0,5504.0,1711.0,18334.0,11039,2325,1191,155,1614
30-07-2018,3221.0,6632.0,1769.0,1403.0,12984.0,9889,3917,962,36,698
31-07-2018,2036.0,5712.0,5271.0,3680.0,7960.0,19904,6519,393,75,1524
01-08-2018,2850.0,9420.0,4412.0,1467.0,5233.0,2489,1775,313,119,1052
02-08-2018,1249.0,3912.0,8602.0,3133.0,8515.0,2072,634,125,87,371
03-08-2018,2290.0,12532.0,10644.0,3699.0,6736.0,5125,474,1004,105,1513
04-08-2018,2275.0,7408.0,10001.0,8240.0,5282.0,28703,4329,1092,228,1904
05-08-2018,1985.0,12988.0,18674.0,19359.0,6030.0,54537,13112,907,160,4173
06-08-2018,4678.0,25861.0,9811.0,9969.0,17033.0,18996,2661,1975,258,4665
07-08-2018,1117.0,3767.0,3427.0,4784.0,5232.0,6707,4059,694,51,1620
08-08-2018,3964.0,16901.0,17820.0,13299.0,14672.0,27613,6896,434,101,1462
09-08-2018,6615.0,15109.0,10509.0,4519.0,30053.0,12986,4356,2161,386,4916
10-08-2018,3741.0,21243.0,34340.0,22315.0,14151.0,64140,16166,2755,603,5930
11-08-2018,9089.0,33296.0,13617.0,12290.0,34698.0,35118,14052,996,180,1096
12-08-2018,5661.0,22881.0,15461.0,19232.0,12055.0,21229,6242,2078,932,8023
13-08-2018,5101.0,20806.0,4881.0,3020.0,16664.0,14518,2969,1811,193,1099
14-08-2018,465.0,3937.0,5477.0,5598.0,5160.0,9298,5501,295,69,1758
15-08-2018,1791.0,10390.0,3737.0,4109.0,3863.0,14561,3686,209,120,3064
16-08-2018,7299.0,30103.0,19758.0,7685.0,11810.0,42886,4191,66,10,352
17-08-2018,8374.0,34145.0,21615.0,5885.0,34465.0,18764,1494,913,73,708
18-08-2018,5484.0,25709.0,30150.0,9561.0,27475.0,51989,5783,985,165,1345
19-08-2018,10191.0,31074.0,21253.0,9771.0,33838.0,28011,5111,2439,551,2933
20-08-2018,5903.0,19215.0,9288.0,14331.0,15162.0,41452,12188,1163,359,4535
21-08-2018,5562.0,27307.0,6481.0,4183.0,22063.0,10360,2986,3716,295,3519
22-08-2018,3332.0,22505.0,25545.0,8412.0,17799.0,36829,4082,1885,245,889
23-08-2018,2533.0,11700.0,14311.0,9139.0,16184.0,18606,2204,3120,410,2839
24-08-2018,2554.0,10977.0,14936.0,11071.0,20582.0,26558,10330,2001,221,2360
25-08-2018,4337.0,9792.0,15177.0,7040.0,27772.0,15121,7970,742,116,861
26-08-2018,2125.0,2214.0,8300.0,8923.0,10421.0,26176,7722,1141,226,1618
27-08-2018,930.0,6670.0,14438.0,13980.0,7773.0,48532,14017,629,93,1010
28-08-2018,1360.0,8083.0,2114.0,5551.0,4681.0,17750,4058,503,172,1425
29-08-2018,5564.0,17583.0,2832.0,2009.0,9475.0,8566,3631,575,15,93
30-08-2018,6783.0,15033.0,4020.0,3554.0,12301.0,22181,3279,162,33,538
31-08-2018,2299.0,9508.0,19003.0,8108.0,5099.0,18932,5090,289,216,2679
01-09-2018,1452.0,2661.0,5299.0,3747.0,2879.0,3017,1609,519,297,1212
02-09-2018,3518.0,7033.0,4685.0,1257.0,2545.0,2165,2359,289,65,415
03-09-2018,5333.0,11067.0,5673.0,3547.0,14509.0,8618,8924,267,118,2051
04-09-2018,2222.0,8838.0,1597.0,1345.0,8085.0,2479,2077,814,118,1484
05-09-2018,2034.0,3111.0,1995.0,684.0,5244.0,1148,550,161,103,879
06-09-2018,437.0,1805.0,5263.0,3982.0,1806.0,22152,6475,366,96,1244
07-09-2018,486.0,2963.0,16701.0,8630.0,5334.0,29577,7072,511,149,2158
08-09-2018,2347.0,18065.0,15230.0,10205.0,12365.0,46884,12705,624,87,1101
09-09-2018,2997.0,16506.0,16136.0,8147.0,12126.0,37255,5138,346,17,379
10-09-2018,4700.0,29890.0,22160.0,8917.0,15372.0,36506,5237,323,32,170
11-09-2018,5833.0,16494.0,26008.0,18087.0,20912.0,48387,13040,2156,417,3178
12-09-2018,1154.0,21931.0,42221.0,23044.0,16544.0,56559,9911,5244,1145,7270
13-09-2018,4317.0,23681.0,28065.0,12137.0,24006.0,28747,1984,3589,476,2820
14-09-2018,2570.0,14317.0,28164.0,13008.0,21154.0,41546,4622,1920,375,944
15-09-2018,5719.0,25182.0,24388.0,14033.0,23270.0,24163,9189,2388,346,2676
16-09-2018,7548.0,21783.0,21556.0,10911.0,25113.0,40553,5028,2016,370,3393
17-09-2018,1904.0,13908.0,28061.0,13930.0,12968.0,20713,4584,3534,759,5774
18-09-2018,2584.0,12257.0,27581.0,12599.0,16252.0,44731,7833,1660,316,2049
19-09-2018,1738.0,17336.0,36376.0,13677.0,15834.0,55924,7002,2694,427,2968
20-09-2018,,,,,34689.0,38152,8693,3386,515,2006
21-09-2018,,,,,34821.0,68825,19274,3105,677,6582
22-09-2018,,,,,40219.0,65011,20014,4149,1046,8427
23-09-2018,,,,,32303.0,55370,11222,2319,869,6250
24-09-2018,,,,,25215.0,57895,18552,1552,427,4033
25-09-2018,,,,,28355.0,30360,8270,3747,698,5365
26-09-2018,,,,,35379.0,72498,21708,4860,1048,9958
27-09-2018,,,,,31215.0,63968,17151,4393,983,9804
28-09-2018,,,,,10270.0,59651,15963,1384,750,7310
29-09-2018,,,,,21896.0,42320,8193,1783,434,3193
30-09-2018,,,,,26470.0,38752,10884,4383,1041,8258
01-10-2018,,,,,8714.0,32970,6256,1482,125,1689
02-10-2018,,,,,4729.0,58535,18616,853,350,4585
03-10-2018,,,,,9400.0,47071,19464,1627,538,7852
04-10-2018,,,,,8531.0,28497,7271,1949,344,4171
05-10-2018,,,,,35475.0,28812,9144,3306,822,6272
06-10-2018,,,,,26667.0,12679,1495,1652,563,4946
07-10-2018,,,,,4987.0,16091,5950,913,179,2826
08-10-2018,,,,,29787.0,56893,10766,2931,477,2276
09-10-2018,,,,,30577.0,49853,7929,4244,939,4990
10-10-2018,,,,,22203.0,15171,3559,2536,358,2513
11-10-2018,,,,,13477.0,40083,11778,336,140,2896
12-10-2018,,,,,18652.0,36620,6828,1642,327,4362
13-10-2018,,,,,27915.0,47059,9689,2044,280,2522
14-10-2018,,,,,37093.0,39506,11434,2480,381,4709
15-10-2018,,,,,24756.0,10694,3784,2938,396,4527
16-10-2018,,,,,7697.0,3304,870,1538,214,2691
17-10-2018,,,,,18925.0,10992,520,1128,127,1061
18-10-2018,,,,,17377.0,20456,4576,1596,161,917
19-10-2018,,,,,20420.0,7621,882,1301,33,472
20-10-2018,,,,,5550.0,19819,4341,253,26,104
21-10-2018,,,,,31121.0,39153,5462,2346,288,1306
22-10-2018,,,,,27673.0,57968,14863,3987,780,6075
23-10-2018,,,,,7654.0,78588,23033,2635,901,9058
24-10-2018,,,,,5888.0,49291,15236,2559,974,9760
25-10-2018,,,,,7803.0,66137,21548,295,64,1935
26-10-2018,,,,,6472.0,28938,12161,453,151,1711
27-10-2018,,,,,13980.0,47742,14432,3385,600,9001
28-10-2018,,,,,11188.0,35419,8541,3059,317,3736
29-10-2018,,,,,11594.0,64104,20411,3267,791,9390
30-10-2018,,,,,27982.0,59893,16754,4866,1075,11064
31-10-2018,,,,,29809.0,38567,14058,4385,697,4727
01-11-2018,,,,,23165.0,31766,4920,1374,239,5043
02-11-2018,,,,,19509.0,37014,12408,2407,448,3754
03-11-2018,,,,,21567.0,29636,3092,2270,417,2023
04-11-2018,,,,,23892.0,28346,4644,1113,87,1665
05-11-2018,,,,,27613.0,10996,3449,1027,137,3247
06-11-2018,,,,,11919.0,12283,3066,889,229,4006
07-11-2018,,,,,2601.0,17650,2737,745,124,3370
08-11-2018,,,,,3544.0,8844,1154,184,14,632
09-11-2018,,,,,5303.0,13918,3007,151,4,176
10-11-2018,,,,,22738.0,48343,11518,881,51,1423
11-11-2018,,,,,22526.0,40223,12482,3342,534,6605
12-11-2018,,,,,29864.0,17427,3442,4261,428,6343
13-11-2018,,,,,19516.0,30311,9424,2779,477,4984
14-11-2018,,,,,4238.0,24474,5664,242,16,999
15-11-2018,,,,,29052.0,22014,4524,1294,96,269
16-11-2018,,,,,32896.0,25443,10349,3231,266,1050
17-11-2018,,,,,36380.0,12711,3260,3116,190,918
18-11-2018,,,,,19665.0,20725,8042,3964,528,4582
19-11-2018,,,,,17391.0,48658,17597,779,226,5151
20-11-2018,,,,,24285.0,60806,19398,446,47,1888
21-11-2018,,,,,19746.0,59407,18586,350,49,997
22-11-2018,,,,,12439.0,19651,5165,1448,34,79
23-11-2018,,,,,27616.0,7427,1190,1737,224,586
24-11-2018,,,,,27375.0,11587,569,1050,38,220
25-11-2018,,,,,17684.0,26699,5560,297,15,242
26-11-2018,,,,,21811.0,7464,3832,1046,85,556
27-11-2018,,,,,11619.0,7998,1359,1282,43,818
28-11-2018,,,,,28924.0,56078,15862,1088,94,1091
29-11-2018,,,,,40220.0,67585,22418,4676,916,8304
30-11-2018,,,,,41207.0,62207,14562,5872,1194,10712
01-12-2018,,,,,40877.0,30001,10309,3310,513,4429
02-12-2018,,,,,23564.0,34965,12117,1490,183,2162
03-12-2018,,,,,27942.0,52083,13536,1794,329,4037
04-12-2018,,,,,20250.0,69586,20163,3109,630,5387
05-12-2018,,,,,15554.0,17371,7571,3543,591,5990
06-12-2018,,,,,19938.0,26981,10696,1931,312,3473
07-12-2018,,,,,17355.0,41943,15443,3304,457,5156
08-12-2018,,,,,19443.0,63338,22681,3854,820,8464
