Date,SE1,SE2,SE3,SE4,DK1,DK2,EE,LV,LT
13-12-2017,3560.0,15977.0,33017.0,27261.0,57117,18347,4112,842,6426
14-12-2017,3537.0,6401.0,10624.0,16126.0,29166,15961,4040,936,7387
15-12-2017,1570.0,4040.0,9778.0,10748.0,10678,7655,2989,639,4961
16-12-2017,506.0,4817.0,9589.0,3127.0,19906,5326,1184,111,714
17-12-2017,4583.0,19684.0,14189.0,2473.0,19741,4123,259,12,1387
18-12-2017,1336.0,23594.0,19272.0,7821.0,27929,5623,1488,69,107
19-12-2017,5274.0,21030.0,10266.0,957.0,5338,3422,229,51,1014
20-12-2017,6772.0,22854.0,26709.0,9670.0,24194,4595,2135,181,1218
21-12-2017,9130.0,36608.0,21546.0,14871.0,34789,9421,1806,390,2654
22-12-2017,9112.0,34483.0,28715.0,16847.0,44263,10770,1333,287,2707
23-12-2017,7969.0,39166.0,40043.0,31078.0,71943,20308,3649,664,6722
24-12-2017,5883.0,32042.0,19094.0,22311.0,60203,17596,4224,559,5681
25-12-2017,3551.0,15213.0,29803.0,24390.0,69934,17075,2060,542,4774
26-12-2017,472.0,11194.0,35310.0,26440.0,70255,17850,2639,979,6200
27-12-2017,1076.0,15064.0,27809.0,16183.0,25144,15040,2886,629,4094
28-12-2017,609.0,5657.0,9968.0,4627.0,21606,12686,2138,367,5871
29-12-2017,2491.0,4968.0,12896.0,13690.0,32319,16577,2238,191,2628
30-12-2017,1540.0,5818.0,13434.0,14335.0,20023,16012,1628,330,4715
31-12-2017,,,,,34390,13191,1367,216,4351
