Date,Hour,MAE d,MAE s
2017-06-11,1,15.79,32.78
2017-06-11,2,15.58,32.18
2017-06-11,3,15.39,32.57
2017-06-11,4,15.81,32.51
2017-06-11,5,16.9,33.11
2017-06-11,6,15.48,32.55
2017-06-11,7,15.2,32.68
2017-06-11,8,15.67,33.21
2017-06-11,9,15.77,34.16
2017-06-11,10,15.22,34.87
2017-06-11,11,16.43,39.15
2017-06-11,12,15.45,40.17
2017-06-11,13,15.41,41.82
2017-06-11,14,15.48,41.98
2017-06-11,15,15.72,40.91
2017-06-11,16,14.66,36.24
2017-06-11,17,17.02,35.75
2017-06-11,18,16.72,36.78
2017-06-11,19,16.53,36.29
2017-06-11,20,16.86,36.82
2017-06-11,21,17.99,37.96
2017-06-11,22,16.89,40.79
2017-06-11,23,16.12,39.67
2017-06-12,0,15.28,39.97
2017-06-12,1,16.12,40.23
2017-06-12,2,14.83,39.83
2017-06-12,3,14.02,39.98
2017-06-12,4,14.26,39.48
2017-06-12,5,15.8,37.01
2017-06-12,6,14.73,35.72
2017-06-12,7,14.95,36.99
2017-06-12,8,17.77,36.76
2017-06-12,9,17.03,41.88
2017-06-12,10,14.53,42.32
2017-06-12,11,15.08,40.94
2017-06-12,12,14.97,41.33
2017-06-12,13,14.44,41.08
2017-06-12,14,14.97,41.79
2017-06-12,15,14.2,43.09
2017-06-12,16,14.7,42.55
2017-06-12,17,16.21,42.55
2017-06-12,18,15.25,45.92
2017-06-12,19,14.48,46.32
2017-06-12,20,14.47,46.56
2017-06-12,21,13.44,45.21
2017-06-12,22,13.7,46.47
2017-06-12,23,13.76,46.85
2017-06-13,0,12.14,31.52
2017-06-13,1,12.73,31.55
2017-06-13,2,12.18,30.88
2017-06-13,3,11.44,31.0
2017-06-13,4,11.81,31.22
2017-06-13,5,11.87,29.8
2017-06-13,6,12.46,32.37
2017-06-13,7,13.52,32.61
2017-06-13,8,14.36,32.98
2017-06-13,9,14.03,33.51
2017-06-13,10,13.53,34.07
2017-06-13,11,13.3,34.33
2017-06-13,12,13.07,35.06
2017-06-13,13,13.04,34.59
2017-06-13,14,13.48,34.48
2017-06-13,15,13.86,35.71
2017-06-13,16,13.81,35.21
2017-06-13,17,15.91,33.3
2017-06-13,18,16.9,38.71
2017-06-13,19,15.37,39.13
2017-06-13,20,15.9,39.37
2017-06-13,21,15.68,37.73
2017-06-13,22,15.57,39.08
2017-06-13,23,14.41,38.45
2017-06-14,0,14.38,31.16
2017-06-14,1,14.29,32.66
2017-06-14,2,13.25,31.3
2017-06-14,3,13.56,30.66
2017-06-14,4,13.46,30.75
2017-06-14,5,14.59,28.45
2017-06-14,6,15.0,28.42
2017-06-14,7,17.51,29.72
2017-06-14,8,17.98,31.63
2017-06-14,9,17.8,32.65
2017-06-14,10,17.57,33.55
2017-06-14,11,16.28,33.26
2017-06-14,12,15.84,31.38
2017-06-14,13,15.99,31.56
2017-06-14,14,16.45,30.65
2017-06-14,15,16.38,30.93
2017-06-14,16,17.48,30.76
2017-06-14,17,19.96,31.29
2017-06-14,18,21.0,33.81
2017-06-14,19,19.39,33.72
2017-06-14,20,19.93,31.94
2017-06-14,21,18.87,31.03
2017-06-14,22,18.69,30.63
2017-06-14,23,16.61,29.19
2017-06-15,0,14.58,25.64
2017-06-15,1,15.46,25.65
2017-06-15,2,13.87,25.66
2017-06-15,3,13.83,25.19
2017-06-15,4,14.13,25.25
2017-06-15,5,14.75,25.79
2017-06-15,6,16.49,24.74
2017-06-15,7,20.77,28.67
2017-06-15,8,19.78,29.2
2017-06-15,9,19.34,28.94
2017-06-15,10,21.25,29.27
2017-06-15,11,19.31,27.69
2017-06-15,12,19.31,29.5
2017-06-15,13,16.34,28.6
2017-06-15,14,16.29,28.79
2017-06-15,15,17.19,29.3
2017-06-15,16,16.51,29.57
2017-06-15,17,18.78,29.68
2017-06-15,18,19.78,31.6
2017-06-15,19,17.49,30.66
2017-06-15,20,17.17,31.03
2017-06-15,21,16.62,28.92
2017-06-15,22,16.41,28.4
2017-06-15,23,15.88,26.54
2017-06-16,0,17.03,28.65
2017-06-16,1,17.69,28.89
2017-06-16,2,16.97,28.64
2017-06-16,3,16.25,28.1
2017-06-16,4,16.19,28.0
2017-06-16,5,17.05,28.38
2017-06-16,6,18.87,29.6
2017-06-16,7,20.61,30.38
2017-06-16,8,19.91,30.77
2017-06-16,9,19.55,33.27
2017-06-16,10,18.1,35.66
2017-06-16,11,18.0,35.77
2017-06-16,12,18.16,33.63
2017-06-16,13,17.78,32.16
2017-06-16,14,17.36,31.91
2017-06-16,15,17.29,31.2
2017-06-16,16,17.24,30.19
2017-06-16,17,19.12,31.82
2017-06-16,18,19.85,31.24
2017-06-16,19,17.88,31.15
2017-06-16,20,17.51,32.74
2017-06-16,21,17.55,33.37
2017-06-16,22,17.42,33.75
2017-06-16,23,16.27,33.09
2017-06-17,0,12.05,28.65
2017-06-17,1,11.69,28.83
2017-06-17,2,12.73,27.64
2017-06-17,3,12.79,27.28
2017-06-17,4,12.8,26.84
2017-06-17,5,12.16,28.04
2017-06-17,6,11.89,26.19
2017-06-17,7,13.26,28.12
2017-06-17,8,13.68,29.47
2017-06-17,9,13.94,29.89
2017-06-17,10,13.08,29.34
2017-06-17,11,12.28,28.87
2017-06-17,12,12.12,28.73
2017-06-17,13,12.0,28.67
2017-06-17,14,12.0,28.07
2017-06-17,15,12.17,28.08
2017-06-17,16,12.33,28.09
2017-06-17,17,14.91,25.34
2017-06-17,18,15.7,25.31
2017-06-17,19,14.78,26.55
2017-06-17,20,14.95,27.47
2017-06-17,21,15.45,26.33
2017-06-17,22,14.81,27.54
2017-06-17,23,14.06,27.55
2017-06-18,0,13.71,30.14
2017-06-18,1,13.67,31.0
2017-06-18,2,13.96,29.47
2017-06-18,3,14.19,29.33
2017-06-18,4,13.44,29.78
2017-06-18,5,13.03,29.92
2017-06-18,6,13.11,29.77
2017-06-18,7,13.95,32.41
2017-06-18,8,14.11,31.55
2017-06-18,9,13.66,31.39
2017-06-18,10,13.6,31.7
2017-06-18,11,12.27,31.43
2017-06-18,12,11.51,33.17
2017-06-18,13,11.29,32.36
2017-06-18,14,11.47,33.28
2017-06-18,15,11.67,32.83
2017-06-18,16,12.17,30.71
2017-06-18,17,14.18,29.88
2017-06-18,18,15.61,30.15
2017-06-18,19,15.09,28.15
2017-06-18,20,15.48,27.63
2017-06-18,21,15.38,27.15
2017-06-18,22,14.45,29.94
2017-06-18,23,12.96,30.85
2017-06-19,0,15.64,33.36
2017-06-19,1,15.22,33.09
2017-06-19,2,14.3,32.92
2017-06-19,3,14.19,33.07
2017-06-19,4,14.87,32.24
2017-06-19,5,16.6,30.29
2017-06-19,6,16.83,32.69
2017-06-19,7,20.36,34.72
2017-06-19,8,18.69,35.99
2017-06-19,9,18.08,35.27
2017-06-19,10,18.99,36.41
2017-06-19,11,16.92,34.85
2017-06-19,12,16.3,35.04
2017-06-19,13,16.3,34.84
2017-06-19,14,16.36,34.77
2017-06-19,15,16.7,33.66
2017-06-19,16,16.79,33.69
2017-06-19,17,19.93,33.82
2017-06-19,18,22.09,31.99
2017-06-19,19,21.7,31.51
2017-06-19,20,20.88,30.5
2017-06-19,21,20.03,29.16
2017-06-19,22,19.25,29.49
2017-06-19,23,18.35,29.11
2017-06-20,0,14.39,35.92
2017-06-20,1,12.96,37.05
2017-06-20,2,11.7,36.47
2017-06-20,3,11.38,37.41
2017-06-20,4,11.52,37.27
2017-06-20,5,12.93,42.11
2017-06-20,6,15.34,39.7
2017-06-20,7,19.25,39.27
2017-06-20,8,18.39,43.78
2017-06-20,9,18.78,44.65
2017-06-20,10,16.69,43.52
2017-06-20,11,16.79,46.38
2017-06-20,12,15.67,47.77
2017-06-20,13,15.53,47.5
2017-06-20,14,15.49,47.13
2017-06-20,15,15.81,47.46
2017-06-20,16,15.63,47.33
2017-06-20,17,18.33,46.87
2017-06-20,18,17.78,46.95
2017-06-20,19,16.06,48.16
2017-06-20,20,16.12,47.67
2017-06-20,21,15.99,45.89
2017-06-20,22,15.3,43.76
2017-06-20,23,14.43,45.44
2017-06-21,0,13.41,34.68
2017-06-21,1,13.01,34.53
2017-06-21,2,12.46,33.03
2017-06-21,3,13.18,33.62
2017-06-21,4,13.64,32.41
2017-06-21,5,15.38,29.94
2017-06-21,6,16.08,30.29
2017-06-21,7,18.1,33.44
2017-06-21,8,18.12,32.23
2017-06-21,9,17.66,32.26
2017-06-21,10,17.68,32.24
2017-06-21,11,15.88,31.78
2017-06-21,12,15.64,33.29
2017-06-21,13,15.06,33.18
2017-06-21,14,15.21,32.63
2017-06-21,15,15.3,32.33
2017-06-21,16,15.79,32.14
2017-06-21,17,18.15,32.38
2017-06-21,18,19.79,34.2
2017-06-21,19,19.69,35.59
2017-06-21,20,20.05,34.36
2017-06-21,21,19.97,37.14
2017-06-21,22,18.29,36.14
2017-06-21,23,17.54,33.54
2017-06-22,0,17.77,33.16
2017-06-22,1,17.73,34.52
2017-06-22,2,18.18,34.47
2017-06-22,3,18.25,33.18
2017-06-22,4,17.67,31.85
2017-06-22,5,18.86,29.51
2017-06-22,6,21.02,31.75
2017-06-22,7,27.58,35.83
2017-06-22,8,27.0,35.4
2017-06-22,9,25.62,35.44
2017-06-22,10,24.95,35.8
2017-06-22,11,20.56,35.19
2017-06-22,12,20.04,32.97
2017-06-22,13,19.49,32.92
2017-06-22,14,19.49,33.49
2017-06-22,15,19.86,32.13
2017-06-22,16,19.29,32.2
2017-06-22,17,21.63,30.96
2017-06-22,18,24.59,30.33
2017-06-22,19,23.15,30.1
2017-06-22,20,21.82,31.29
2017-06-22,21,21.2,33.56
2017-06-22,22,19.07,34.0
2017-06-22,23,17.5,34.14
2017-06-23,0,18.27,32.23
2017-06-23,1,16.75,32.92
2017-06-23,2,16.08,33.17
2017-06-23,3,16.33,33.39
2017-06-23,4,16.34,30.98
2017-06-23,5,17.09,32.71
2017-06-23,6,17.53,34.19
2017-06-23,7,20.44,35.87
2017-06-23,8,20.69,37.76
2017-06-23,9,20.8,40.38
2017-06-23,10,19.55,39.61
2017-06-23,11,18.54,39.73
2017-06-23,12,18.18,38.81
2017-06-23,13,18.94,38.22
2017-06-23,14,18.45,38.07
2017-06-23,15,18.25,39.64
2017-06-23,16,18.17,38.93
2017-06-23,17,20.26,39.9
2017-06-23,18,22.24,40.42
2017-06-23,19,20.89,40.15
2017-06-23,20,21.03,40.44
2017-06-23,21,21.05,40.25
2017-06-23,22,20.42,39.35
2017-06-23,23,20.08,39.34
2017-06-24,0,17.53,37.73
2017-06-24,1,17.05,37.36
2017-06-24,2,16.99,37.44
2017-06-24,3,16.81,37.04
2017-06-24,4,16.69,37.04
2017-06-24,5,16.25,37.37
2017-06-24,6,17.27,39.11
2017-06-24,7,20.02,37.43
2017-06-24,8,20.6,38.85
2017-06-24,9,21.45,39.56
2017-06-24,10,20.1,38.85
2017-06-24,11,17.0,39.53
2017-06-24,12,16.59,40.05
2017-06-24,13,15.14,39.75
2017-06-24,14,15.0,39.76
2017-06-24,15,14.82,39.6
2017-06-24,16,15.19,39.41
2017-06-24,17,17.76,39.84
2017-06-24,18,19.46,41.58
2017-06-24,19,17.82,42.38
2017-06-24,20,18.22,41.29
2017-06-24,21,19.51,37.73
2017-06-24,22,19.19,38.57
2017-06-24,23,19.04,37.55
2017-06-25,0,11.99,31.87
2017-06-25,1,11.26,32.97
2017-06-25,2,10.83,33.43
2017-06-25,3,10.73,34.06
2017-06-25,4,10.7,33.27
2017-06-25,5,10.82,33.37
2017-06-25,6,11.06,33.8
2017-06-25,7,12.6,36.2
2017-06-25,8,13.3,37.35
2017-06-25,9,13.74,37.42
2017-06-25,10,12.38,37.32
2017-06-25,11,12.39,37.18
2017-06-25,12,12.21,37.9
2017-06-25,13,11.68,36.88
2017-06-25,14,11.7,35.41
2017-06-25,15,11.39,35.42
2017-06-25,16,11.47,35.11
2017-06-25,17,13.88,37.01
2017-06-25,18,14.53,37.52
2017-06-25,19,13.45,39.11
2017-06-25,20,13.41,38.15
2017-06-25,21,13.2,38.85
2017-06-25,22,13.5,39.97
2017-06-25,23,12.57,39.54
2017-06-26,0,11.12,30.67
2017-06-26,1,11.12,31.54
2017-06-26,2,10.7,31.24
2017-06-26,3,11.05,31.46
2017-06-26,4,10.78,31.37
2017-06-26,5,11.34,32.16
2017-06-26,6,11.92,34.55
2017-06-26,7,13.53,36.9
2017-06-26,8,14.16,37.21
2017-06-26,9,13.68,38.21
2017-06-26,10,12.15,37.71
2017-06-26,11,12.37,37.78
2017-06-26,12,12.6,38.76
2017-06-26,13,12.38,39.11
2017-06-26,14,12.53,38.52
2017-06-26,15,11.62,38.26
2017-06-26,16,12.57,36.84
2017-06-26,17,13.85,40.83
2017-06-26,18,14.52,40.88
2017-06-26,19,11.03,41.07
2017-06-26,20,12.02,40.19
2017-06-26,21,11.94,39.61
2017-06-26,22,11.64,39.54
2017-06-26,23,10.9,38.25
2017-06-27,0,11.77,42.83
2017-06-27,1,11.45,44.44
2017-06-27,2,11.49,43.71
2017-06-27,3,11.36,44.33
2017-06-27,4,11.42,43.8
2017-06-27,5,13.92,41.02
2017-06-27,6,14.04,41.06
2017-06-27,7,16.39,41.67
2017-06-27,8,17.42,41.55
2017-06-27,9,17.47,41.73
2017-06-27,10,17.86,41.32
2017-06-27,11,17.64,41.48
2017-06-27,12,18.74,40.36
2017-06-27,13,18.86,40.49
2017-06-27,14,18.8,39.88
2017-06-27,15,18.16,39.98
2017-06-27,16,18.54,39.36
2017-06-27,17,20.25,40.73
2017-06-27,18,21.25,42.25
2017-06-27,19,20.65,42.86
2017-06-27,20,19.8,41.7
2017-06-27,21,19.2,40.83
2017-06-27,22,20.01,41.4
2017-06-27,23,18.28,40.82
2017-06-28,0,17.97,36.84
2017-06-28,1,17.38,36.94
2017-06-28,2,15.82,39.01
2017-06-28,3,15.1,39.32
2017-06-28,4,14.65,37.31
2017-06-28,5,14.38,36.62
2017-06-28,6,16.41,38.19
2017-06-28,7,17.48,32.9
2017-06-28,8,17.72,32.93
2017-06-28,9,16.19,33.21
2017-06-28,10,16.18,32.72
2017-06-28,11,15.07,32.71
2017-06-28,12,14.65,32.32
2017-06-28,13,13.13,32.3
2017-06-28,14,13.08,33.55
2017-06-28,15,12.92,32.44
2017-06-28,16,13.4,32.14
2017-06-28,17,13.35,34.08
2017-06-28,18,13.42,34.03
2017-06-28,19,13.34,33.54
2017-06-28,20,13.29,35.01
2017-06-28,21,12.7,35.3
2017-06-28,22,13.53,35.1
2017-06-28,23,12.82,34.82
2017-06-29,0,18.96,35.91
2017-06-29,1,17.6,35.94
2017-06-29,2,17.45,36.51
2017-06-29,3,18.14,36.72
2017-06-29,4,17.87,36.21
2017-06-29,5,19.91,35.33
2017-06-29,6,21.07,37.85
2017-06-29,7,20.86,37.67
2017-06-29,8,21.5,38.47
2017-06-29,9,20.21,39.16
2017-06-29,10,16.48,39.23
2017-06-29,11,16.22,39.69
2017-06-29,12,15.99,39.83
2017-06-29,13,15.48,40.59
2017-06-29,14,14.93,40.51
2017-06-29,15,14.68,41.18
2017-06-29,16,15.16,40.91
2017-06-29,17,18.32,41.74
2017-06-29,18,19.25,41.88
2017-06-29,19,18.01,41.6
2017-06-29,20,19.13,40.85
2017-06-29,21,19.96,40.78
2017-06-29,22,18.34,40.61
2017-06-29,23,17.64,42.78
2017-06-30,0,17.57,45.66
2017-06-30,1,17.33,42.79
2017-06-30,2,16.42,42.77
2017-06-30,3,17.02,43.36
2017-06-30,4,17.71,41.93
2017-06-30,5,21.07,43.14
2017-06-30,6,19.08,38.37
2017-06-30,7,21.51,39.14
2017-06-30,8,23.34,39.64
2017-06-30,9,22.56,39.83
2017-06-30,10,20.74,39.43
2017-06-30,11,19.8,39.38
2017-06-30,12,19.44,40.2
2017-06-30,13,19.05,39.2
2017-06-30,14,20.11,39.99
2017-06-30,15,20.27,38.02
2017-06-30,16,20.29,37.73
2017-06-30,17,21.8,37.87
2017-06-30,18,21.83,40.2
2017-06-30,19,20.65,41.07
2017-06-30,20,19.04,40.38
2017-06-30,21,17.73,40.67
2017-06-30,22,18.4,39.54
2017-06-30,23,15.97,39.11
2017-07-01,0,17.64,40.29
2017-07-01,1,15.6,39.55
2017-07-01,2,14.36,38.99
2017-07-01,3,15.42,39.15
2017-07-01,4,15.54,38.91
2017-07-01,5,15.54,39.34
2017-07-01,6,17.29,37.5
2017-07-01,7,20.0,36.45
2017-07-01,8,21.19,39.17
2017-07-01,9,22.45,39.08
2017-07-01,10,19.58,39.14
2017-07-01,11,19.11,37.09
2017-07-01,12,17.69,36.6
2017-07-01,13,16.98,36.93
2017-07-01,14,15.91,37.13
2017-07-01,15,16.02,37.93
2017-07-01,16,15.68,38.74
2017-07-01,17,17.37,40.64
2017-07-01,18,18.12,43.59
2017-07-01,19,17.36,41.62
2017-07-01,20,17.56,43.93
2017-07-01,21,18.41,42.05
2017-07-01,22,17.92,40.37
2017-07-01,23,19.24,38.74
2017-07-02,0,19.29,35.11
2017-07-02,1,18.82,34.42
2017-07-02,2,18.61,35.47
2017-07-02,3,18.37,35.71
2017-07-02,4,18.41,34.51
2017-07-02,5,18.26,35.3
2017-07-02,6,18.32,36.28
2017-07-02,7,19.74,36.19
2017-07-02,8,19.87,36.95
2017-07-02,9,20.33,36.25
2017-07-02,10,18.25,33.11
2017-07-02,11,19.76,33.24
2017-07-02,12,19.65,33.82
2017-07-02,13,19.54,34.4
2017-07-02,14,19.55,33.97
2017-07-02,15,19.0,34.09
2017-07-02,16,17.69,34.44
2017-07-02,17,19.17,35.99
2017-07-02,18,20.89,36.09
2017-07-02,19,18.92,35.64
2017-07-02,20,19.01,34.81
2017-07-02,21,19.53,35.26
2017-07-02,22,20.8,35.21
2017-07-02,23,20.04,35.08
2017-07-03,0,20.06,38.94
2017-07-03,1,19.93,39.06
2017-07-03,2,19.07,38.71
2017-07-03,3,19.78,38.56
2017-07-03,4,19.96,38.69
2017-07-03,5,20.15,40.28
2017-07-03,6,21.34,40.42
2017-07-03,7,20.03,40.12
2017-07-03,8,21.95,38.69
2017-07-03,9,21.29,38.95
2017-07-03,10,19.47,38.75
2017-07-03,11,19.42,40.63
2017-07-03,12,19.79,39.95
2017-07-03,13,19.66,39.57
2017-07-03,14,19.87,40.15
2017-07-03,15,20.11,39.86
2017-07-03,16,19.98,41.37
2017-07-03,17,21.63,40.83
2017-07-03,18,22.58,42.16
2017-07-03,19,21.52,41.86
2017-07-03,20,22.07,42.21
2017-07-03,21,21.87,42.32
2017-07-03,22,20.54,41.4
2017-07-03,23,18.83,41.42
2017-07-04,0,19.4,31.53
2017-07-04,1,18.73,31.46
2017-07-04,2,17.92,31.99
2017-07-04,3,16.68,32.02
2017-07-04,4,17.63,34.28
2017-07-04,5,19.19,33.25
2017-07-04,6,19.65,32.88
2017-07-04,7,24.48,33.68
2017-07-04,8,26.05,33.02
2017-07-04,9,24.89,34.3
2017-07-04,10,22.53,34.05
2017-07-04,11,23.96,34.24
2017-07-04,12,22.43,34.04
2017-07-04,13,22.22,35.38
2017-07-04,14,22.13,35.8
2017-07-04,15,21.52,36.32
2017-07-04,16,21.32,36.51
2017-07-04,17,20.56,37.9
2017-07-04,18,22.78,37.63
2017-07-04,19,23.31,38.06
2017-07-04,20,24.44,36.76
2017-07-04,21,25.49,35.31
2017-07-04,22,24.3,35.2
2017-07-04,23,24.32,31.96
2017-07-05,0,18.44,33.77
2017-07-05,1,18.02,34.69
2017-07-05,2,15.74,36.29
2017-07-05,3,14.61,36.67
2017-07-05,4,15.58,36.4
2017-07-05,5,17.2,33.33
2017-07-05,6,17.25,41.01
2017-07-05,7,18.61,42.29
2017-07-05,8,19.24,41.43
2017-07-05,9,18.44,42.4
2017-07-05,10,18.38,40.88
2017-07-05,11,17.79,40.78
2017-07-05,12,17.95,39.8
2017-07-05,13,18.33,39.56
2017-07-05,14,18.06,39.83
2017-07-05,15,18.22,39.75
2017-07-05,16,18.49,38.71
2017-07-05,17,19.03,41.93
2017-07-05,18,18.85,41.77
2017-07-05,19,18.94,43.42
2017-07-05,20,18.77,43.7
2017-07-05,21,19.35,43.01
2017-07-05,22,18.95,40.89
2017-07-05,23,17.94,39.41
2017-07-06,0,17.27,35.74
2017-07-06,1,17.16,35.72
2017-07-06,2,16.58,36.29
2017-07-06,3,16.6,37.04
2017-07-06,4,17.62,36.24
2017-07-06,5,18.93,35.73
2017-07-06,6,21.12,39.5
2017-07-06,7,29.27,44.22
2017-07-06,8,27.73,44.08
2017-07-06,9,22.54,43.33
2017-07-06,10,19.99,42.23
2017-07-06,11,18.61,41.5
2017-07-06,12,18.71,39.22
2017-07-06,13,18.89,39.29
2017-07-06,14,18.93,39.7
2017-07-06,15,18.94,40.85
2017-07-06,16,18.68,41.45
2017-07-06,17,24.79,41.39
2017-07-06,18,26.51,43.82
2017-07-06,19,25.79,43.66
2017-07-06,20,25.39,44.77
2017-07-06,21,26.06,43.96
2017-07-06,22,25.85,39.06
2017-07-06,23,23.73,38.47
2017-07-07,0,25.98,36.48
2017-07-07,1,23.82,36.02
2017-07-07,2,23.72,37.44
2017-07-07,3,23.88,37.79
2017-07-07,4,23.52,37.72
2017-07-07,5,22.8,40.44
2017-07-07,6,22.19,44.39
2017-07-07,7,25.83,43.3
2017-07-07,8,25.61,42.09
2017-07-07,9,25.29,41.08
2017-07-07,10,22.62,39.74
2017-07-07,11,21.75,39.98
2017-07-07,12,20.67,39.81
2017-07-07,13,20.95,39.89
2017-07-07,14,18.92,40.13
2017-07-07,15,20.25,39.42
2017-07-07,16,18.88,38.9
2017-07-07,17,23.79,40.72
2017-07-07,18,25.11,41.22
2017-07-07,19,24.77,42.76
2017-07-07,20,22.51,43.99
2017-07-07,21,24.28,43.12
2017-07-07,22,23.93,41.36
2017-07-07,23,22.85,42.75
2017-07-08,0,17.4,36.8
2017-07-08,1,18.33,36.19
2017-07-08,2,17.84,34.62
2017-07-08,3,17.63,34.74
2017-07-08,4,17.24,34.6
2017-07-08,5,16.92,34.15
2017-07-08,6,16.72,33.77
2017-07-08,7,16.56,33.97
2017-07-08,8,16.7,34.71
2017-07-08,9,17.98,34.87
2017-07-08,10,17.15,33.59
2017-07-08,11,17.68,36.22
2017-07-08,12,17.77,36.73
2017-07-08,13,18.18,36.66
2017-07-08,14,16.01,36.92
2017-07-08,15,17.3,36.55
2017-07-08,16,16.22,36.79
2017-07-08,17,17.53,36.5
2017-07-08,18,18.11,37.98
2017-07-08,19,16.62,38.04
2017-07-08,20,17.09,38.0
2017-07-08,21,16.92,38.46
2017-07-08,22,16.69,37.53
2017-07-08,23,16.57,37.07
2017-07-09,0,16.58,39.35
2017-07-09,1,16.26,38.94
2017-07-09,2,15.36,39.32
2017-07-09,3,16.83,39.04
2017-07-09,4,16.23,38.46
2017-07-09,5,17.47,38.69
2017-07-09,6,18.18,36.85
2017-07-09,7,19.43,37.15
2017-07-09,8,20.28,36.72
2017-07-09,9,20.7,37.3
2017-07-09,10,17.33,37.6
2017-07-09,11,17.84,37.13
2017-07-09,12,17.79,36.77
2017-07-09,13,17.76,36.78
2017-07-09,14,18.96,35.59
2017-07-09,15,19.17,35.37
2017-07-09,16,18.14,38.41
2017-07-09,17,18.18,35.66
2017-07-09,18,18.7,38.97
2017-07-09,19,18.0,40.29
2017-07-09,20,18.6,41.0
2017-07-09,21,19.43,41.49
2017-07-09,22,19.79,42.49
2017-07-09,23,20.4,40.99
2017-07-10,0,22.62,26.03
2017-07-10,1,21.6,26.82
2017-07-10,2,20.76,27.47
2017-07-10,3,20.72,25.58
2017-07-10,4,20.72,25.94
2017-07-10,5,21.29,26.15
2017-07-10,6,22.6,24.61
2017-07-10,7,26.13,24.95
2017-07-10,8,26.77,28.13
2017-07-10,9,25.8,28.91
2017-07-10,10,24.0,28.69
2017-07-10,11,23.94,27.86
2017-07-10,12,23.7,27.96
2017-07-10,13,23.56,28.23
2017-07-10,14,22.94,28.78
2017-07-10,15,22.88,28.22
2017-07-10,16,23.23,27.71
2017-07-10,17,26.29,26.78
2017-07-10,18,26.71,26.03
2017-07-10,19,25.94,26.74
2017-07-10,20,26.0,27.06
2017-07-10,21,26.49,27.67
2017-07-10,22,26.17,28.35
2017-07-10,23,25.84,26.79
2017-07-11,0,22.67,30.67
2017-07-11,1,22.19,31.73
2017-07-11,2,21.48,30.96
2017-07-11,3,21.62,30.7
2017-07-11,4,20.27,30.71
2017-07-11,5,21.12,27.69
2017-07-11,6,22.85,27.54
2017-07-11,7,22.57,27.37
2017-07-11,8,21.76,30.11
2017-07-11,9,21.02,32.1
2017-07-11,10,20.16,31.81
2017-07-11,11,19.86,32.68
2017-07-11,12,19.2,31.01
2017-07-11,13,19.25,30.83
2017-07-11,14,20.01,30.8
2017-07-11,15,20.97,29.49
2017-07-11,16,21.78,27.47
2017-07-11,17,23.22,29.0
2017-07-11,18,22.33,27.92
2017-07-11,19,21.96,27.01
2017-07-11,20,22.67,27.14
2017-07-11,21,23.04,26.84
2017-07-11,22,22.23,26.07
2017-07-11,23,19.79,27.71
2017-07-12,0,19.79,32.3
2017-07-12,1,17.71,32.36
2017-07-12,2,17.5,32.74
2017-07-12,3,17.26,32.61
2017-07-12,4,17.29,32.57
2017-07-12,5,19.42,29.11
2017-07-12,6,16.89,28.91
2017-07-12,7,20.5,30.93
2017-07-12,8,23.01,31.92
2017-07-12,9,23.24,30.11
2017-07-12,10,21.76,30.59
2017-07-12,11,23.73,31.41
2017-07-12,12,21.73,31.12
2017-07-12,13,21.0,32.07
2017-07-12,14,22.93,33.53
2017-07-12,15,21.16,34.24
2017-07-12,16,21.04,34.55
2017-07-12,17,22.85,34.02
2017-07-12,18,23.97,33.42
2017-07-12,19,21.71,31.41
2017-07-12,20,20.7,31.45
2017-07-12,21,20.91,30.52
2017-07-12,22,19.81,31.07
2017-07-12,23,19.36,30.87
2017-07-13,0,16.51,32.07
2017-07-13,1,16.21,33.15
2017-07-13,2,16.0,34.04
2017-07-13,3,15.89,34.2
2017-07-13,4,16.57,34.46
2017-07-13,5,17.3,31.15
2017-07-13,6,18.08,29.75
2017-07-13,7,22.87,32.65
2017-07-13,8,22.58,33.03
2017-07-13,9,22.2,34.02
2017-07-13,10,20.16,34.5
2017-07-13,11,19.61,34.21
2017-07-13,12,20.25,32.76
2017-07-13,13,19.56,32.7
2017-07-13,14,19.2,31.94
2017-07-13,15,18.6,31.99
2017-07-13,16,19.36,32.12
2017-07-13,17,19.79,32.25
2017-07-13,18,20.92,34.02
2017-07-13,19,22.73,34.61
2017-07-13,20,19.37,33.89
2017-07-13,21,19.43,31.13
2017-07-13,22,20.19,29.84
2017-07-13,23,20.19,30.11
2017-07-14,0,22.99,35.61
2017-07-14,1,22.87,37.54
2017-07-14,2,21.29,37.69
2017-07-14,3,21.52,37.53
2017-07-14,4,21.85,37.99
2017-07-14,5,18.14,36.2
2017-07-14,6,17.12,34.7
2017-07-14,7,18.67,35.1
2017-07-14,8,19.88,34.76
2017-07-14,9,20.03,34.7
2017-07-14,10,18.86,33.75
2017-07-14,11,19.26,33.53
2017-07-14,12,20.47,33.64
2017-07-14,13,21.19,32.79
2017-07-14,14,20.96,33.13
2017-07-14,15,18.42,33.8
2017-07-14,16,17.97,33.49
2017-07-14,17,19.68,33.66
2017-07-14,18,21.15,36.48
2017-07-14,19,23.56,36.53
2017-07-14,20,23.26,35.68
2017-07-14,21,23.46,35.4
2017-07-14,22,23.64,34.28
2017-07-14,23,21.98,35.92
2017-07-15,0,21.65,42.66
2017-07-15,1,18.83,41.66
2017-07-15,2,18.8,42.12
2017-07-15,3,18.94,42.27
2017-07-15,4,19.02,41.97
2017-07-15,5,19.12,36.58
2017-07-15,6,16.8,33.7
