Date,Hour,MAE d,MAE s
2016-03-17,10,22.37,39.9
2016-03-17,11,23.17,39.79
2016-03-17,12,19.74,39.08
2016-03-17,13,18.68,39.64
2016-03-17,14,17.72,39.0
2016-03-17,15,17.31,38.76
2016-03-17,16,17.52,40.3
2016-03-17,17,24.2,39.05
2016-03-17,18,26.98,39.12
2016-03-17,19,25.58,39.11
2016-03-17,20,23.36,41.53
2016-03-17,21,22.38,44.04
2016-03-17,22,19.68,41.27
2016-03-17,23,19.31,40.92
2016-03-18,0,21.1,34.75
2016-03-18,1,20.86,34.97
2016-03-18,2,21.31,34.57
2016-03-18,3,21.57,34.95
2016-03-18,4,22.27,35.4
2016-03-18,5,25.81,35.65
2016-03-18,6,29.98,39.74
2016-03-18,7,31.51,37.9
2016-03-18,8,30.47,37.13
2016-03-18,9,28.34,36.59
2016-03-18,10,24.04,36.75
2016-03-18,11,23.98,37.16
2016-03-18,12,22.97,37.07
2016-03-18,13,21.99,38.79
2016-03-18,14,22.03,40.17
2016-03-18,15,21.94,39.29
2016-03-18,16,24.1,39.52
2016-03-18,17,29.3,39.36
2016-03-18,18,29.89,39.61
2016-03-18,19,26.91,40.66
2016-03-18,20,26.81,41.4
2016-03-18,21,26.6,44.91
2016-03-18,22,23.66,41.69
2016-03-18,23,21.61,41.49
2016-03-19,0,21.63,36.45
2016-03-19,1,21.16,37.36
2016-03-19,2,21.44,37.57
2016-03-19,3,21.66,37.45
2016-03-19,4,21.39,36.56
2016-03-19,5,21.66,37.86
2016-03-19,6,24.76,37.51
2016-03-19,7,27.63,37.5
2016-03-19,8,27.27,38.17
2016-03-19,9,29.21,38.41
2016-03-19,10,23.54,38.27
2016-03-19,11,22.97,37.96
2016-03-19,12,20.3,37.92
2016-03-19,13,17.51,38.65
2016-03-19,14,17.61,37.78
2016-03-19,15,18.13,37.6
2016-03-19,16,18.16,37.81
2016-03-19,17,22.6,38.56
2016-03-19,18,26.04,39.27
2016-03-19,19,23.77,38.87
2016-03-19,20,22.16,39.0
2016-03-19,21,21.46,40.6
2016-03-19,22,19.65,41.65
2016-03-19,23,19.24,40.93
2016-03-20,0,15.64,29.26
2016-03-20,1,15.61,30.07
2016-03-20,2,15.83,29.63
2016-03-20,3,15.71,29.72
2016-03-20,4,15.86,29.69
2016-03-20,5,17.03,31.99
2016-03-20,6,18.57,33.02
2016-03-20,7,20.29,34.2
2016-03-20,8,21.06,37.79
2016-03-20,9,21.01,37.62
2016-03-20,10,16.27,37.4
2016-03-20,11,18.04,36.93
2016-03-20,12,17.58,37.6
2016-03-20,13,18.19,39.28
2016-03-20,14,16.36,38.34
2016-03-20,15,16.98,37.69
2016-03-20,16,17.34,37.23
2016-03-20,17,21.88,37.29
2016-03-20,18,24.32,36.76
2016-03-20,19,20.51,37.67
2016-03-20,20,21.09,39.03
2016-03-20,21,20.8,39.37
2016-03-20,22,17.34,41.29
2016-03-20,23,16.04,42.73
2016-03-21,0,21.91,35.22
2016-03-21,1,21.65,34.23
2016-03-21,2,21.25,33.1
2016-03-21,3,21.26,32.53
2016-03-21,4,21.77,32.48
2016-03-21,5,24.34,35.24
2016-03-21,6,27.16,38.59
2016-03-21,7,30.25,38.18
2016-03-21,8,29.45,38.0
2016-03-21,9,30.97,37.94
2016-03-21,10,27.38,37.95
2016-03-21,11,28.54,37.77
2016-03-21,12,28.4,36.91
2016-03-21,13,24.75,37.53
2016-03-21,14,21.25,37.83
2016-03-21,15,20.99,38.14
2016-03-21,16,20.08,36.93
2016-03-21,17,27.59,38.08
2016-03-21,18,28.82,38.62
2016-03-21,19,26.14,38.68
2016-03-21,20,25.61,38.89
2016-03-21,21,24.43,42.97
2016-03-21,22,20.45,44.27
2016-03-21,23,19.99,44.81
2016-03-22,0,16.02,36.63
2016-03-22,1,15.41,37.07
2016-03-22,2,16.13,36.63
2016-03-22,3,16.82,37.14
2016-03-22,4,18.28,36.49
2016-03-22,5,23.58,36.62
2016-03-22,6,28.11,43.13
2016-03-22,7,26.47,43.72
2016-03-22,8,24.44,42.02
2016-03-22,9,23.51,42.83
2016-03-22,10,20.66,43.22
2016-03-22,11,21.3,43.38
2016-03-22,12,19.49,43.33
2016-03-22,13,22.65,43.19
2016-03-22,14,16.71,42.77
2016-03-22,15,16.59,43.05
2016-03-22,16,16.1,43.26
2016-03-22,17,20.41,42.07
2016-03-22,18,21.97,46.12
2016-03-22,19,19.78,41.28
2016-03-22,20,21.48,44.23
2016-03-22,21,19.06,46.28
2016-03-22,22,16.2,41.21
2016-03-22,23,16.71,42.53
2016-03-23,0,15.88,30.79
2016-03-23,1,15.79,31.37
2016-03-23,2,15.62,31.68
2016-03-23,3,16.32,31.34
2016-03-23,4,17.89,30.85
2016-03-23,5,20.07,31.54
2016-03-23,6,24.39,36.53
2016-03-23,7,28.64,36.85
2016-03-23,8,26.89,36.7
2016-03-23,9,24.4,36.65
2016-03-23,10,20.39,36.45
2016-03-23,11,19.29,35.42
2016-03-23,12,16.81,34.07
2016-03-23,13,16.64,34.01
2016-03-23,14,16.72,36.86
2016-03-23,15,16.14,34.49
2016-03-23,16,16.49,34.68
2016-03-23,17,19.01,35.67
2016-03-23,18,22.38,37.26
2016-03-23,19,20.03,37.93
2016-03-23,20,21.85,38.45
2016-03-23,21,20.94,42.02
2016-03-23,22,17.18,38.51
2016-03-23,23,16.87,37.82
2016-03-24,0,17.75,32.66
2016-03-24,1,17.43,32.27
2016-03-24,2,17.11,32.92
2016-03-24,3,17.47,32.68
2016-03-24,4,18.78,31.92
2016-03-24,5,21.69,32.61
2016-03-24,6,24.53,37.81
2016-03-24,7,28.05,35.39
2016-03-24,8,26.36,35.62
2016-03-24,9,24.68,35.73
2016-03-24,10,19.84,35.71
2016-03-24,11,19.39,35.56
2016-03-24,12,18.97,35.48
2016-03-24,13,18.3,35.35
2016-03-24,14,18.18,33.03
2016-03-24,15,17.47,32.61
2016-03-24,16,19.83,32.24
2016-03-24,17,24.32,32.35
2016-03-24,18,25.1,32.67
2016-03-24,19,21.19,32.09
2016-03-24,20,20.07,33.36
2016-03-24,21,19.67,35.53
2016-03-24,22,15.59,35.49
2016-03-24,23,14.76,37.68
2016-03-25,0,19.01,30.44
2016-03-25,1,18.49,30.52
2016-03-25,2,18.08,30.27
2016-03-25,3,18.27,30.89
2016-03-25,4,19.85,31.35
2016-03-25,5,20.92,35.36
2016-03-25,6,23.46,33.81
2016-03-25,7,26.18,35.29
2016-03-25,8,26.45,35.69
2016-03-25,9,24.99,34.29
2016-03-25,10,21.02,33.64
2016-03-25,11,21.57,33.39
2016-03-25,12,21.34,33.5
2016-03-25,13,21.37,32.89
2016-03-25,14,21.29,32.97
2016-03-25,15,21.48,32.17
2016-03-25,16,21.55,33.58
2016-03-25,17,25.46,33.78
2016-03-25,18,27.97,34.81
2016-03-25,19,25.46,32.86
2016-03-25,20,24.42,32.33
2016-03-25,21,23.6,35.39
2016-03-25,22,21.43,33.3
2016-03-25,23,19.52,33.06
2016-03-26,0,16.48,32.59
2016-03-26,1,16.32,32.16
2016-03-26,2,16.49,33.24
2016-03-26,3,16.94,34.03
2016-03-26,4,18.73,33.71
2016-03-26,5,19.92,37.73
2016-03-26,6,22.8,38.4
2016-03-26,7,24.5,38.59
2016-03-26,8,24.62,39.72
2016-03-26,9,24.09,40.27
2016-03-26,10,20.59,39.84
2016-03-26,11,20.35,39.96
2016-03-26,12,19.46,39.81
2016-03-26,13,18.39,40.24
2016-03-26,14,17.67,40.23
2016-03-26,15,17.17,39.32
2016-03-26,16,17.2,38.61
2016-03-26,17,19.77,38.73
2016-03-26,18,21.87,39.71
2016-03-26,19,18.81,39.19
2016-03-26,20,18.7,40.54
2016-03-26,21,18.87,41.39
2016-03-26,22,15.52,39.75
2016-03-26,23,14.78,38.36
2016-03-27,0,14.87,33.02
2016-03-27,1,14.41,32.25
2016-03-27,3,13.73,32.47
2016-03-27,4,13.69,31.97
2016-03-27,5,13.31,31.87
2016-03-27,6,14.54,35.01
2016-03-27,7,17.95,35.44
2016-03-27,8,16.6,36.49
2016-03-27,9,14.29,38.41
2016-03-27,10,13.98,37.3
2016-03-27,11,13.62,37.77
2016-03-27,12,11.85,40.53
2016-03-27,13,11.87,39.73
2016-03-27,14,11.41,37.94
2016-03-27,15,10.17,37.77
2016-03-27,16,10.37,39.25
2016-03-27,17,12.67,38.74
2016-03-27,18,14.01,38.02
2016-03-27,19,14.7,37.43
2016-03-27,20,14.27,37.56
2016-03-27,21,14.1,38.06
2016-03-27,22,12.77,38.2
2016-03-27,23,12.44,40.78
2016-03-28,0,13.0,34.71
2016-03-28,1,13.14,33.68
2016-03-28,2,12.81,33.0
2016-03-28,3,12.41,33.12
2016-03-28,4,12.79,34.04
2016-03-28,5,13.28,35.7
2016-03-28,6,17.21,40.82
2016-03-28,7,17.34,41.25
2016-03-28,8,17.03,42.11
2016-03-28,9,16.23,42.42
2016-03-28,10,16.59,41.97
2016-03-28,11,17.51,44.42
2016-03-28,12,17.22,40.0
2016-03-28,13,17.12,40.59
2016-03-28,14,16.73,40.39
2016-03-28,15,15.95,41.2
2016-03-28,16,15.57,41.21
2016-03-28,17,17.36,41.86
2016-03-28,18,17.99,42.2
2016-03-28,19,18.22,43.01
2016-03-28,20,16.53,45.03
2016-03-28,21,16.16,45.21
2016-03-28,22,13.04,46.37
2016-03-28,23,13.13,43.51
2016-03-29,0,14.21,37.73
2016-03-29,1,13.94,37.35
2016-03-29,2,13.88,37.24
2016-03-29,3,13.98,37.11
2016-03-29,4,14.57,38.05
2016-03-29,5,17.64,36.11
2016-03-29,6,21.45,42.52
2016-03-29,7,25.17,41.35
2016-03-29,8,25.33,40.42
2016-03-29,9,23.44,41.49
2016-03-29,10,21.85,42.52
2016-03-29,11,22.52,43.78
2016-03-29,12,21.89,42.94
2016-03-29,13,21.44,42.9
2016-03-29,14,20.32,42.81
2016-03-29,15,20.45,43.12
2016-03-29,16,20.14,43.31
2016-03-29,17,23.45,43.74
2016-03-29,18,23.4,42.69
2016-03-29,19,23.11,43.49
2016-03-29,20,24.08,43.58
2016-03-29,21,20.42,49.57
2016-03-29,22,16.38,45.6
2016-03-29,23,14.76,45.87
2016-03-30,0,16.12,37.49
2016-03-30,1,15.5,38.5
2016-03-30,2,15.68,38.71
2016-03-30,3,15.67,38.9
2016-03-30,4,16.5,37.79
2016-03-30,5,20.58,36.56
2016-03-30,6,27.94,41.11
2016-03-30,7,30.7,44.37
2016-03-30,8,28.34,44.39
2016-03-30,9,27.96,44.31
2016-03-30,10,23.79,45.07
2016-03-30,11,23.39,44.51
2016-03-30,12,22.0,43.9
2016-03-30,13,22.54,44.46
2016-03-30,14,20.2,44.52
2016-03-30,15,20.49,43.72
2016-03-30,16,20.78,44.21
2016-03-30,17,24.22,44.66
2016-03-30,18,24.87,43.44
2016-03-30,19,23.4,43.12
2016-03-30,20,24.19,43.47
2016-03-30,21,23.88,45.41
2016-03-30,22,22.94,46.7
2016-03-30,23,22.15,42.85
2016-03-31,0,18.82,36.27
2016-03-31,1,19.26,39.04
2016-03-31,2,19.91,39.4
2016-03-31,3,20.12,39.26
2016-03-31,4,21.66,37.61
2016-03-31,5,25.91,37.5
2016-03-31,6,29.2,44.25
2016-03-31,7,30.45,45.69
2016-03-31,8,27.23,45.96
2016-03-31,9,26.21,47.16
2016-03-31,10,22.69,47.87
2016-03-31,11,22.26,49.73
2016-03-31,12,21.21,50.65
2016-03-31,13,20.27,50.46
2016-03-31,14,19.62,51.75
2016-03-31,15,20.47,51.62
2016-03-31,16,21.02,51.81
2016-03-31,17,23.03,50.78
2016-03-31,18,24.28,50.79
2016-03-31,19,23.8,50.87
2016-03-31,20,24.08,51.32
2016-03-31,21,23.74,51.04
2016-03-31,22,21.01,47.99
2016-03-31,23,20.57,46.53
2016-04-01,0,21.7,41.62
2016-04-01,1,20.93,40.76
2016-04-01,2,21.52,40.57
2016-04-01,3,22.59,40.85
2016-04-01,4,24.29,41.03
2016-04-01,5,28.3,42.75
2016-04-01,6,28.18,42.73
2016-04-01,7,30.36,42.09
2016-04-01,8,27.84,42.96
2016-04-01,9,24.85,42.1
2016-04-01,10,22.49,42.46
2016-04-01,11,22.02,44.39
2016-04-01,12,21.15,41.07
2016-04-01,13,20.58,41.63
2016-04-01,14,19.72,43.22
2016-04-01,15,20.27,43.04
2016-04-01,16,20.81,42.46
2016-04-01,17,22.09,42.25
2016-04-01,18,22.77,43.36
2016-04-01,19,22.99,43.88
2016-04-01,20,22.93,42.52
2016-04-01,21,22.99,43.35
2016-04-01,22,20.05,41.76
2016-04-01,23,20.83,39.45
2016-04-02,0,19.07,35.15
2016-04-02,1,18.24,35.03
2016-04-02,2,17.73,35.07
2016-04-02,3,17.33,34.82
2016-04-02,4,17.71,34.86
2016-04-02,5,18.34,36.96
2016-04-02,6,21.94,37.02
2016-04-02,7,21.92,39.6
2016-04-02,8,22.65,39.74
2016-04-02,9,24.37,39.62
2016-04-02,10,21.89,40.63
2016-04-02,11,22.34,41.73
2016-04-02,12,21.81,44.95
2016-04-02,13,19.6,44.43
2016-04-02,14,18.23,44.52
2016-04-02,15,17.55,44.26
2016-04-02,16,17.44,44.67
2016-04-02,17,19.9,44.1
2016-04-02,18,21.67,42.72
2016-04-02,19,20.86,42.89
2016-04-02,20,20.92,42.87
2016-04-02,21,20.39,45.28
2016-04-02,22,19.28,44.52
2016-04-02,23,18.18,43.92
2016-04-03,0,19.96,40.42
2016-04-03,1,18.94,41.34
2016-04-03,2,19.26,41.8
2016-04-03,3,19.31,41.79
2016-04-03,4,19.8,41.73
2016-04-03,5,19.93,43.28
2016-04-03,6,23.19,43.66
2016-04-03,7,23.3,45.28
2016-04-03,8,22.92,45.92
2016-04-03,9,22.85,46.39
2016-04-03,10,20.68,46.89
2016-04-03,11,21.39,48.54
2016-04-03,12,21.49,47.72
2016-04-03,13,20.71,44.28
2016-04-03,14,20.01,44.41
2016-04-03,15,20.09,44.62
2016-04-03,16,20.39,44.06
2016-04-03,17,22.23,44.99
2016-04-03,18,23.79,46.62
2016-04-03,19,22.72,46.73
2016-04-03,20,22.77,46.38
2016-04-03,21,22.51,45.14
2016-04-03,22,21.72,48.06
2016-04-03,23,21.25,47.56
2016-04-04,0,20.16,37.74
2016-04-04,1,20.0,38.21
2016-04-04,2,20.91,37.5
2016-04-04,3,21.04,37.5
2016-04-04,4,21.87,38.49
2016-04-04,5,24.6,39.94
2016-04-04,6,30.3,42.41
2016-04-04,7,33.26,37.45
2016-04-04,8,32.42,37.74
2016-04-04,9,28.91,39.63
2016-04-04,10,25.8,40.05
2016-04-04,11,25.78,39.51
2016-04-04,12,25.28,40.47
2016-04-04,13,24.88,41.1
2016-04-04,14,23.68,41.01
2016-04-04,15,24.0,40.67
2016-04-04,16,25.09,42.01
2016-04-04,17,27.04,40.04
2016-04-04,18,27.69,39.78
2016-04-04,19,26.59,41.16
2016-04-04,20,26.13,40.29
2016-04-04,21,24.48,43.98
2016-04-04,22,22.72,45.34
2016-04-04,23,22.65,44.81
2016-04-05,0,19.69,42.7
2016-04-05,1,18.97,43.55
2016-04-05,2,19.46,44.12
2016-04-05,3,19.67,44.54
2016-04-05,4,21.35,43.69
2016-04-05,5,22.57,48.16
2016-04-05,6,24.58,43.32
2016-04-05,7,26.81,43.09
2016-04-05,8,25.93,43.27
2016-04-05,9,24.17,43.95
2016-04-05,10,24.23,43.87
2016-04-05,11,24.94,44.09
2016-04-05,12,23.93,45.24
2016-04-05,13,23.79,45.04
2016-04-05,14,23.93,45.78
2016-04-05,15,24.1,45.63
2016-04-05,16,24.89,46.83
2016-04-05,17,26.96,44.81
2016-04-05,18,27.09,43.36
2016-04-05,19,24.82,42.46
2016-04-05,20,24.7,47.2
2016-04-05,21,25.93,47.94
2016-04-05,22,23.69,48.33
2016-04-05,23,22.06,46.47
2016-04-06,0,19.61,43.57
2016-04-06,1,18.55,44.05
2016-04-06,2,19.14,43.97
2016-04-06,3,19.43,43.66
2016-04-06,4,19.89,43.67
2016-04-06,5,23.13,50.22
2016-04-06,6,28.39,43.22
2016-04-06,7,31.77,44.42
2016-04-06,8,32.22,42.39
2016-04-06,9,30.75,42.57
2016-04-06,10,26.86,42.82
2016-04-06,11,27.51,43.13
2016-04-06,12,26.4,43.12
2016-04-06,13,24.04,42.88
2016-04-06,14,24.94,43.23
2016-04-06,15,25.54,42.82
2016-04-06,16,26.05,42.6
2016-04-06,17,26.89,43.31
2016-04-06,18,28.34,43.06
2016-04-06,19,28.51,41.95
2016-04-06,20,27.48,43.6
2016-04-06,21,25.25,47.67
2016-04-06,22,22.47,47.71
2016-04-06,23,22.1,44.05
2016-04-07,0,16.52,31.68
2016-04-07,1,15.96,31.98
2016-04-07,2,16.19,31.53
2016-04-07,3,16.27,31.48
2016-04-07,4,16.2,32.94
2016-04-07,5,16.39,35.16
2016-04-07,6,20.06,37.03
2016-04-07,7,24.43,38.17
2016-04-07,8,25.58,38.01
2016-04-07,9,23.39,39.1
2016-04-07,10,19.23,38.06
2016-04-07,11,19.66,38.02
2016-04-07,12,19.4,36.98
2016-04-07,13,18.33,36.85
2016-04-07,14,18.06,39.56
2016-04-07,15,19.02,37.6
2016-04-07,16,19.14,37.27
2016-04-07,17,21.28,39.69
2016-04-07,18,20.78,37.87
2016-04-07,19,20.35,38.33
2016-04-07,20,19.97,38.63
2016-04-07,21,19.7,39.53
2016-04-07,22,17.37,37.02
2016-04-07,23,18.66,36.24
2016-04-08,0,18.76,38.47
2016-04-08,1,17.7,38.75
2016-04-08,2,17.98,38.48
2016-04-08,3,18.31,38.5
2016-04-08,4,18.45,37.91
2016-04-08,5,21.12,39.14
2016-04-08,6,25.22,39.35
2016-04-08,7,28.15,37.8
2016-04-08,8,33.74,39.54
2016-04-08,9,26.69,39.59
2016-04-08,10,22.43,40.97
2016-04-08,11,22.13,41.14
2016-04-08,12,22.41,39.44
2016-04-08,13,22.55,38.82
2016-04-08,14,21.34,38.53
2016-04-08,15,20.35,40.41
2016-04-08,16,20.76,41.22
2016-04-08,17,22.42,39.87
2016-04-08,18,23.98,39.59
2016-04-08,19,23.18,39.38
2016-04-08,20,23.44,39.47
2016-04-08,21,21.69,39.66
2016-04-08,22,20.96,41.74
2016-04-08,23,20.79,38.28
2016-04-09,0,22.12,40.32
2016-04-09,1,21.45,38.85
2016-04-09,2,20.67,38.86
2016-04-09,3,20.21,39.05
2016-04-09,4,20.99,39.48
2016-04-09,5,21.85,41.84
2016-04-09,6,24.39,39.81
2016-04-09,7,25.23,43.09
2016-04-09,8,26.15,43.44
2016-04-09,9,26.27,45.74
2016-04-09,10,22.1,44.87
2016-04-09,11,23.05,44.31
2016-04-09,12,22.92,43.55
2016-04-09,13,21.07,42.7
2016-04-09,14,20.44,42.77
2016-04-09,15,20.81,43.22
2016-04-09,16,21.44,43.47
2016-04-09,17,25.47,44.08
2016-04-09,18,25.5,43.51
2016-04-09,19,23.74,43.38
2016-04-09,20,24.36,44.22
2016-04-09,21,24.61,43.73
2016-04-09,22,23.06,43.61
2016-04-09,23,19.92,43.05
2016-04-10,0,14.23,41.0
2016-04-10,1,13.1,40.63
2016-04-10,2,13.45,40.76
2016-04-10,3,13.11,40.87
2016-04-10,4,13.64,41.2
2016-04-10,5,14.11,43.53
2016-04-10,6,15.28,41.84
2016-04-10,7,16.45,42.18
2016-04-10,8,16.55,41.6
2016-04-10,9,16.74,41.19
2016-04-10,10,13.55,41.25
2016-04-10,11,14.04,42.5
2016-04-10,12,13.8,42.58
2016-04-10,13,13.38,42.81
2016-04-10,14,12.37,42.56
2016-04-10,15,12.33,42.29
2016-04-10,16,12.34,42.04
2016-04-10,17,14.86,42.47
2016-04-10,18,16.98,42.56
2016-04-10,19,15.49,42.24
2016-04-10,20,15.86,42.49
2016-04-10,21,15.77,43.27
2016-04-10,22,14.31,43.63
2016-04-10,23,14.07,44.25
2016-04-11,0,11.55,38.04
2016-04-11,1,10.89,38.98
2016-04-11,2,11.52,38.78
2016-04-11,3,11.92,38.59
2016-04-11,4,12.71,37.57
2016-04-11,5,19.09,39.7
2016-04-11,6,24.29,39.1
2016-04-11,7,27.64,39.03
2016-04-11,8,26.72,39.22
2016-04-11,9,22.43,39.28
2016-04-11,10,17.22,38.56
2016-04-11,11,16.15,38.93
2016-04-11,12,16.76,38.41
2016-04-11,13,16.78,38.62
2016-04-11,14,16.69,38.41
2016-04-11,15,16.45,38.14
2016-04-11,16,16.47,38.37
2016-04-11,17,21.43,38.16
2016-04-11,18,20.81,38.43
2016-04-11,19,18.87,38.5
2016-04-11,20,19.26,39.56
2016-04-11,21,19.07,42.18
2016-04-11,22,18.32,42.95
2016-04-11,23,16.65,43.12
2016-04-12,0,15.79,36.51
2016-04-12,1,14.93,36.7
2016-04-12,2,14.75,36.57
2016-04-12,3,14.69,36.39
2016-04-12,4,15.67,36.17
2016-04-12,5,17.4,38.66
2016-04-12,6,25.55,39.91
2016-04-12,7,28.94,39.53
2016-04-12,8,29.23,41.38
2016-04-12,9,27.16,41.53
2016-04-12,10,22.8,41.3
2016-04-12,11,20.73,40.57
2016-04-12,12,20.8,40.76
2016-04-12,13,20.11,39.7
2016-04-12,14,20.04,39.23
2016-04-12,15,16.59,39.04
2016-04-12,16,20.29,39.79
2016-04-12,17,23.56,40.32
2016-04-12,18,24.89,41.67
2016-04-12,19,23.66,41.43
2016-04-12,20,21.38,40.2
2016-04-12,21,18.12,44.09
2016-04-12,22,16.72,42.27
2016-04-12,23,16.15,42.55
2016-04-13,0,15.9,38.72
2016-04-13,1,14.59,38.52
2016-04-13,2,14.7,38.86
2016-04-13,3,14.79,38.94
2016-04-13,4,15.79,38.98
2016-04-13,5,17.24,39.3
2016-04-13,6,21.13,44.48
2016-04-13,7,27.44,41.83
2016-04-13,8,25.23,41.66
2016-04-13,9,21.93,40.97
2016-04-13,10,18.77,40.96
2016-04-13,11,21.05,40.13
2016-04-13,12,20.07,40.0
2016-04-13,13,20.27,39.53
2016-04-13,14,20.35,39.09
2016-04-13,15,17.86,39.92
2016-04-13,16,17.87,41.03
2016-04-13,17,23.35,40.45
2016-04-13,18,23.94,41.07
2016-04-13,19,22.01,40.94
2016-04-13,20,19.4,42.43
2016-04-13,21,19.97,43.07
2016-04-13,22,18.07,41.11
2016-04-13,23,16.7,40.44
2016-04-14,0,19.01,38.4
2016-04-14,1,18.33,38.02
2016-04-14,2,18.66,38.49
2016-04-14,3,18.69,37.95
2016-04-14,4,19.25,37.67
2016-04-14,5,20.73,39.83
2016-04-14,6,25.0,45.93
2016-04-14,7,29.02,45.21
2016-04-14,8,29.35,44.54
2016-04-14,9,27.83,44.77
2016-04-14,10,26.12,45.56
2016-04-14,11,26.18,44.93
2016-04-14,12,25.77,44.48
2016-04-14,13,25.37,42.48
2016-04-14,14,21.37,42.99
2016-04-14,15,21.13,43.6
2016-04-14,16,24.19,46.65
2016-04-14,17,25.65,44.84
2016-04-14,18,24.51,45.97
2016-04-14,19,24.49,45.85
2016-04-14,20,22.44,44.6
2016-04-14,21,22.85,46.53
2016-04-14,22,22.08,42.65
2016-04-14,23,22.1,43.1
2016-04-15,0,21.15,36.31
2016-04-15,1,19.8,35.74
2016-04-15,2,19.55,35.41
2016-04-15,3,19.63,35.1
2016-04-15,4,20.18,35.42
2016-04-15,5,22.2,36.18
2016-04-15,6,25.63,44.85
2016-04-15,7,27.73,46.96
2016-04-15,8,27.72,46.69
2016-04-15,9,25.28,47.25
2016-04-15,10,21.71,47.41
2016-04-15,11,22.82,49.23
2016-04-15,12,22.62,46.43
2016-04-15,13,22.95,44.22
2016-04-15,14,22.84,44.0
2016-04-15,15,22.73,44.22
2016-04-15,16,22.89,44.91
2016-04-15,17,23.8,44.78
2016-04-15,18,24.49,44.52
2016-04-15,19,24.12,45.83
2016-04-15,20,24.61,43.59
2016-04-15,21,24.74,41.55
2016-04-15,22,22.03,37.98
2016-04-15,23,21.42,35.07
2016-04-16,0,18.75,35.62
2016-04-16,1,17.59,34.91
2016-04-16,2,16.69,34.78
2016-04-16,3,16.63,34.56
2016-04-16,4,16.94,34.84
2016-04-16,5,17.16,37.43
2016-04-16,6,17.15,43.14
2016-04-16,7,17.62,43.72
2016-04-16,8,17.66,42.65
2016-04-16,9,19.36,43.05
2016-04-16,10,16.86,42.84
2016-04-16,11,17.73,42.3
2016-04-16,12,17.71,41.53
2016-04-16,13,16.85,41.02
2016-04-16,14,16.79,41.56
2016-04-16,15,16.6,41.54
2016-04-16,16,16.7,42.08
2016-04-16,17,19.13,42.76
2016-04-16,18,19.24,41.58
2016-04-16,19,17.56,40.9
2016-04-16,20,17.66,41.13
2016-04-16,21,18.3,39.68
2016-04-16,22,17.87,36.89
2016-04-16,23,17.76,38.15
2016-04-17,0,12.45,34.23
2016-04-17,1,11.94,33.57
2016-04-17,2,12.11,33.63
2016-04-17,3,12.15,33.9
2016-04-17,4,12.44,33.57
2016-04-17,5,12.27,35.28
2016-04-17,6,12.92,39.18
2016-04-17,7,14.04,39.29
2016-04-17,8,13.99,43.24
2016-04-17,9,14.69,42.66
2016-04-17,10,12.41,42.93
2016-04-17,11,13.19,43.41
2016-04-17,12,13.13,43.66
2016-04-17,13,12.97,41.0
2016-04-17,14,12.28,39.25
2016-04-17,15,12.22,40.07
2016-04-17,16,12.28,42.66
2016-04-17,17,14.78,40.93
2016-04-17,18,16.35,39.42
2016-04-17,19,14.4,39.45
2016-04-17,20,14.88,39.94
2016-04-17,21,14.94,40.55
2016-04-17,22,14.0,38.56
2016-04-17,23,13.57,38.57
2016-04-18,0,17.0,41.17
2016-04-18,1,16.3,41.42
2016-04-18,2,16.45,41.23
2016-04-18,3,16.25,40.94
2016-04-18,4,16.66,41.87
2016-04-18,5,18.86,46.12
2016-04-18,6,24.75,49.79
2016-04-18,7,25.93,42.26
2016-04-18,8,25.91,42.0
2016-04-18,9,23.45,41.55
2016-04-18,10,22.17,41.38
2016-04-18,11,22.35,41.27
2016-04-18,12,21.99,41.02
2016-04-18,13,22.01,40.13
2016-04-18,14,24.35,39.75
2016-04-18,15,19.91,38.32
2016-04-18,16,25.63,39.47
2016-04-18,17,23.49,40.43
2016-04-18,18,22.89,43.57
2016-04-18,19,23.0,43.84
2016-04-18,20,28.46,44.42
2016-04-18,21,21.24,44.33
2016-04-18,22,20.95,47.13
2016-04-18,23,20.64,46.9
2016-04-19,0,14.21,35.14
2016-04-19,1,13.35,35.05
2016-04-19,2,13.57,34.7
2016-04-19,3,13.87,34.24
2016-04-19,4,15.03,34.59
2016-04-19,5,16.63,35.43
2016-04-19,6,22.11,37.96
2016-04-19,7,25.12,36.41
2016-04-19,8,23.38,37.25
2016-04-19,9,19.88,37.24
2016-04-19,10,16.76,36.95
2016-04-19,11,18.6,37.08
2016-04-19,12,14.59,37.14
2016-04-19,13,14.5,35.61
2016-04-19,14,14.39,34.81
2016-04-19,15,14.14,34.73
2016-04-19,16,14.54,36.31
2016-04-19,17,14.62,36.5
2016-04-19,18,14.58,38.64
2016-04-19,19,17.78,37.9
2016-04-19,20,14.41,37.65
2016-04-19,21,15.31,36.54
2016-04-19,22,14.23,41.91
2016-04-19,23,13.74,42.18
2016-04-20,0,13.2,40.81
2016-04-20,1,12.75,40.3
2016-04-20,2,13.01,39.94
2016-04-20,3,13.78,39.52
2016-04-20,4,14.76,40.07
2016-04-20,5,17.82,42.11
2016-04-20,6,21.17,44.74
2016-04-20,7,21.78,45.15
2016-04-20,8,20.2,44.28
2016-04-20,9,20.54,42.94
2016-04-20,10,14.4,43.11
2016-04-20,11,14.05,42.31
2016-04-20,12,13.69,43.1
2016-04-20,13,13.22,44.37
2016-04-20,14,13.0,43.57
2016-04-20,15,12.99,42.51
2016-04-20,16,13.32,43.45
