Date,Supply
2019-10-07,1.13871e+06
2019-10-08,1.13688e+06
2019-10-09,1.11031e+06
2019-10-10,1.07925e+06
2019-10-11,1.06895e+06
2019-10-12,980655
2019-10-13,947710
2019-10-14,1.11077e+06
2019-10-15,1.11752e+06
2019-10-16,1.0904e+06
2019-10-17,1.10579e+06
2019-10-18,1.04995e+06
2019-10-19,985416
2019-10-20,972308
2019-10-21,1.12819e+06
2019-10-22,1.14306e+06
2019-10-23,1.14286e+06
2019-10-24,1.12059e+06
2019-10-25,1.11329e+06
2019-10-26,1.0068e+06
2019-10-27,1.07387e+06
2019-10-28,1.20896e+06
2019-10-29,1.24956e+06
2019-10-30,1.26696e+06
2019-10-31,1.21878e+06
2019-11-01,1.15913e+06
2019-11-02,1.04423e+06
2019-11-03,1.05755e+06
2019-11-04,1.2627e+06
2019-11-05,1.32481e+06
2019-11-06,1.31016e+06
2019-11-07,1.29105e+06
2019-11-08,1.31232e+06
2019-11-09,1.16642e+06
2019-11-10,1.13955e+06
2019-11-11,1.29668e+06
2019-11-12,1.29868e+06
2019-11-13,1.26730e+06
2019-11-14,1.2297e+06
2019-11-15,1.27072e+06
2019-11-16,1.12948e+06
2019-11-17,1.08046e+06
2019-11-18,1.25058e+06
2019-11-19,1.24606e+06
2019-11-20,1.26322e+06
2019-11-21,1.25636e+06
2019-11-22,1.24747e+06
2019-11-23,1.10272e+06
2019-11-24,1.16333e+06
2019-11-25,1.30208e+06
2019-11-26,1.28345e+06
2019-11-27,1.27598e+06
2019-11-28,1.25902e+06
2019-11-29,1.32829e+06
2019-11-30,1.29474e+06
2019-12-01,1.28818e+06
2019-12-02,1.43790e+06
2019-12-03,1.42816e+06
2019-12-04,1.37186e+06
2019-12-05,1.33067e+06
2019-12-06,1.25122e+06
2019-12-07,1.13846e+06
2019-12-08,1.11693e+06
2019-12-09,1.30567e+06
2019-12-10,1.37953e+06
2019-12-11,1.37413e+06
2019-12-12,1.33585e+06
2019-12-13,1.34548e+06
2019-12-14,1.13829e+06
2019-12-15,1.13237e+06
2019-12-16,1.34415e+06
2019-12-17,1.28008e+06
2019-12-18,1.34864e+06
2019-12-19,1.32571e+06
2019-12-20,1.23223e+06
2019-12-21,1.08545e+06
2019-12-22,1.06946e+06
2019-12-23,1.13535e+06
2019-12-24,1.05983e+06
2019-12-25,1.05177e+06
2019-12-26,1.12524e+06
2019-12-27,1.26809e+06
2019-12-28,1.2366e+06
2019-12-29,1.16804e+06
2019-12-30,1.19951e+06
2019-12-31,1.20237e+06
2020-01-01,1.20913e+06
2020-01-02,1.26349e+06
2020-01-03,1.26368e+06
2020-01-04,1.2559e+06
2020-01-05,1.29141e+06
2020-01-06,1.29919e+06
2020-01-07,1.31895e+06
2020-01-08,1.3208e+06
2020-01-09,1.39347e+06
2020-01-10,1.40539e+06
2020-01-11,1.29578e+06
2020-01-12,1.19464e+06
2020-01-13,1.39361e+06
2020-01-14,1.34555e+06
2020-01-15,1.32295e+06
2020-01-16,1.36084e+06
2020-01-17,1.35679e+06
2020-01-18,1.24002e+06
2020-01-19,1.27784e+06
2020-01-20,1.37882e+06
2020-01-21,1.35528e+06
2020-01-22,1.38763e+06
2020-01-23,1.4172e+06
2020-01-24,1.37367e+06
2020-01-25,1.27929e+06
2020-01-26,1.22624e+06
2020-01-27,1.34506e+06
2020-01-28,1.35422e+06
2020-01-29,1.36772e+06
2020-01-30,1.34434e+06
2020-01-31,1.31912e+06
2020-02-01,1.15331e+06
2020-02-02,1.22083e+06
2020-02-03,1.36972e+06
2020-02-04,1.42147e+06
2020-02-05,1.43437e+06
2020-02-06,1.41595e+06
2020-02-07,1.39232e+06
2020-02-08,1.29402e+06
2020-02-09,1.1713e+06
2020-02-10,1.29268e+06
2020-02-11,1.32574e+06
2020-02-12,1.35237e+06
2020-02-13,1.40938e+06
2020-02-14,1.41092e+06
2020-02-15,1.28882e+06
2020-02-16,1.18592e+06
2020-02-17,1.27265e+06
2020-02-18,1.33704e+06
2020-02-19,1.35256e+06
2020-02-20,1.41138e+06
2020-02-21,1.34884e+06
2020-02-22,1.19431e+06
2020-02-23,1.23032e+06
2020-02-24,1.33895e+06
2020-02-25,1.40308e+06
2020-02-26,1.43998e+06
2020-02-27,1.42764e+06
2020-02-28,1.45208e+06
2020-02-29,1.3163e+06
2020-03-01,1.28862e+06
2020-03-02,1.40979e+06
2020-03-03,1.38555e+06
2020-03-04,1.42233e+06
2020-03-05,1.39011e+06
2020-03-06,1.43858e+06
2020-03-07,1.3414e+06
2020-03-08,1.2868e+06
2020-03-09,1.33958e+06
2020-03-10,1.35439e+06
2020-03-11,1.32822e+06
2020-03-12,1.32558e+06
2020-03-13,1.38216e+06
2020-03-14,1.35987e+06
2020-03-15,1.23709e+06
2020-03-16,1.3314e+06
2020-03-17,1.34371e+06
2020-03-18,1.32228e+06
2020-03-19,1.34453e+06
2020-03-20,1.36464e+06
2020-03-21,1.25225e+06
2020-03-22,1.20553e+06
2020-03-23,1.3563e+06
2020-03-24,1.34239e+06
2020-03-25,1.31132e+06
2020-03-26,1.28127e+06
2020-03-27,1.26806e+06
2020-03-28,1.21378e+06
2020-03-29,1.15804e+06
2020-03-30,620040
2020-03-31,1.32989e+06
2020-04-01,1.30185e+06
2020-04-02,1.29909e+06
2020-04-03,1.31183e+06
2020-04-04,1.24492e+06
2020-04-05,1.14233e+06
2020-04-06,1.16872e+06
2020-04-07,1.18982e+06
2020-04-08,1.17543e+06
2020-04-09,1.17179e+06
2020-04-10,1.14049e+06
2020-04-11,1.12606e+06
2020-04-12,1.10848e+06
2020-04-13,1.08044e+06
2020-04-14,1.24612e+06
2020-04-15,1.20163e+06
2020-04-16,1.19608e+06
2020-04-17,1.18003e+06
2020-04-18,1.12403e+06
2020-04-19,1.02668e+06
2020-04-20,1.06526e+06
2020-04-21,1.05935e+06
2020-04-22,1.05502e+06
2020-04-23,1.07881e+06
2020-04-24,1.10507e+06
2020-04-25,1.05867e+06
2020-04-26,1.05142e+06
2020-04-27,1.14463e+06
2020-04-28,1.15374e+06
2020-04-29,1.17218e+06
2020-04-30,1.1972e+06
2020-05-01,1.04168e+06
2020-05-02,1.03856e+06
2020-05-03,1.04561e+06
2020-05-04,1.12119e+06
2020-05-05,1.10712e+06
2020-05-06,1.09897e+06
2020-05-07,1.08880e+06
2020-05-08,1.08636e+06
2020-05-09,1.00474e+06
2020-05-10,1.01503e+06
2020-05-11,1.09902e+06
2020-05-12,1.16367e+06
2020-05-13,1.12792e+06
2020-05-14,1.13843e+06
2020-05-15,1.13435e+06
2020-05-16,1.04307e+06
2020-05-17,990500
2020-05-18,1.09525e+06
2020-05-19,1.10407e+06
2020-05-20,1.0588e+06
2020-05-21,990512
2020-05-22,1.02296e+06
2020-05-23,939699
2020-05-24,862887
2020-05-25,994039
2020-05-26,956095
2020-05-27,985621
2020-05-28,979074
2020-05-29,964929
2020-05-30,897306
2020-05-31,820654
2020-06-01,884881
2020-06-02,919452
2020-06-03,929553
2020-06-04,972870
2020-06-05,958852
2020-06-06,905235
2020-06-07,904002
2020-06-08,950237
2020-06-09,946147
2020-06-10,951472
2020-06-11,990531
2020-06-12,970482
2020-06-13,896994
2020-06-14,896759
2020-06-15,938671
2020-06-16,938724
2020-06-17,920723
2020-06-18,911550
2020-06-19,864668
2020-06-20,835861
2020-06-21,812860
2020-06-22,919459
2020-06-23,908528
2020-06-24,900062
2020-06-25,905726
2020-06-26,915301
2020-06-27,843019
2020-06-28,850193
2020-06-29,963728
2020-06-30,985041
2020-07-01,978586
2020-07-02,963881
2020-07-03,937241
2020-07-04,870563
2020-07-05,809427
2020-07-06,951496
2020-07-07,994894
2020-07-08,1.01246e+06
2020-07-09,968607
2020-07-10,955011
2020-07-11,914505
2020-07-12,916368
2020-07-13,940142
2020-07-14,941695
2020-07-15,926249
2020-07-16,923509
2020-07-17,900040
2020-07-18,899788
2020-07-19,863083
2020-07-20,964522
2020-07-21,980037
2020-07-22,976908
2020-07-23,959838
2020-07-24,983627
2020-07-25,905451
2020-07-26,892298
2020-07-27,953502
2020-07-28,979241
2020-07-29,989231
2020-07-30,1.02009e+06
2020-07-31,964845
2020-08-01,911160
2020-08-02,880357
2020-08-03,954702
2020-08-04,948581
2020-08-05,996139
2020-08-06,969390
2020-08-07,944950
2020-08-08,883719
2020-08-09,881237
2020-08-10,971960
2020-08-11,968953
2020-08-12,967217
2020-08-13,964995
2020-08-14,940207
2020-08-15,862444
2020-08-16,845265
2020-08-17,947885
2020-08-18,920155
2020-08-19,919679
2020-08-20,935852
2020-08-21,968339
2020-08-22,917588
2020-08-23,882487
2020-08-24,943024
2020-08-25,944490
2020-08-26,941418
2020-08-27,959452
2020-08-28,965217
2020-08-29,899106
2020-08-30,881259
2020-08-31,966799
2020-09-01,974996
2020-09-02,982123
2020-09-03,988053
2020-09-04,1.01758e+06
2020-09-05,941011
2020-09-06,946234
2020-09-07,989950
2020-09-08,1.04738e+06
2020-09-09,1.06778e+06
2020-09-10,1.07238e+06
2020-09-11,1.05296e+06
2020-09-12,982520
2020-09-13,950466
2020-09-14,1.04157e+06
2020-09-15,997495
2020-09-16,1.05656e+06
2020-09-17,1.05131e+06
2020-09-18,1.05232e+06
2020-09-19,952395
2020-09-20,936577
2020-09-21,1.03988e+06
2020-09-22,1.04498e+06
2020-09-23,1.06596e+06
2020-09-24,1.05116e+06
2020-09-25,1.07081e+06
2020-09-26,968714
2020-09-27,961809
2020-09-28,1.049e+06
2020-09-29,1.03861e+06
2020-09-30,1.05694e+06
2020-10-01,1.08068e+06
2020-10-02,1.07211e+06
2020-10-03,973623
2020-10-04,952282
2020-10-05,1.07911e+06
2020-10-06,1.08813e+06
2020-10-07,1.09309e+06
2020-10-08,1.09607e+06
2020-10-09,1.11924e+06
2020-10-10,1.04146e+06
2020-10-11,1.02963e+06
2020-10-12,1.13377e+06
2020-10-13,1.13008e+06
2020-10-14,1.16599e+06
2020-10-15,1.19856e+06
2020-10-16,1.20118e+06
2020-10-17,1.13325e+06
2020-10-18,1.12293e+06
2020-10-19,1.26505e+06
2020-10-20,1.27098e+06
2020-10-21,1.21645e+06
2020-10-22,1.19952e+06
2020-10-23,1.24258e+06
2020-10-24,1.15897e+06
2020-10-25,1.11137e+06
2020-10-26,1.2029e+06
2020-10-27,1.182e+06
2020-10-28,1.17646e+06
2020-10-29,1.19789e+06
2020-10-30,1.21462e+06
2020-10-31,1.14133e+06
2020-11-01,1.0802e+06
2020-11-02,1.13652e+06
2020-11-03,1.18913e+06
2020-11-04,1.23623e+06
2020-11-05,1.22862e+06
2020-11-06,1.18726e+06
2020-11-07,1.13262e+06
2020-11-08,1.13466e+06
2020-11-09,930771
2020-11-10,1.24807e+06
2020-11-11,1.22596e+06
2020-11-12,1.26263e+06
2020-11-13,1.22323e+06
2020-11-14,1.1361e+06
2020-11-15,1.08264e+06
2020-11-16,1.17598e+06
2020-11-17,1.20720e+06
2020-11-18,1.19492e+06
2020-11-19,1.27535e+06
2020-11-20,1.33451e+06
2020-11-21,1.2241e+06
2020-11-22,1.17406e+06
2020-11-23,1.28165e+06
2020-11-24,1.29648e+06
2020-11-25,1.28955e+06
2020-11-26,1.32748e+06
2020-11-27,1.35297e+06
2020-11-28,1.30604e+06
2020-11-29,1.28678e+06
2020-11-30,1.38935e+06
2020-12-01,1.34885e+06
2020-12-02,1.38411e+06
2020-12-03,1.41648e+06
2020-12-04,1.39292e+06
2020-12-05,1.30419e+06
2020-12-06,1.25028e+06
2020-12-07,1.33884e+06
2020-12-08,1.39378e+06
2020-12-09,1.42245e+06
2020-12-10,1.41065e+06
2020-12-11,1.4069e+06
2020-12-12,1.30832e+06
2020-12-13,1.28047e+06
2020-12-14,1.35831e+06
2020-12-15,1.36112e+06
2020-12-16,1.35532e+06
2020-12-17,1.36922e+06
2020-12-18,1.35528e+06
2020-12-19,1.22599e+06
2020-12-20,1.21417e+06
2020-12-21,1.2931e+06
2020-12-22,1.27432e+06
2020-12-23,1.35433e+06
2020-12-24,1.26651e+06
2020-12-25,1.32625e+06
2020-12-26,1.27082e+06
2020-12-27,1.1446e+06
2020-12-28,1.38558e+06
2020-12-29,1.3885e+06
2020-12-30,1.36382e+06
2020-12-31,1.34029e+06
