Date,Hour,T Hamar,T Krsand,T Namsos,T Troms,T Bergen,T Nor
2014-12-27,7,-17.7708,-2.77083,-9.7625,-8.14583,-3.625,-8.415
2014-12-27,8,-17.6667,-2.86667,-10,-8.16667,-3.5,-8.44
2014-12-27,9,-17.5625,-2.9625,-10.2375,-8.1875,-3.375,-8.465
2014-12-27,10,-17.4583,-3.05833,-10.475,-8.20833,-3.25,-8.49
2014-12-27,11,-17.3542,-3.15417,-10.7125,-8.22917,-3.125,-8.515
2014-12-27,12,-17.25,-3.25,-10.95,-8.25,-3,-8.54
2014-12-27,13,-17.1458,-3.34583,-11.1875,-8.27083,-2.875,-8.565
2014-12-27,14,-17.0417,-3.44167,-11.425,-8.29167,-2.75,-8.59
2014-12-27,15,-16.9375,-3.5375,-11.6625,-8.3125,-2.625,-8.615
2014-12-27,16,-16.8333,-3.63333,-11.9,-8.33333,-2.5,-8.64
2014-12-27,17,-16.7292,-3.72917,-12.1375,-8.35417,-2.375,-8.665
2014-12-27,18,-16.625,-3.825,-12.375,-8.375,-2.25,-8.69
2014-12-27,19,-16.5208,-3.92083,-12.6125,-8.39583,-2.125,-8.715
2014-12-27,20,-16.4167,-4.01667,-12.85,-8.41667,-2,-8.74
2014-12-27,21,-16.3125,-4.1125,-13.0875,-8.4375,-1.875,-8.765
2014-12-27,22,-16.2083,-4.20833,-13.325,-8.45833,-1.75,-8.79
2014-12-27,23,-16.1042,-4.30417,-13.5625,-8.47917,-1.625,-8.815
2014-12-28,0,-16,-4.4,-13.8,-8.5,-1.5,-8.84
2014-12-28,1,-15.725,-4.1625,-13.3625,-8.39583,-1.4125,-8.61167
2014-12-28,2,-15.45,-3.925,-12.925,-8.29167,-1.325,-8.38333
2014-12-28,3,-15.175,-3.6875,-12.4875,-8.1875,-1.2375,-8.155
2014-12-28,4,-14.9,-3.45,-12.05,-8.08333,-1.15,-7.92667
2014-12-28,5,-14.625,-3.2125,-11.6125,-7.97917,-1.0625,-7.69833
2014-12-28,6,-14.35,-2.975,-11.175,-7.875,-0.975,-7.47
2014-12-28,7,-14.075,-2.7375,-10.7375,-7.77083,-0.8875,-7.24167
2014-12-28,8,-13.8,-2.5,-10.3,-7.66667,-0.8,-7.01333
2014-12-28,9,-13.525,-2.2625,-9.8625,-7.5625,-0.7125,-6.785
2014-12-28,10,-13.25,-2.025,-9.425,-7.45833,-0.625,-6.55667
2014-12-28,11,-12.975,-1.7875,-8.9875,-7.35417,-0.5375,-6.32833
2014-12-28,12,-12.7,-1.55,-8.55,-7.25,-0.45,-6.1
2014-12-28,13,-12.425,-1.3125,-8.1125,-7.14583,-0.3625,-5.87167
2014-12-28,14,-12.15,-1.075,-7.675,-7.04167,-0.275,-5.64333
2014-12-28,15,-11.875,-0.8375,-7.2375,-6.9375,-0.1875,-5.415
2014-12-28,16,-11.6,-0.6,-6.8,-6.83333,-0.1,-5.18667
2014-12-28,17,-11.325,-0.3625,-6.3625,-6.72917,-0.0125,-4.95833
2014-12-28,18,-11.05,-0.125,-5.925,-6.625,0.075,-4.73
2014-12-28,19,-10.775,0.1125,-5.4875,-6.52083,0.1625,-4.50167
2014-12-28,20,-10.5,0.35,-5.05,-6.41667,0.25,-4.27333
2014-12-28,21,-10.225,0.5875,-4.6125,-6.3125,0.3375,-4.045
2014-12-28,22,-9.95,0.825,-4.175,-6.20833,0.425,-3.81667
2014-12-28,23,-9.675,1.0625,-3.7375,-6.10417,0.5125,-3.58833
2014-12-29,0,-9.4,1.3,-3.3,-6,0.6,-3.36
2014-12-29,1,-9.22083,1.42917,-2.9875,-5.80417,0.7125,-3.17417
2014-12-29,2,-9.04167,1.55833,-2.675,-5.60833,0.825,-2.98833
2014-12-29,3,-8.8625,1.6875,-2.3625,-5.4125,0.9375,-2.8025
2014-12-29,4,-8.68333,1.81667,-2.05,-5.21667,1.05,-2.61667
2014-12-29,5,-8.50417,1.94583,-1.7375,-5.02083,1.1625,-2.43083
2014-12-29,6,-8.325,2.075,-1.425,-4.825,1.275,-2.245
2014-12-29,7,-8.14583,2.20417,-1.1125,-4.62917,1.3875,-2.05917
2014-12-29,8,-7.96667,2.33333,-0.8,-4.43333,1.5,-1.87333
2014-12-29,9,-7.7875,2.4625,-0.4875,-4.2375,1.6125,-1.6875
2014-12-29,10,-7.60833,2.59167,-0.175,-4.04167,1.725,-1.50167
2014-12-29,11,-7.42917,2.72083,0.1375,-3.84583,1.8375,-1.31583
2014-12-29,12,-7.25,2.85,0.45,-3.65,1.95,-1.13
2014-12-29,13,-7.07083,2.97917,0.7625,-3.45417,2.0625,-0.944167
2014-12-29,14,-6.89167,3.10833,1.075,-3.25833,2.175,-0.758333
2014-12-29,15,-6.7125,3.2375,1.3875,-3.0625,2.2875,-0.5725
2014-12-29,16,-6.53333,3.36667,1.7,-2.86667,2.4,-0.386667
2014-12-29,17,-6.35417,3.49583,2.0125,-2.67083,2.5125,-0.200833
2014-12-29,18,-6.175,3.625,2.325,-2.475,2.625,-0.015
2014-12-29,19,-5.99583,3.75417,2.6375,-2.27917,2.7375,0.170833
2014-12-29,20,-5.81667,3.88333,2.95,-2.08333,2.85,0.356667
2014-12-29,21,-5.6375,4.0125,3.2625,-1.8875,2.9625,0.5425
2014-12-29,22,-5.45833,4.14167,3.575,-1.69167,3.075,0.728333
2014-12-29,23,-5.27917,4.27083,3.8875,-1.49583,3.1875,0.914167
2014-12-30,0,-5.1,4.4,4.2,-1.3,3.3,1.1
2014-12-30,1,-5.02083,4.49167,4.225,-1.32917,3.3875,1.15083
2014-12-30,2,-4.94167,4.58333,4.25,-1.35833,3.475,1.20167
2014-12-30,3,-4.8625,4.675,4.275,-1.3875,3.5625,1.2525
2014-12-30,4,-4.78333,4.76667,4.3,-1.41667,3.65,1.30333
2014-12-30,5,-4.70417,4.85833,4.325,-1.44583,3.7375,1.35417
2014-12-30,6,-4.625,4.95,4.35,-1.475,3.825,1.405
2014-12-30,7,-4.54583,5.04167,4.375,-1.50417,3.9125,1.45583
2014-12-30,8,-4.46667,5.13333,4.4,-1.53333,4,1.50667
2014-12-30,9,-4.3875,5.225,4.425,-1.5625,4.0875,1.5575
2014-12-30,10,-4.30833,5.31667,4.45,-1.59167,4.175,1.60833
2014-12-30,11,-4.22917,5.40833,4.475,-1.62083,4.2625,1.65917
2014-12-30,12,-4.15,5.5,4.5,-1.65,4.35,1.71
2014-12-30,13,-4.07083,5.59167,4.525,-1.67917,4.4375,1.76083
2014-12-30,14,-3.99167,5.68333,4.55,-1.70833,4.525,1.81167
2014-12-30,15,-3.9125,5.775,4.575,-1.7375,4.6125,1.8625
2014-12-30,16,-3.83333,5.86667,4.6,-1.76667,4.7,1.91333
2014-12-30,17,-3.75417,5.95833,4.625,-1.79583,4.7875,1.96417
2014-12-30,18,-3.675,6.05,4.65,-1.825,4.875,2.015
2014-12-30,19,-3.59583,6.14167,4.675,-1.85417,4.9625,2.06583
2014-12-30,20,-3.51667,6.23333,4.7,-1.88333,5.05,2.11667
2014-12-30,21,-3.4375,6.325,4.725,-1.9125,5.1375,2.1675
2014-12-30,22,-3.35833,6.41667,4.75,-1.94167,5.225,2.21833
2014-12-30,23,-3.27917,6.50833,4.775,-1.97083,5.3125,2.26917
2014-12-31,0,-3.2,6.6,4.8,-2,5.4,2.32
2014-12-31,1,-3.08333,6.64167,4.7,-1.8625,5.49167,2.3775
2014-12-31,2,-2.96667,6.68333,4.6,-1.725,5.58333,2.435
2014-12-31,3,-2.85,6.725,4.5,-1.5875,5.675,2.4925
2014-12-31,4,-2.73333,6.76667,4.4,-1.45,5.76667,2.55
2014-12-31,5,-2.61667,6.80833,4.3,-1.3125,5.85833,2.6075
2014-12-31,6,-2.5,6.85,4.2,-1.175,5.95,2.665
2014-12-31,7,-2.38333,6.89167,4.1,-1.0375,6.04167,2.7225
2014-12-31,8,-2.26667,6.93333,4,-0.9,6.13333,2.78
2014-12-31,9,-2.15,6.975,3.9,-0.7625,6.225,2.8375
2014-12-31,10,-2.03333,7.01667,3.8,-0.625,6.31667,2.895
2014-12-31,11,-1.91667,7.05833,3.7,-0.4875,6.40833,2.9525
2014-12-31,12,-1.8,7.1,3.6,-0.35,6.5,3.01
2014-12-31,13,-1.68333,7.14167,3.5,-0.2125,6.59167,3.0675
2014-12-31,14,-1.56667,7.18333,3.4,-0.075,6.68333,3.125
2014-12-31,15,-1.45,7.225,3.3,0.0625,6.775,3.1825
2014-12-31,16,-1.33333,7.26667,3.2,0.2,6.86667,3.24
2014-12-31,17,-1.21667,7.30833,3.1,0.3375,6.95833,3.2975
2014-12-31,18,-1.1,7.35,3,0.475,7.05,3.355
2014-12-31,19,-0.983333,7.39167,2.9,0.6125,7.14167,3.4125
2014-12-31,20,-0.866667,7.43333,2.8,0.75,7.23333,3.47
2014-12-31,21,-0.75,7.475,2.7,0.8875,7.325,3.5275
2014-12-31,22,-0.633333,7.51667,2.6,1.025,7.41667,3.585
2014-12-31,23,-0.516667,7.55833,2.5,1.1625,7.50833,3.6425
2015-01-01,0,-0.4,7.6,2.4,1.3,7.6,3.7
2015-01-01,1,-0.245833,7.54167,2.33333,1.17083,7.49583,3.65917
2015-01-01,2,-0.0916667,7.48333,2.26667,1.04167,7.39167,3.61833
2015-01-01,3,0.0625,7.425,2.2,0.9125,7.2875,3.5775
2015-01-01,4,0.216667,7.36667,2.13333,0.783333,7.18333,3.53667
2015-01-01,5,0.370833,7.30833,2.06667,0.654167,7.07917,3.49583
2015-01-01,6,0.525,7.25,2,0.525,6.975,3.455
2015-01-01,7,0.679167,7.19167,1.93333,0.395833,6.87083,3.41417
2015-01-01,8,0.833333,7.13333,1.86667,0.266667,6.76667,3.37333
2015-01-01,9,0.9875,7.075,1.8,0.1375,6.6625,3.3325
2015-01-01,10,1.14167,7.01667,1.73333,0.00833333,6.55833,3.29167
2015-01-01,11,1.29583,6.95833,1.66667,-0.120833,6.45417,3.25083
2015-01-01,12,1.45,6.9,1.6,-0.25,6.35,3.21
2015-01-01,13,1.60417,6.84167,1.53333,-0.379167,6.24583,3.16917
2015-01-01,14,1.75833,6.78333,1.46667,-0.508333,6.14167,3.12833
2015-01-01,15,1.9125,6.725,1.4,-0.6375,6.0375,3.0875
2015-01-01,16,2.06667,6.66667,1.33333,-0.766667,5.93333,3.04667
2015-01-01,17,2.22083,6.60833,1.26667,-0.895833,5.82917,3.00583
2015-01-01,18,2.375,6.55,1.2,-1.025,5.725,2.965
2015-01-01,19,2.52917,6.49167,1.13333,-1.15417,5.62083,2.92417
2015-01-01,20,2.68333,6.43333,1.06667,-1.28333,5.51667,2.88333
2015-01-01,21,2.8375,6.375,1,-1.4125,5.4125,2.8425
2015-01-01,22,2.99167,6.31667,0.933333,-1.54167,5.30833,2.80167
2015-01-01,23,3.14583,6.25833,0.866667,-1.67083,5.20417,2.76083
2015-01-02,0,3.3,6.2,0.8,-1.8,5.1,2.72
2015-01-02,1,3.05833,6.11667,0.7625,-1.8625,5.01667,2.61833
2015-01-02,2,2.81667,6.03333,0.725,-1.925,4.93333,2.51667
2015-01-02,3,2.575,5.95,0.6875,-1.9875,4.85,2.415
2015-01-02,4,2.33333,5.86667,0.65,-2.05,4.76667,2.31333
2015-01-02,5,2.09167,5.78333,0.6125,-2.1125,4.68333,2.21167
2015-01-02,6,1.85,5.7,0.575,-2.175,4.6,2.11
2015-01-02,7,1.60833,5.61667,0.5375,-2.2375,4.51667,2.00833
2015-01-02,8,1.36667,5.53333,0.5,-2.3,4.43333,1.90667
2015-01-02,9,1.125,5.45,0.4625,-2.3625,4.35,1.805
2015-01-02,10,0.883333,5.36667,0.425,-2.425,4.26667,1.70333
2015-01-02,11,0.641667,5.28333,0.3875,-2.4875,4.18333,1.60167
2015-01-02,12,0.4,5.2,0.35,-2.55,4.1,1.5
2015-01-02,13,0.158333,5.11667,0.3125,-2.6125,4.01667,1.39833
2015-01-02,14,-0.0833333,5.03333,0.275,-2.675,3.93333,1.29667
2015-01-02,15,-0.325,4.95,0.2375,-2.7375,3.85,1.195
2015-01-02,16,-0.566667,4.86667,0.2,-2.8,3.76667,1.09333
2015-01-02,17,-0.808333,4.78333,0.1625,-2.8625,3.68333,0.991667
2015-01-02,18,-1.05,4.7,0.125,-2.925,3.6,0.89
2015-01-02,19,-1.29167,4.61667,0.0875,-2.9875,3.51667,0.788333
2015-01-02,20,-1.53333,4.53333,0.05,-3.05,3.43333,0.686667
2015-01-02,21,-1.775,4.45,0.0125,-3.1125,3.35,0.585
2015-01-02,22,-2.01667,4.36667,-0.025,-3.175,3.26667,0.483333
2015-01-02,23,-2.25833,4.28333,-0.0625,-3.2375,3.18333,0.381667
2015-01-03,0,-2.5,4.2,-0.1,-3.3,3.1,0.28
2015-01-03,1,-2.75,4.16667,-0.175,-3.50833,3.02083,0.150833
2015-01-03,2,-3,4.13333,-0.25,-3.71667,2.94167,0.0216667
2015-01-03,3,-3.25,4.1,-0.325,-3.925,2.8625,-0.1075
2015-01-03,4,-3.5,4.06667,-0.4,-4.13333,2.78333,-0.236667
2015-01-03,5,-3.75,4.03333,-0.475,-4.34167,2.70417,-0.365833
2015-01-03,6,-4,4,-0.55,-4.55,2.625,-0.495
2015-01-03,7,-4.25,3.96667,-0.625,-4.75833,2.54583,-0.624167
2015-01-03,8,-4.5,3.93333,-0.7,-4.96667,2.46667,-0.753333
2015-01-03,9,-4.75,3.9,-0.775,-5.175,2.3875,-0.8825
2015-01-03,10,-5,3.86667,-0.85,-5.38333,2.30833,-1.01167
2015-01-03,11,-5.25,3.83333,-0.925,-5.59167,2.22917,-1.14083
2015-01-03,12,-5.5,3.8,-1,-5.8,2.15,-1.27
2015-01-03,13,-5.75,3.76667,-1.075,-6.00833,2.07083,-1.39917
2015-01-03,14,-6,3.73333,-1.15,-6.21667,1.99167,-1.52833
2015-01-03,15,-6.25,3.7,-1.225,-6.425,1.9125,-1.6575
2015-01-03,16,-6.5,3.66667,-1.3,-6.63333,1.83333,-1.78667
2015-01-03,17,-6.75,3.63333,-1.375,-6.84167,1.75417,-1.91583
2015-01-03,18,-7,3.6,-1.45,-7.05,1.675,-2.045
2015-01-03,19,-7.25,3.56667,-1.525,-7.25833,1.59583,-2.17417
2015-01-03,20,-7.5,3.53333,-1.6,-7.46667,1.51667,-2.30333
2015-01-03,21,-7.75,3.5,-1.675,-7.675,1.4375,-2.4325
2015-01-03,22,-8,3.46667,-1.75,-7.88333,1.35833,-2.56167
2015-01-03,23,-8.25,3.43333,-1.825,-8.09167,1.27917,-2.69083
2015-01-04,0,-8.5,3.4,-1.9,-8.3,1.2,-2.82
2015-01-04,1,-8.44583,3.36667,-1.92917,-8.42083,1.29583,-2.82667
2015-01-04,2,-8.39167,3.33333,-1.95833,-8.54167,1.39167,-2.83333
2015-01-04,3,-8.3375,3.3,-1.9875,-8.6625,1.4875,-2.84
2015-01-04,4,-8.28333,3.26667,-2.01667,-8.78333,1.58333,-2.84667
2015-01-04,5,-8.22917,3.23333,-2.04583,-8.90417,1.67917,-2.85333
2015-01-04,6,-8.175,3.2,-2.075,-9.025,1.775,-2.86
2015-01-04,7,-8.12083,3.16667,-2.10417,-9.14583,1.87083,-2.86667
2015-01-04,8,-8.06667,3.13333,-2.13333,-9.26667,1.96667,-2.87333
2015-01-04,9,-8.0125,3.1,-2.1625,-9.3875,2.0625,-2.88
2015-01-04,10,-7.95833,3.06667,-2.19167,-9.50833,2.15833,-2.88667
2015-01-04,11,-7.90417,3.03333,-2.22083,-9.62917,2.25417,-2.89333
2015-01-04,12,-7.85,3,-2.25,-9.75,2.35,-2.9
2015-01-04,13,-7.79583,2.96667,-2.27917,-9.87083,2.44583,-2.90667
2015-01-04,14,-7.74167,2.93333,-2.30833,-9.99167,2.54167,-2.91333
2015-01-04,15,-7.6875,2.9,-2.3375,-10.1125,2.6375,-2.92
2015-01-04,16,-7.63333,2.86667,-2.36667,-10.2333,2.73333,-2.92667
2015-01-04,17,-7.57917,2.83333,-2.39583,-10.3542,2.82917,-2.93333
2015-01-04,18,-7.525,2.8,-2.425,-10.475,2.925,-2.94
2015-01-04,19,-7.47083,2.76667,-2.45417,-10.5958,3.02083,-2.94667
2015-01-04,20,-7.41667,2.73333,-2.48333,-10.7167,3.11667,-2.95333
2015-01-04,21,-7.3625,2.7,-2.5125,-10.8375,3.2125,-2.96
2015-01-04,22,-7.30833,2.66667,-2.54167,-10.9583,3.30833,-2.96667
2015-01-04,23,-7.25417,2.63333,-2.57083,-11.0792,3.40417,-2.97333
2015-01-05,0,-7.2,2.6,-2.6,-11.2,3.5,-2.98
2015-01-05,1,-6.88333,2.71667,-2.47917,-10.9875,3.60417,-2.80583
2015-01-05,2,-6.56667,2.83333,-2.35833,-10.775,3.70833,-2.63167
2015-01-05,3,-6.25,2.95,-2.2375,-10.5625,3.8125,-2.4575
2015-01-05,4,-5.93333,3.06667,-2.11667,-10.35,3.91667,-2.28333
2015-01-05,5,-5.61667,3.18333,-1.99583,-10.1375,4.02083,-2.10917
2015-01-05,6,-5.3,3.3,-1.875,-9.925,4.125,-1.935
2015-01-05,7,-4.98333,3.41667,-1.75417,-9.7125,4.22917,-1.76083
2015-01-05,8,-4.66667,3.53333,-1.63333,-9.5,4.33333,-1.58667
2015-01-05,9,-4.35,3.65,-1.5125,-9.2875,4.4375,-1.4125
2015-01-05,10,-4.03333,3.76667,-1.39167,-9.075,4.54167,-1.23833
2015-01-05,11,-3.71667,3.88333,-1.27083,-8.8625,4.64583,-1.06417
2015-01-05,12,-3.4,4,-1.15,-8.65,4.75,-0.89
2015-01-05,13,-3.08333,4.11667,-1.02917,-8.4375,4.85417,-0.715833
2015-01-05,14,-2.76667,4.23333,-0.908333,-8.225,4.95833,-0.541667
2015-01-05,15,-2.45,4.35,-0.7875,-8.0125,5.0625,-0.3675
2015-01-05,16,-2.13333,4.46667,-0.666667,-7.8,5.16667,-0.193333
2015-01-05,17,-1.81667,4.58333,-0.545833,-7.5875,5.27083,-0.0191667
2015-01-05,18,-1.5,4.7,-0.425,-7.375,5.375,0.155
2015-01-05,19,-1.18333,4.81667,-0.304167,-7.1625,5.47917,0.329167
2015-01-05,20,-0.866667,4.93333,-0.183333,-6.95,5.58333,0.503333
2015-01-05,21,-0.55,5.05,-0.0625,-6.7375,5.6875,0.6775
2015-01-05,22,-0.233333,5.16667,0.0583333,-6.525,5.79167,0.851667
2015-01-05,23,0.0833333,5.28333,0.179167,-6.3125,5.89583,1.02583
2015-01-06,0,0.4,5.4,0.3,-6.1,6,1.2
2015-01-06,1,0.441667,5.40417,0.325,-5.90833,5.93333,1.23917
2015-01-06,2,0.483333,5.40833,0.35,-5.71667,5.86667,1.27833
2015-01-06,3,0.525,5.4125,0.375,-5.525,5.8,1.3175
2015-01-06,4,0.566667,5.41667,0.4,-5.33333,5.73333,1.35667
2015-01-06,5,0.608333,5.42083,0.425,-5.14167,5.66667,1.39583
2015-01-06,6,0.65,5.425,0.45,-4.95,5.6,1.435
2015-01-06,7,0.691667,5.42917,0.475,-4.75833,5.53333,1.47417
2015-01-06,8,0.733333,5.43333,0.5,-4.56667,5.46667,1.51333
2015-01-06,9,0.775,5.4375,0.525,-4.375,5.4,1.5525
2015-01-06,10,0.816667,5.44167,0.55,-4.18333,5.33333,1.59167
2015-01-06,11,0.858333,5.44583,0.575,-3.99167,5.26667,1.63083
2015-01-06,12,0.9,5.45,0.6,-3.8,5.2,1.67
2015-01-06,13,0.941667,5.45417,0.625,-3.60833,5.13333,1.70917
2015-01-06,14,0.983333,5.45833,0.65,-3.41667,5.06667,1.74833
2015-01-06,15,1.025,5.4625,0.675,-3.225,5,1.7875
2015-01-06,16,1.06667,5.46667,0.7,-3.03333,4.93333,1.82667
2015-01-06,17,1.10833,5.47083,0.725,-2.84167,4.86667,1.86583
2015-01-06,18,1.15,5.475,0.75,-2.65,4.8,1.905
2015-01-06,19,1.19167,5.47917,0.775,-2.45833,4.73333,1.94417
2015-01-06,20,1.23333,5.48333,0.8,-2.26667,4.66667,1.98333
2015-01-06,21,1.275,5.4875,0.825,-2.075,4.6,2.0225
2015-01-06,22,1.31667,5.49167,0.85,-1.88333,4.53333,2.06167
2015-01-06,23,1.35833,5.49583,0.875,-1.69167,4.46667,2.10083
2015-01-07,0,1.4,5.5,0.9,-1.5,4.4,2.14
2015-01-07,1,1.40833,5.5375,0.9,-1.60833,4.45,2.1375
2015-01-07,2,1.41667,5.575,0.9,-1.71667,4.5,2.135
2015-01-07,3,1.425,5.6125,0.9,-1.825,4.55,2.1325
2015-01-07,4,1.43333,5.65,0.9,-1.93333,4.6,2.13
2015-01-07,5,1.44167,5.6875,0.9,-2.04167,4.65,2.1275
2015-01-07,6,1.45,5.725,0.9,-2.15,4.7,2.125
2015-01-07,7,1.45833,5.7625,0.9,-2.25833,4.75,2.1225
2015-01-07,8,1.46667,5.8,0.9,-2.36667,4.8,2.12
2015-01-07,9,1.475,5.8375,0.9,-2.475,4.85,2.1175
2015-01-07,10,1.48333,5.875,0.9,-2.58333,4.9,2.115
2015-01-07,11,1.49167,5.9125,0.9,-2.69167,4.95,2.1125
2015-01-07,12,1.5,5.95,0.9,-2.8,5,2.11
2015-01-07,13,1.50833,5.9875,0.9,-2.90833,5.05,2.1075
2015-01-07,14,1.51667,6.025,0.9,-3.01667,5.1,2.105
2015-01-07,15,1.525,6.0625,0.9,-3.125,5.15,2.1025
2015-01-07,16,1.53333,6.1,0.9,-3.23333,5.2,2.1
2015-01-07,17,1.54167,6.1375,0.9,-3.34167,5.25,2.0975
2015-01-07,18,1.55,6.175,0.9,-3.45,5.3,2.095
2015-01-07,19,1.55833,6.2125,0.9,-3.55833,5.35,2.0925
2015-01-07,20,1.56667,6.25,0.9,-3.66667,5.4,2.09
2015-01-07,21,1.575,6.2875,0.9,-3.775,5.45,2.0875
2015-01-07,22,1.58333,6.325,0.9,-3.88333,5.5,2.085
2015-01-07,23,1.59167,6.3625,0.9,-3.99167,5.55,2.0825
2015-01-08,0,1.6,6.4,0.9,-4.1,5.6,2.08
2015-01-08,1,1.275,6.27083,0.804167,-4.25417,5.525,1.92417
2015-01-08,2,0.95,6.14167,0.708333,-4.40833,5.45,1.76833
2015-01-08,3,0.625,6.0125,0.6125,-4.5625,5.375,1.6125
2015-01-08,4,0.3,5.88333,0.516667,-4.71667,5.3,1.45667
2015-01-08,5,-0.025,5.75417,0.420833,-4.87083,5.225,1.30083
2015-01-08,6,-0.35,5.625,0.325,-5.025,5.15,1.145
2015-01-08,7,-0.675,5.49583,0.229167,-5.17917,5.075,0.989167
2015-01-08,8,-1,5.36667,0.133333,-5.33333,5,0.833333
2015-01-08,9,-1.325,5.2375,0.0375,-5.4875,4.925,0.6775
2015-01-08,10,-1.65,5.10833,-0.0583333,-5.64167,4.85,0.521667
2015-01-08,11,-1.975,4.97917,-0.154167,-5.79583,4.775,0.365833
2015-01-08,12,-2.3,4.85,-0.25,-5.95,4.7,0.21
2015-01-08,13,-2.625,4.72083,-0.345833,-6.10417,4.625,0.0541667
2015-01-08,14,-2.95,4.59167,-0.441667,-6.25833,4.55,-0.101667
2015-01-08,15,-3.275,4.4625,-0.5375,-6.4125,4.475,-0.2575
2015-01-08,16,-3.6,4.33333,-0.633333,-6.56667,4.4,-0.413333
2015-01-08,17,-3.925,4.20417,-0.729167,-6.72083,4.325,-0.569167
2015-01-08,18,-4.25,4.075,-0.825,-6.875,4.25,-0.725
2015-01-08,19,-4.575,3.94583,-0.920833,-7.02917,4.175,-0.880833
2015-01-08,20,-4.9,3.81667,-1.01667,-7.18333,4.1,-1.03667
2015-01-08,21,-5.225,3.6875,-1.1125,-7.3375,4.025,-1.1925
2015-01-08,22,-5.55,3.55833,-1.20833,-7.49167,3.95,-1.34833
2015-01-08,23,-5.875,3.42917,-1.30417,-7.64583,3.875,-1.50417
2015-01-09,0,-6.2,3.3,-1.4,-7.8,3.8,-1.66
2015-01-09,1,-6.14167,3.39583,-1.525,-8.06667,3.82917,-1.70167
2015-01-09,2,-6.08333,3.49167,-1.65,-8.33333,3.85833,-1.74333
2015-01-09,3,-6.025,3.5875,-1.775,-8.6,3.8875,-1.785
2015-01-09,4,-5.96667,3.68333,-1.9,-8.86667,3.91667,-1.82667
2015-01-09,5,-5.90833,3.77917,-2.025,-9.13333,3.94583,-1.86833
2015-01-09,6,-5.85,3.875,-2.15,-9.4,3.975,-1.91
2015-01-09,7,-5.79167,3.97083,-2.275,-9.66667,4.00417,-1.95167
2015-01-09,8,-5.73333,4.06667,-2.4,-9.93333,4.03333,-1.99333
2015-01-09,9,-5.675,4.1625,-2.525,-10.2,4.0625,-2.035
2015-01-09,10,-5.61667,4.25833,-2.65,-10.4667,4.09167,-2.07667
2015-01-09,11,-5.55833,4.35417,-2.775,-10.7333,4.12083,-2.11833
2015-01-09,12,-5.5,4.45,-2.9,-11,4.15,-2.16
2015-01-09,13,-5.44167,4.54583,-3.025,-11.2667,4.17917,-2.20167
2015-01-09,14,-5.38333,4.64167,-3.15,-11.5333,4.20833,-2.24333
2015-01-09,15,-5.325,4.7375,-3.275,-11.8,4.2375,-2.285
2015-01-09,16,-5.26667,4.83333,-3.4,-12.0667,4.26667,-2.32667
2015-01-09,17,-5.20833,4.92917,-3.525,-12.3333,4.29583,-2.36833
2015-01-09,18,-5.15,5.025,-3.65,-12.6,4.325,-2.41
2015-01-09,19,-5.09167,5.12083,-3.775,-12.8667,4.35417,-2.45167
2015-01-09,20,-5.03333,5.21667,-3.9,-13.1333,4.38333,-2.49333
2015-01-09,21,-4.975,5.3125,-4.025,-13.4,4.4125,-2.535
2015-01-09,22,-4.91667,5.40833,-4.15,-13.6667,4.44167,-2.57667
2015-01-09,23,-4.85833,5.50417,-4.275,-13.9333,4.47083,-2.61833
2015-01-10,0,-4.8,5.6,-4.4,-14.2,4.5,-2.66
2015-01-10,1,-4.87917,5.5375,-4.59167,-14.325,4.475,-2.75667
2015-01-10,2,-4.95833,5.475,-4.78333,-14.45,4.45,-2.85333
2015-01-10,3,-5.0375,5.4125,-4.975,-14.575,4.425,-2.95
2015-01-10,4,-5.11667,5.35,-5.16667,-14.7,4.4,-3.04667
2015-01-10,5,-5.19583,5.2875,-5.35833,-14.825,4.375,-3.14333
2015-01-10,6,-5.275,5.225,-5.55,-14.95,4.35,-3.24
2015-01-10,7,-5.35417,5.1625,-5.74167,-15.075,4.325,-3.33667
2015-01-10,8,-5.43333,5.1,-5.93333,-15.2,4.3,-3.43333
2015-01-10,9,-5.5125,5.0375,-6.125,-15.325,4.275,-3.53
2015-01-10,10,-5.59167,4.975,-6.31667,-15.45,4.25,-3.62667
2015-01-10,11,-5.67083,4.9125,-6.50833,-15.575,4.225,-3.72333
2015-01-10,12,-5.75,4.85,-6.7,-15.7,4.2,-3.82
2015-01-10,13,-5.82917,4.7875,-6.89167,-15.825,4.175,-3.91667
2015-01-10,14,-5.90833,4.725,-7.08333,-15.95,4.15,-4.01333
2015-01-10,15,-5.9875,4.6625,-7.275,-16.075,4.125,-4.11
2015-01-10,16,-6.06667,4.6,-7.46667,-16.2,4.1,-4.20667
2015-01-10,17,-6.14583,4.5375,-7.65833,-16.325,4.075,-4.30333
2015-01-10,18,-6.225,4.475,-7.85,-16.45,4.05,-4.4
2015-01-10,19,-6.30417,4.4125,-8.04167,-16.575,4.025,-4.49667
2015-01-10,20,-6.38333,4.35,-8.23333,-16.7,4,-4.59333
2015-01-10,21,-6.4625,4.2875,-8.425,-16.825,3.975,-4.69
2015-01-10,22,-6.54167,4.225,-8.61667,-16.95,3.95,-4.78667
2015-01-10,23,-6.62083,4.1625,-8.80833,-17.075,3.925,-4.88333
2015-01-11,0,-6.7,4.1,-9,-17.2,3.9,-4.98
