Date,Prec Hamar,Prec Kvin,Prec Oppdal,Prec Troms,Prec Bergen,Prec Norway
2014-07-28,0.1,1,0,0,18.6,19.7
2014-07-29,2.8,0,0,1.7,0.1,4.6
2014-07-30,0,0,17.5,0,2.4,19.9
2014-07-31,1.4,0.9,6,1.3,30.4,40
2014-08-01,0,6.5,0.4,0,16.9,23.8
2014-08-02,0,3.9,0.2,0.5,13.1,17.7
2014-08-03,1.1,7.3,0,0,45.6,54
2014-08-04,19.8,84.4,0.1,0,3.3,107.6
2014-08-05,13.9,0,9.5,2.8,0.4,26.6
2014-08-06,0.7,0,0.5,9.8,0.9,11.9
2014-08-07,1.5,0,2.2,8,0.2,11.9
2014-08-08,0,7.8,0.7,35,14.2,57.7
2014-08-09,0,0,1.5,0.1,0,1.6
2014-08-10,0.7,33,0,0,14,47.7
2014-08-11,0.1,20.7,0,0,0.8,21.6
2014-08-12,3.4,52.5,0,0,13.2,69.1
2014-08-13,0,28,1.5,19,13.9,62.4
2014-08-14,0,10.5,2.5,25.8,0,38.8
2014-08-15,0.2,3.8,4.8,1.6,0,10.4
2014-08-16,0.7,0,0.2,1.8,0,2.7
2014-08-17,0.9,6.7,5,1.2,7.5,21.3
2014-08-18,4.4,13,4.4,4,21.9,47.7
2014-08-19,2.3,2.5,21.5,1.4,16.2,43.9
2014-08-20,0.2,0.1,27.8,3.7,1,32.8
2014-08-21,2.2,3,0.1,1.1,8.1,14.5
2014-08-22,0,0.2,0,0.2,2.6,3
2014-08-23,0.8,6.5,2.4,0,5,14.7
2014-08-24,6.6,3.5,0.4,0,1.4,11.9
2014-08-25,4.1,0,4.6,0,23.1,31.8
2014-08-26,2.2,0,3.6,0,1,6.8
2014-08-27,0.4,2.4,1.1,0.1,0,4
2014-08-28,0,0,0,0.2,0,0.2
2014-08-29,0,0,0,0,0,0
2014-08-30,0,15.3,0,0.2,10.5,26
2014-08-31,0,22.1,0,0.1,2.3,24.5
2014-09-01,0,1,0,0,0,1
2014-09-02,0,1,0,0,16.5,17.5
2014-09-03,0,0.1,0.1,1,0,1.2
2014-09-04,0,0,0,2.9,0,2.9
2014-09-05,0,0,0,0.5,0,0.5
2014-09-06,0,0.2,0,2.4,0.6,3.2
2014-09-07,0,38.6,0,0.1,6,44.7
2014-09-08,4.8,1,0,0.1,10.1,16
2014-09-09,7.6,1.3,8.7,2.4,0,20
2014-09-10,14,0,1.9,4.6,0.8,21.3
2014-09-11,0,0,0,0,0,0
2014-09-12,0.6,0,0,1.3,0,1.9
2014-09-13,0,0,0,0.1,0,0.1
2014-09-14,0,0,0,0.9,0,0.9
2014-09-15,0.1,0,0,0,0,0.1
2014-09-16,0.1,0,0,0,0,0.1
2014-09-17,0,0,0,0,0,0
2014-09-18,0,0,0,0,0,0
2014-09-19,0,0,0,0,0,0
2014-09-20,0,0,0,0.4,0.2,0.6
2014-09-21,11.2,6.7,3.5,0.3,20.9,42.6
2014-09-22,0.5,0,10.9,0.9,0,12.3
2014-09-23,0,0,0.5,0.5,0.5,1.5
2014-09-24,0,3.9,1,0,1.8,6.7
2014-09-25,2.1,0,0.1,6.7,26.9,35.8
2014-09-26,0,3.4,0,3.2,9.3,15.9
2014-09-27,0,13.5,31.7,0.7,18.4,64.3
2014-09-28,0,0.2,10.5,5.9,12.4,29
2014-09-29,0,0.3,0.5,0.3,5.7,6.8
2014-09-30,0,0,1.3,0.1,1.3,2.7
2014-10-01,0,0.4,0,0.2,0,0.6
2014-10-02,3.1,10.4,2.3,0.2,24.1,40.1
2014-10-03,0,0.1,0,1.4,0,1.5
2014-10-04,0,0.6,0,0,38.4,39
2014-10-05,0.6,17.4,0,0,7.9,25.9
2014-10-06,0.7,10,0,0,5.9,16.6
2014-10-07,0,1.4,0,0,0,1.4
2014-10-08,6.8,33.6,0.1,0,1.6,42.1
2014-10-09,1.8,33,0,0,11,45.8
2014-10-10,5,27.6,0.5,0,29.8,62.9
2014-10-11,1.9,14.4,0,0,19.1,35.4
2014-10-12,4.5,8.4,0,0,25.7,38.6
2014-10-13,15.2,0.4,4.5,0,20.6,40.7
2014-10-14,0.1,0,0,0.7,0,0.8
2014-10-15,1,0,0,0.1,0,1.1
2014-10-16,3.4,0,0,0.3,0,3.7
2014-10-17,0.9,0,0,0.1,0,1
2014-10-18,5.7,0.9,0,7,0,13.6
2014-10-19,9,27,3.4,0.4,17,56.8
2014-10-20,0.5,23.5,0,0,22.9,46.9
2014-10-21,0.1,5,0.1,0,8.1,13.3
2014-10-22,1.3,14.8,0,0,18.8,34.9
2014-10-23,11.3,7.5,2.2,0,2.1,23.1
2014-10-24,22.7,20.3,0,0,42.2,85.2
2014-10-25,1,11,0,0.1,26,38.1
2014-10-26,0.1,13,0,0,40.3,53.4
2014-10-27,0,49.6,8.5,0.5,7.8,66.4
2014-10-28,0,36.4,0,2.4,44.9,83.7
2014-10-29,3.9,43.4,5,1.7,43.2,97.2
2014-10-30,0,0.6,7.5,5.1,15.1,28.3
2014-10-31,0,12.7,0,3.6,0.8,17.1
2014-11-01,11.1,3.5,1.6,0.3,17.2,33.7
2014-11-02,1.7,19,0,0.1,8.2,29
2014-11-03,3.2,28.5,0,0.6,7,39.3
2014-11-04,6.9,18.4,3,1.6,10,39.9
2014-11-05,0.3,4.5,1,3.2,0.3,9.3
2014-11-06,0,0,0,0,1.3,1.3
2014-11-07,0,0,0,0,0,0
2014-11-08,0.4,13.4,0,0,0,13.8
2014-11-09,0.5,17.6,0.6,0,17.9,36.6
2014-11-10,0.1,10.5,0,1.9,33.3,45.8
2014-11-11,6.9,1.3,0,0.2,3.1,11.5
2014-11-12,0.1,0,0,1.3,0,1.4
2014-11-13,0,5.7,0,0.6,6.4,12.7
2014-11-14,3.8,5,0.9,0,5,14.7
2014-11-15,0,0,0,0,0,0
2014-11-16,1.5,0,0,0,0,1.5
2014-11-17,0,0,0,0,0,0
2014-11-18,0.1,0,0,0,0,0.1
2014-11-19,0.4,0,0,0.5,0,0.9
2014-11-20,0,0,0,0,0,0
2014-11-21,0,0,0,0,3,3
2014-11-22,0,0,0,0,6.3,6.3
2014-11-23,0.2,6.1,0,0,3.3,9.6
2014-11-24,19.5,23.5,0.9,0,36.3,80.2
2014-11-25,8.9,0,4,0,8.2,21.1
2014-11-26,0,0,2.8,0,4,6.8
2014-11-27,0,0,0,0.4,0,0.4
2014-11-28,0,0.1,0,0,0,0.1
2014-11-29,0,0.1,0,0,0,0.1
2014-11-30,0.4,0,0,0,4.9,5.3
2014-12-01,0,0,2.1,0,6.2,8.3
2014-12-02,0,0,0,0.5,5.3,5.8
2014-12-03,0,0.3,0.4,1.8,4.5,7
2014-12-04,0,0,0.3,3.3,6.4,10
2014-12-05,0,2.4,0,2.3,0.1,4.8
2014-12-06,2.2,3,1.8,0.1,9.1,16.2
2014-12-07,0,25,0,0,15.3,40.3
2014-12-08,0.7,28.2,2.4,0,15.6,46.9
2014-12-09,0,5,12.1,0.2,8,25.3
2014-12-10,1.3,35.7,0,0,34.4,71.4
2014-12-11,0,19.5,0,0,12.2,31.7
2014-12-12,0,20,0,0,8.5,28.5
2014-12-13,0,10.5,0,0,25,35.5
2014-12-14,0,13.5,9.8,0,9.5,32.8
2014-12-15,0.9,41.7,0,0,26.4,69
2014-12-16,0,13.1,5.3,0,14.5,32.9
2014-12-17,0,9,0.6,10,15.3,34.9
2014-12-18,0,7,0.5,0.1,10.7,18.3
2014-12-19,0,19.1,0.5,0,13.2,32.8
2014-12-20,0,18.7,0,0,9.6,28.3
2014-12-21,0,0,9.3,0,5.3,14.6
2014-12-22,3.9,45.2,0,0,21.8,70.9
2014-12-23,0,16,5.6,0,7.5,29.1
2014-12-24,0,8.3,14,0,12,34.3
2014-12-25,0,7.3,0,0,0,7.3
2014-12-26,0,0,4.5,0,1,5.5
2014-12-27,1,6.1,4.5,1.1,4.7,17.4
2014-12-28,0,0,0,0,1.4,1.4
2014-12-29,0,4.5,12,0,12.4,28.9
2014-12-30,0.9,0,6.8,0.8,8.2,16.7
2014-12-31,0,0,9.8,2.7,15.3,27.8
2015-01-01,0,8,0,3.7,8,19.7
2015-01-02,0,51.9,2.4,5.4,28.9,88.6
2015-01-03,0,15.7,19.3,0,17.3,52.3
2015-01-04,0,3.7,11.5,0,7.4,22.6
2015-01-05,0,1.5,10,0,0.5,12
2015-01-06,0.5,2.6,4.5,0,4.6,12.2
2015-01-07,0.2,19.9,1.5,0,26.8,48.4
